query,pipeline,repeat,query_type,judged_on,gpt41_faithful,gpt41_reason,gpt41_tokens
"Which film has the director born later, No Dough Boys or The Punch And Judy Man?",vanilla,0,3+-hop,2026-08-20,True,The answer only uses supported facts from the contexts and correctly notes the lack of information about the directors' birth dates.,854
Are Saks Fifth Avenue and Warburg Pincus located in the same country?,vanilla,0,1-hop,2026-08-20,True,"Both Saks Fifth Avenue and Warburg Pincus are directly described as being based in New York, United States in the retrieved contexts.",865
Are the directors of films Jaco (Film) and Half A Bride both from the same country?,vanilla,0,3+-hop,2026-08-20,True,The answer correctly states that the contexts do not specify the directors’ nationalities and limits its claims to what is supported.,1175
"Which film has the director who died earlier, My Husband'S Other Wife or ¡Que Viene Mi Marido!?",vanilla,0,3+-hop,2026-08-20,True,The answer only makes claims supported by the contexts and notes the missing information.,562
Are Vivicca Whitsett and Pepa (Rapper) from the same country?,vanilla,0,1-hop,2026-08-20,True,All claims about national identity are explicitly supported by the provided contexts.,987
"Which film came out first, Je L'Ai Été Trois Fois or Tamala 2010: A Punk Cat In Space?",vanilla,0,1-hop,2026-08-20,False,"The answer claims Tamala 2010: A Punk Cat in Space is from 2002, but the retrieved contexts do not mention its release year.",1030
"Which film came out first, The Happy Life or King Arthur Was A Gentleman?",vanilla,0,1-hop,2026-08-20,True,The release years of both films are stated in the retrieved contexts.,619
"Which film has the director who was born earlier, Time For Loving or Un'Altra Vita?",vanilla,0,3+-hop,2026-08-20,True,The answer only relies on director names given in the contexts and correctly notes the lack of birthdate information.,828
"Which film has the director born later, Monsieur Taxi or A Yiddish World Remembered?",vanilla,0,3+-hop,2026-08-20,True,The answer correctly states that the birth dates of the directors are not provided in the retrieved contexts.,702
"Which film has the director who died first, The Squaw Man'S Son or Till We Meet Again (1936 Film)?",vanilla,0,3+-hop,2026-08-20,True,"All claims are directly supported by the retrieved contexts, and the answer does not speculate beyond them.",710
What is the place of birth of Marie Tomášová's husband?,vanilla,0,2-hop,2026-08-20,True,All claims about Otomar Krejča being Marie Tomášová's husband and his place of birth are directly supported by the retrieved contexts.,881
Where did Eduardo Notari's mother die?,vanilla,0,2-hop,2026-08-20,True,"Elvira Notari, Eduardo Notari's mother, is stated to have died in Cava de' Tirreni in the retrieved context.",1232
"Who is younger, Empress Xiaoshurui or Goran Veselinovski?",vanilla,0,1-hop,2026-08-20,False,"The answer incorrectly claims Empress Xiaoshurui is younger than Goran Veselinovski, which contradicts the birth years in the contexts.",730
"Which film has the director who died earlier, A Medal For Benny or King Of Chinatown?",vanilla,0,3+-hop,2026-08-20,True,The answer correctly states that the retrieved contexts do not provide death dates for either director and does not include unsupported claims.,754
"Which film came out earlier, Painted Post (Film) or Katka'S Reinette Apples?",vanilla,0,1-hop,2026-08-20,True,All release years and film information are explicitly present in the retrieved contexts.,739
"Who was born earlier, Ela Gandhi or Sebastián Borensztein?",vanilla,0,1-hop,2026-08-20,True,Both birth dates are explicitly stated in the retrieved contexts.,939
Was Dudley Russell or Juan René Serrano born first?,vanilla,0,1-hop,2026-08-20,True,Both birth dates are explicitly stated in the retrieved contexts.,689
Are Bilthoven and Herveld both located in the same country?,vanilla,0,1-hop,2026-08-20,True,"Both Bilthoven and Herveld are stated to be in Dutch provinces, supporting they are both in the Netherlands.",939
Who is the spouse of the director of film The Glass Boat?,vanilla,0,2-hop,2026-08-20,True,The answer only uses information from the retrieved contexts and does not make unsupported claims.,950
What is the place of birth of the director of film A Woman'S Face (1938 Film)?,vanilla,0,2-hop,2026-08-20,True,The answer correctly states that the director is Gustaf Molander and that his place of birth is not provided in the retrieved contexts.,985
Are both directors of films The Princess Bride (Film) and I Never Sang For My Father from the same country?,vanilla,0,3+-hop,2026-08-20,False,"The answer makes claims about directors' nationalities that are not fully supported by the retrieved contexts, as Gilbert Cates's nationality is not explicitly stated.",1420
"Which film has the director who was born later, El Extraño Viaje or Love In Pawn?",vanilla,0,3+-hop,2026-08-20,True,The answer only names the directors and correctly states that their birth dates are not given in the retrieved contexts.,732
Who is Charlotte Of Schaumburg-Lippe's father?,vanilla,0,2-hop,2026-08-20,True,The claim that Charlotte's father is Prince Wilhelm Karl August of Schaumburg-Lippe is directly supported by context [2W-069-P07].,935
"Which film came out first, A Girl'S Folly or The Original Latin Kings Of Comedy?",vanilla,0,1-hop,2026-08-20,True,Both release years and films are mentioned in the provided contexts.,793
"Who was born later, Borys Karnicki or Admir Velagić?",vanilla,0,1-hop,2026-08-20,True,Both birth dates and the comparison are explicitly supported by the retrieved contexts.,535
Are Paula Arundell and Trent Grimsey both from the same country?,vanilla,0,1-hop,2026-08-20,True,Both individuals are explicitly identified as Australian in the retrieved contexts.,901
Where did Hal Steinbrenner's father die?,vanilla,0,2-hop,2026-08-20,True,The claim that George Steinbrenner died in his Tampa home is directly supported by [2W-073-P02].,1017
"Who is older, Oreste Scalzone or John Dugard?",vanilla,0,1-hop,2026-08-20,True,Both birth dates are present in the contexts and the comparison is accurate.,1000
"Which film has the director who was born first, The Millionaire'S Double or The Groundstar Conspiracy?",vanilla,0,3+-hop,2026-08-20,True,The answer correctly states that the required information is missing from the retrieved contexts.,1236
"Which film was released earlier, Navavadhu or The January Man?",vanilla,0,1-hop,2026-08-20,True,Both release years are explicitly stated in the contexts and support the comparative claim.,1312
"Where did Frederick, Hereditary Prince Of Baden-Durlach's father die?",vanilla,0,2-hop,2026-08-20,True,The answer derives the death location 'Karlsruhe' for Charles III William directly from the retrieved context [2W-077-P03].,850
"Which film has the director who is older, Heremias or S.P.Q.R.: 2,000 And A Half Years Ago?",vanilla,0,3+-hop,2026-08-20,True,The answer only restates what is in the contexts and correctly notes the lack of age information.,1369
"Were both Pietro Salini and Domenico Ravenna, born in the same place?",vanilla,0,1-hop,2026-08-20,True,The answer only uses information found in the contexts and doesn't add unsupported details.,718
"Which film has the director born earlier, Street Of No Return or Stage Door?",vanilla,0,3+-hop,2026-08-20,False,"No birth date for Samuel Fuller is in the contexts, so a comparison is not supported.",844
"Which film has the director who died first, Sons Of Bitches or Di Che Segno Sei??",vanilla,0,3+-hop,2026-08-20,True,"All claims made in the answer are directly supported by the retrieved contexts, which state the directors but do not provide death dates.",941
"Which magazine came out first, Sri Ramakrishna Vijayam or Tait'S Edinburgh Magazine?",vanilla,0,1-hop,2026-08-20,True,The answer accurately reflects the publication years provided in the contexts for both magazines.,1120
"Which film has the director who died earlier, Here Is The Beauty or Whirl Of Youth?",vanilla,0,3+-hop,2026-08-20,True,The answer only makes claims supported by the contexts and does not add extra details.,731
"Who is older, Artyom Novichonok or Lyubov Kiryukhina-Tsyoma?",vanilla,0,1-hop,2026-08-20,True,Both birthdates are explicitly stated in the retrieved contexts.,958
Who was born first out of Andrea Di Vito and Barbara Fairchild?,vanilla,0,1-hop,2026-08-20,True,Both birth dates and the comparison are directly supported by the retrieved contexts.,710
What is the place of birth of the director of film The New Kids?,vanilla,0,2-hop,2026-08-20,True,The answer correctly states there is no information about the director's place of birth in the retrieved contexts.,842
"What is the place of birth of Rudolf Christian, Count Of East Frisia's father?",vanilla,0,2-hop,2026-08-20,True,The answer correctly states that Enno III is Rudolf Christian’s father and that his place of birth is not available in the provided contexts.,1365
"Which film was released earlier, Samundi or Babilonia?",vanilla,0,1-hop,2026-08-20,False,"The answer incorrectly claims Samundi was released earlier, when the contexts state that Babilonia was released in 1987 and Samundi in 1992, meaning Babilonia was released earlier.",1082
Do director of film Trouble In The Glen and director of film Hennessy (Film) have the same nationality?,vanilla,0,3+-hop,2026-08-20,False,"The answer adds information not found in the contexts regarding the nationality of the directors; the contexts only specify the films are British, not the directors' nationalities.",747
"Who was born earlier, Denis Rogers or Zelma Wilson?",vanilla,0,1-hop,2026-08-20,True,Both birth dates and their sources are directly supported by the contexts.,763
"Which film has the director born first, Escape From The Dark or Bulundi?",vanilla,0,3+-hop,2026-08-20,True,All factual claims are directly supported by the retrieved contexts and do not introduce information not present in the contexts.,952
"Which film has the director who died later, The Heart Of Nora Flynn or A Vanished World?",vanilla,0,3+-hop,2026-08-20,True,The answer accurately states that director death dates are not provided in the retrieved contexts.,881
Are Trenton Aerodrome and Mackenzie Airport both located in the same country?,vanilla,0,1-hop,2026-08-20,True,Both aerodromes are stated in the contexts to be in different provinces of Canada.,523
"Which film has the director born first, Free Hand For A Tough Cop or Man'S Favorite Sport??",vanilla,0,3+-hop,2026-08-20,True,The answer only cites information present in the contexts and avoids unsupported claims about birth dates.,1318
What is the place of birth of Lupe Rumazo's father?,vanilla,0,2-hop,2026-08-20,True,"The answer is directly supported by the contexts, which state Alfonso Rumazo González is Lupe Rumazo’s father and was born in Latacunga.",1764
Are Mount Queen Mary and Curia Mountain located in the same country?,vanilla,0,1-hop,2026-08-20,True,"Both Mount Queen Mary's location in Yukon, Canada and Curia Mountain's location in Alberta, Canada are directly supported by the retrieved contexts.",665
"Which film was released earlier, Robotech: The Movie or Lakeeran?",vanilla,0,1-hop,2026-08-20,True,The answer correctly uses the provided contexts to compare release years and concludes Robotech: The Movie was released earlier.,634
"Who is younger, R. Nagarajan or Agneta Engström?",vanilla,0,1-hop,2026-08-20,True,Both birth dates are directly stated in the contexts.,656
"Which film has the director who died earlier, Up In The World or Gioventù Alla Sbarra?",vanilla,0,3+-hop,2026-08-20,True,The answer accurately reflects that the contexts do not provide the necessary death dates to answer the question.,998
Where did the composer of film Kilippattu (Film) die?,vanilla,0,2-hop,2026-08-20,True,All factual claims about the composer and his place of death are supported by the retrieved contexts.,1326
Where did the composer of film Before Sunset study?,vanilla,0,2-hop,2026-08-20,True,All claims in the answer are directly supported or limited by the provided contexts.,904
"Which film has the director who died later, Farewell, My Beautiful Lady or Night 'N' Gales?",vanilla,0,3+-hop,2026-08-20,True,The answer only uses information from the retrieved contexts and does not add unsupported claims.,883
Does Éric Ruf have the same nationality as Jean Léonard Marie Poiseuille?,vanilla,0,1-hop,2026-08-20,True,Both Éric Ruf and Jean Léonard Marie Poiseuille are identified as French in the retrieved contexts.,646
Where was the founder of university Vermont Studio Center born?,vanilla,0,2-hop,2026-08-20,True,The answer correctly states that the birthplaces of the Vermont Studio Center founders are not provided in the retrieved contexts.,628
Are Marib Airport and Lee County Airport (Virginia) both located in the same country?,vanilla,0,1-hop,2026-08-20,True,Both airport locations are explicitly stated in the contexts provided.,585
What is the place of birth of the performer of song Heaven (Namie Amuro Song)?,vanilla,0,2-hop,2026-08-20,True,"Both the identification of Namie Amuro as the performer and her birthplace being Naha, Okinawa, Japan are directly supported by the provided contexts.",1531
Where did Shivaji Ii's father die?,vanilla,0,2-hop,2026-08-20,True,"The contexts state that Rajaram I, Shivaji II’s father, died in Sinhagad.",819
Where did Paulding Farnham's wife die?,vanilla,0,2-hop,2026-08-20,True,All claims about the lack of information are supported by the retrieved contexts.,689
What is the place of birth of Oliver Penrose's father?,vanilla,0,2-hop,2026-08-20,True,The answer only references information present in the contexts and correctly states that Lionel Penrose’s place of birth is not provided.,987
"Who is younger, Adam Morawski or Matt Kilcullen?",vanilla,0,1-hop,2026-08-20,True,Both birthdates are present in the retrieved contexts and comparison is supported.,637
Which award the director of film Solstice (Film) received?,vanilla,0,2-hop,2026-08-20,True,All claims are strictly based on and supported by the retrieved contexts.,873
"Are director of film The Case Is Closed, Forget It and director of film Le Signorine Dello 04 from the same country?",vanilla,0,3+-hop,2026-08-20,False,"The answer claims the directors' nationalities are not stated, but context supports they directed Italian films, implying they are likely Italian; claiming nationality is not established is unsupporte",1050
Who is the father of the director of film Dino Ki Dulhaniya?,vanilla,0,2-hop,2026-08-20,True,All claims in the answer are directly supported by the retrieved context.,1428
Are both directors of films Dead Man Running and Night Alone from the same country?,vanilla,0,3+-hop,2026-08-20,True,The answer correctly uses only the provided contexts and states that the nationality of the directors is not given.,886
Do director of film Brain Damage (Film) and director of film The Hole In The Ground (Film) have the same nationality?,vanilla,0,3+-hop,2026-08-20,True,"The answer correctly notes only Lee Cronin’s nationality is given, and does not add unsupported claims.",752
"Which film has the director who was born later, L'Eclisse or A Matter Of Morals?",vanilla,0,3+-hop,2026-08-20,False,The answer asserts which director was born later without providing John Cromwell's birth date from the retrieved contexts.,1215
"Who was born later, Jay T. Harris or Amie Casey?",vanilla,0,1-hop,2026-08-20,True,Both birth dates are explicitly stated in the retrieved contexts.,648
Where was the director of film Chopsticks (Film) born?,vanilla,0,2-hop,2026-08-20,True,"The answer accurately states that the director's birthplace is not present in any of the retrieved contexts, and names only the director and relevant context.",1049
"Which film whose director was born first, Flesh And The Spur or Memories Of A Mexican?",vanilla,0,3+-hop,2026-08-20,True,The answer correctly states that the directors' birth dates are not present in the retrieved contexts and only refers to information given.,918
Who is the father of Alexios Iii Angelos?,vanilla,0,2-hop,2026-08-20,True,"All claims are consistent with the retrieved contexts, which do not specify the father of Alexios III Angelos.",1343
"Which magazine came out first, Family Herald or Books For Keeps?",vanilla,0,1-hop,2026-08-20,True,All claims about the launch dates of Family Herald and Books for Keeps are directly supported by the retrieved contexts.,775
"Which film has the director born earlier, Trail To Vengeance or Sally'S Irish Rogue?",vanilla,0,3+-hop,2026-08-20,True,All factual claims in the answer are directly supported by the retrieved contexts.,889
Where was the composer of film Billy Elliot born?,vanilla,0,2-hop,2026-08-20,True,The answer accurately states that Stephen Warbeck is the composer and that his birthplace is not mentioned in the provided context.,1024
"Which film has the director who is older than the other, Velli Vizha or A Year Ago In Winter? ",vanilla,0,3+-hop,2026-08-20,True,The answer only uses factual claims explicitly stated in the retrieved contexts and correctly states that director ages are not present.,896
"Which film came out earlier, Kalyana Mandapam or Lucrèce Borgia?",vanilla,0,1-hop,2026-08-20,False,"The context includes a 1935 Lucrèce Borgia film, which is earlier than the ones directly compared in the answer.",915
"Which film was released more recently, Bhanwarey or Harlem Nights?",vanilla,0,1-hop,2026-08-20,True,Both release dates are explicitly stated in the retrieved contexts.,1288
"Which film has the director who was born first, Valley Of The Redwoods or The Law Of Men?",vanilla,0,3+-hop,2026-08-20,True,"All claims are directly supported by the retrieved contexts, which do not contain birth date information for either director.",642
"Which film has the director who was born earlier, The Blackmailers or Re-Animator?",vanilla,0,3+-hop,2026-08-20,True,The answer accurately states what is and is not supported by the retrieved contexts without adding unsupported claims.,1288
Are Graduate University Of Advanced Technology and Fruita Schoolhouse located in the same country?,vanilla,0,1-hop,2026-08-20,True,Both location claims are explicitly supported by the retrieved contexts.,612
Who is Paolo Ii Vitelli's maternal grandfather?,vanilla,0,2-hop,2026-08-20,True,All claims about Paolo II Vitelli's maternal grandfather being Troilo I de' Rossi are directly supported by the retrieved contexts.,878
Do both films: Blockade (1938 Film) and Woman In The River have the directors from the same country?,vanilla,0,3+-hop,2026-08-20,True,"The answer only uses directors' names, which are supported by the contexts, and correctly notes that countries are not available from the provided contexts.",1356
"Which film has the director died later, Mexican Spitfire'S Elephant or Revenge (1918 Film)?",vanilla,0,3+-hop,2026-08-20,True,The answer only cites facts present in the context and states when information is missing.,993
What is the place of birth of the director of film Walerjan Wrobel'S Homesickness?,vanilla,0,2-hop,2026-08-20,True,Both claims about director and place of birth are directly supported by the retrieved contexts.,1664
Do both films September Affair and A Gathering Of Eagles have the directors that share the same nationality?,vanilla,0,3+-hop,2026-08-20,True,All claims in the answer are grounded in the contexts and the answer avoids unsupported nationality claims.,1243
"Which film has the director died earlier, Hôtel Du Nord or Down In 'Arkansaw'?",vanilla,0,3+-hop,2026-08-20,True,The answer only uses facts from the contexts and correctly identifies missing information.,1009
Who is Adolf Ernst Of Limburg Stirum's paternal grandfather?,vanilla,0,2-hop,2026-08-20,True,The context [2W-136-P09] directly states that Adolf Ernst is the son of Hermann Otto I of Limburg-Styrum.,831
When did Harald Sigtryggsson's father die?,vanilla,0,2-hop,2026-08-20,True,"All claims are directly supported by the retrieved contexts, including the identity of Harald Sigtryggsson's father and Sitric Cáech's year of death.",2156
Where did Richard Altham's father study?,vanilla,0,2-hop,2026-08-20,True,All claims about Harry Altham's education are directly supported by the retrieved contexts.,866
"Which film has the director who is older than the other, Zwemplaats Voor Jongelingen Te Amsterdam or Client 9: The Rise And Fall Of Eliot Spitzer? ",vanilla,0,3+-hop,2026-08-20,True,"Every claim in the answer is supported by the retrieved contexts, which lack age/birth data for M.H. Laddé and provide Gibney's birth year.",1554
Where was the editor of magazine Argentus born?,vanilla,0,2-hop,2026-08-20,True,"The contexts explicitly state Steven H Silver, editor of Argentus, was born in Hinsdale, Illinois.",1525
"Which song was released more recently, Go Ahead And Break My Heart or Knee Deep In My Heart?",vanilla,0,1-hop,2026-08-20,True,Both claims about release dates are supported by the retrieved contexts.,941
Where was the place of burial of the director of film Loose Ankles?,vanilla,0,2-hop,2026-08-20,True,The answer only uses information from the contexts and notes the place of burial is not provided.,1755
"Which film has the director who died later, The House Behind The Cedars or First Case, Second Case?",vanilla,0,3+-hop,2026-08-20,True,The answer correctly notes that the death dates of either director are not provided in the retrieved contexts.,1398
Where did the performer of song Girlfriend (Alicia Keys Song) study?,vanilla,0,2-hop,2026-08-20,True,The answer accurately states that the contexts do not provide information about where Alicia Keys studied.,1813
Does Devorah Rose have the same nationality as Jay Hambidge?,vanilla,0,1-hop,2026-08-20,True,Both Devorah Rose and Jay Hambidge are described as American in the retrieved contexts.,1079
Where did Princess Catherine Of Schleswig-Holstein-Sonderburg-Beck's father die?,vanilla,0,2-hop,2026-08-20,True,"The answer directly cites the context, which states that Peter August died in Reval.",1168
"Which film whose director is younger, The Jazz Cinderella or The Battle Of Jangsari?",vanilla,0,3+-hop,2026-08-20,True,The answer only refers to information supported by the contexts and does not add unsupported claims.,779
Who is the paternal grandmother of King Kang Of Zhou?,vanilla,0,2-hop,2026-08-20,True,"Both contexts [2W-148-P01] and [2W-148-P03] support the genealogical claim: King Kang is son of King Cheng, whose mother is Queen Yi Jiang.",989
"Who is Hans Albrecht, Hereditary Prince Of Schleswig-Holstein's maternal grandmother?",vanilla,0,2-hop,2026-08-20,True,"The answer correctly identifies Hans Albrecht’s maternal grandmother, fully supported by the retrieved contexts.",1146
Who is Al-Nu'Man Vi Ibn Al-Mundhir's paternal grandfather?,vanilla,0,2-hop,2026-08-20,True,"The answer correctly matches relationships in the contexts: Al-Nuʿmān VI is the son of al-Mundhir III ibn al-Harith (P00), who is the son of al-Harith ibn Jabalah (P04), making al-Harith ibn Jabalah t",1429
Where was the place of burial of Mariamne I's husband?,vanilla,0,2-hop,2026-08-20,True,The answer only summarizes what is and is not present in the retrieved contexts without any unsupported additions.,892
Who is the child of the director of film Kathputli (1971 Film)?,vanilla,0,2-hop,2026-08-20,True,"Every claim in the answer is directly supported by the retrieved context, which does not provide information about the child of Brij.",1528
Which country the director of film Batman: The Dark Knight Returns (Film) is from?,vanilla,0,2-hop,2026-08-20,True,The answer correctly states that the director is Jay Oliva and that the country of origin is not specified in the retrieved contexts.,2421
What nationality is Margaret Of Hereford's mother?,vanilla,0,2-hop,2026-08-20,True,All claims about Sibyl de Neufmarché's status as a Cambro-Norman noblewoman/heiress are directly supported by the retrieved contexts.,1146
"Which film came out first, Festival In Cannes or Petria'S Wreath?",vanilla,0,1-hop,2026-08-20,True,Both film release years are supported by the provided contexts.,629
Do director of film D'Annunzio (Film) and director of film Così Parlò Bellavista have the same nationality?,vanilla,0,3+-hop,2026-08-20,False,"The answer infers directors' nationalities based on the films being Italian, but the contexts do not explicitly state the nationalities of the directors.",792
"Which film has the director who died first, Big Happiness or Border Romance?",vanilla,0,3+-hop,2026-08-20,True,"The answer correctly states the directors and acknowledges that death dates are not provided in the contexts, so the question cannot be determined.",1188
"Where did George Tryon, 1St Baron Tryon's father die?",vanilla,0,2-hop,2026-08-20,True,"The context confirms Vice-Admiral Sir George Tryon died when his ship collided during manoeuvres off Tripoli, Lebanon.",1006
Who is the paternal grandmother of Bianca Maria Sforza?,vanilla,0,2-hop,2026-08-20,True,The answer that Bianca Maria Sforza's paternal grandmother is Bianca Maria Visconti is directly supported by the retrieved contexts.,986
"Which film whose director was born first, Meri Jung or La Fille Du Torrent?",vanilla,0,3+-hop,2026-08-20,True,The answer only makes claims directly supported by the retrieved contexts and correctly notes the missing information.,854
Where was the place of burial of Sultan Cem's father?,vanilla,0,2-hop,2026-08-20,True,"The answer correctly states, based only on the retrieved contexts, that the place of burial of Sultan Cem's father is not provided.",738
"Which film was released first, Sarah Prefers To Run or Tears Of April?",vanilla,0,1-hop,2026-08-20,True,Both films' release years are present in the retrieved contexts and the comparison is directly supported.,671
"Which film has the director born later, Kaalapani or Strictly Modern?",vanilla,0,3+-hop,2026-08-20,True,"All factual claims are supported: Priyadarshan's birthdate is given, Seiter's is not, so the answer correctly states indeterminate.",2137
"Which film has the director who died first, The Admiral Was A Lady or The Whales Of August?",vanilla,0,3+-hop,2026-08-20,True,The answer correctly states that the contexts do not provide the directors' death dates and thus the question cannot be answered conclusively from retrieved information.,1042
"Which film whose director was born first, El Lazarillo De Tormes or Balyasakhi?",vanilla,0,3+-hop,2026-08-20,True,"The answer correctly states that Antony Mitradas's birth date is not in the retrieved contexts, so the question cannot be answered from the supplied information.",850
Are Ding Yaping and Johann Christian Gustav Lucae of the same nationality?,vanilla,0,1-hop,2026-08-20,False,"The answer adds details; the contexts specify Ding Yaping is Chinese and German and Lucae is German, but the claim 'not the same nationality' is partially unsupported as both are described as German.",1108
"Are both Chak 26/11-L, Chichawatni and Chah-E Ali Kapari located in the same country?",vanilla,0,1-hop,2026-08-20,True,Both locations are stated in the contexts as being in different countries: Pakistan and Iran.,748
"Who was born first, Enzo Corigliano or Song Dong-Hwan?",vanilla,0,1-hop,2026-08-20,True,Both birth dates are explicitly supported by the retrieved contexts.,851
What is the date of death of the director of film Honest Raj?,vanilla,0,2-hop,2026-08-20,True,The answer correctly notes that the director's date of death is not provided in the retrieved contexts.,1539
Who is the spouse of the director of film You Talkin' To Me? (Film)?,vanilla,0,2-hop,2026-08-20,True,The answer only uses information from the contexts and correctly notes that spouse details are not provided.,686
Where was the wife of Ned Manning born?,vanilla,0,2-hop,2026-08-20,True,The answer only uses information present in the retrieved contexts and does not make unsupported claims.,807
What is the place of birth of the director of film The United States Of America (Film)?,vanilla,0,2-hop,2026-08-20,True,"The context explicitly states that James Benning, the director, is from Milwaukee, Wisconsin.",782
Who is Humphrey Of Montfort's paternal grandmother?,vanilla,0,2-hop,2026-08-20,True,The answer only uses information from the contexts and correctly states the paternal grandmother is not identified.,1167
"Are both villages, Rogozikha and Turbaza ""Katun"", located in the same country?",vanilla,0,1-hop,2026-08-20,True,Both contexts explicitly state the locations of Rogozikha and Turbaza Katun are in Russia.,563
What nationality is the composer of film Dhilluku Dhuddu 2?,vanilla,0,2-hop,2026-08-20,True,The answer only discusses information present in the context and accurately notes the lack of information on the composer's nationality.,1577
What is the place of birth of the director of film K-9: P.I.?,vanilla,0,2-hop,2026-08-20,True,The answer correctly states that the director is Richard J. Lewis and that his place of birth is not provided in the retrieved contexts.,910
"Which film has the director who died earlier, The Right Person or The Curtain Falls?",vanilla,0,3+-hop,2026-08-20,True,"The answer correctly states that the context provides director names but not any death dates, making the answer faithful to the retrieved contexts.",741
Who is the mother-in-law of Princess Clotilde Of Saxe-Coburg And Gotha?,vanilla,0,2-hop,2026-08-20,True,The answer correctly indicates that the mother-in-law's identity is not provided in the retrieved contexts and summarizes only verifiable information.,881
"Which film has the director who died later, Elle Boit Pas, Elle Fume Pas, Elle Drague Pas, Mais... Elle Cause ! or The Very Eye Of Night?",vanilla,0,3+-hop,2026-08-20,True,The answer only makes claims directly supported by the retrieved contexts and does not add unsupported information.,1022
Did Neil Hopkins and Lenore E. Walker share the same nationality?,vanilla,0,1-hop,2026-08-20,True,Both are described as American in the retrieved contexts.,690
"Which film has the director born earlier, Meera (1945 Film) or Old Mother Riley'S Ghosts?",vanilla,0,3+-hop,2026-08-20,True,"All claims are supported: the context only mentions Old Mother Riley's Ghosts and its director, without giving birth dates or any detail about Meera (1945 Film), so the answer correctly concludes that",743
"Which film has the director who died later, Suyetchai Mla or Brilliant Lies?",vanilla,0,3+-hop,2026-08-20,True,The answer only makes claims supported by the contexts and does not speculate beyond the given information.,874
"Which film came out earlier, Locked In (Film) or Angel'S Rage?",vanilla,0,1-hop,2026-08-20,True,Both film release years are explicitly stated in the retrieved contexts.,589
"Which film was released first, Sankaranum Mohananum or Cold Blade?",vanilla,0,1-hop,2026-08-20,True,Both release years are explicitly stated in the contexts for each film.,1301
"Which film has the director who was born earlier, Ruler Of The Road or Carson City Cyclone?",vanilla,0,3+-hop,2026-08-20,True,The answer only makes claims directly supported by the retrieved contexts and correctly notes the lack of director birth date information.,966
"Which film whose director was born first, The Liberace Of Baghdad or Wild Heather?",vanilla,0,3+-hop,2026-08-20,True,The answer only makes claims about directors and explicitly notes the lack of birth date information in the retrieved contexts.,878
"Which film whose director was born first, The Adjuster or Hajen Som Visste För Mycket?",vanilla,0,3+-hop,2026-08-20,True,"All claims are supported by the retrieved contexts, which do not provide any directors' birth dates.",1103
Do director of film La Neve Nel Bicchiere and director of film Lucia'S Grace have the same nationality?,vanilla,0,3+-hop,2026-08-20,True,"The answer correctly states that Gianni Zanasi is Italian and that the context does not provide Florestano Vancini's nationality, making it faithful to the retrieved contexts.",748
"Which album was released earlier, Years Past Matter or Digital Smoke?",vanilla,0,1-hop,2026-08-20,True,Both release dates are explicitly stated in the retrieved contexts.,687
"Which film has the director died first, The Girl In The Red Velvet Swing or Ghosts Of Port Arthur?",vanilla,0,3+-hop,2026-08-20,True,The answer only summarizes information present in the contexts and correctly states that the directors' death dates are not provided.,851
Who is Empress Xu (Ming Dynasty)'s father-in-law?,vanilla,0,2-hop,2026-08-20,True,"The answer connects Empress Xu to the Yongle Emperor and identifies Yongle as the son of the Hongwu Emperor, all supported by the contexts.",1763
Do both directors of films Bullet For Stefano and Annabella'S Adventure share the same nationality?,vanilla,0,3+-hop,2026-08-20,False,The contexts confirm both films are Italian but do not state the nationality of either director nor explicitly confirm they share the same nationality.,785
Where did Johan Ludvig Heiberg (Poet)'s father die?,vanilla,0,2-hop,2026-08-20,False,The answer adds interpretation and notes implications not literally present; the context states he lived in Paris until his death but does not explicitly say he died in Paris.,1704
Where was the place of burial of the director of film High Lane (Film)?,vanilla,0,2-hop,2026-08-20,True,The answer only cites what is present in the contexts and does not add unsupported detail.,1228
Do both films Homecoming (1984 Film) and Hello Cheyenne have the directors that share the same nationality?,vanilla,0,3+-hop,2026-08-20,True,The answer correctly infers Yim Ho's Hong Kong nationality and notes that Eugene Forde's nationality is not explicitly given in the contexts.,1131
"Who is Beatrice Of Burgundy, Lady Of Bourbon's mother-in-law?",vanilla,0,2-hop,2026-08-20,True,"The answer correctly states that Robert, Count of Clermont’s mother is not identified in the retrieved contexts.",928
Where was the director of film Katka'S Reinette Apples born?,vanilla,0,2-hop,2026-08-20,True,The answer only restates information from the retrieved contexts and does not add unsupported claims.,892
"Which film whose director is younger, Told In The Hills or Goodnight, Sweet Marilyn?",vanilla,0,3+-hop,2026-08-20,True,"The answer only uses information present in the contexts and notes the directors' names, without making unsupported claims about their ages.",881
"Which film has the director who was born first, Legend Of The Mountain or Three Men To Kill?",vanilla,0,3+-hop,2026-08-20,True,The answer correctly summarizes that the birth dates of the directors are not present in the contexts and does not make unsupported claims.,941
"Who lived longer, Jean-Baptiste-Denis Despré or Lucien Bonaparte Webster?",vanilla,1,1-hop,2026-08-20,True,Both individuals' birth and death dates are provided in the retrieved contexts and support the comparison in the answer.,1072
"Who died later, Pieter Corneliszoon Hooft or Rudi Carrell?",vanilla,1,1-hop,2026-08-20,True,Both death dates are explicitly present in the retrieved contexts and the conclusion is supported by these dates.,1257
"Which film came out first, Defendor or Njanum Ente Familiyum?",vanilla,1,1-hop,2026-08-20,True,All dates and claims about release years are directly supported by the retrieved contexts.,1111
