query,query_type,pipeline,embedder,reranker,repeat,latency_ms,prompt_tokens,completion_tokens,total_tokens,cited_ids,source_ids,n_sources,iter_count,verdict,intent,routed_to,route_reason,answer,judge_gpt5_faithful,judge_gpt5_reason,judge_gpt41_faithful,judge_gpt41_reason,judge_gemini_faithful,judge_gemini_reason,judge_unanimous
Will the GNSS receiver maintain operation and preserve sensor state and pointing through a 50 ms Category Z power interruption using essential-bus hold-up energy?,2-hop,agentic-graph,local,none,2,39216,5187,720,5907,EPS-009;GPS-024;GPS-013;GPS-019;GPS-031;GPS-029,GPS-024;GPS-013;GPS-019;GPS-031;GPS-029;EPS-009;EPS-014;EPS-012;EPS-005;EPS-013,10,3,continue,semantic,,,"The retrieved requirements only partially address this.

- The EPS limits essential-bus interruption to a maximum break time of 50 ms during make-before-break source transitions [EPS-009].
- The GNSS requirements provided cover cold boot, update rates, reacquisition after a 60 s outage, validity flags, and external aiding [GPS-024] [GPS-013] [GPS-019] [GPS-031] [GPS-029].

However, there is no retrieved GNSS requirement stating that the receiver shall:
- ride through a 50 ms power interruption,
- preserve internal sensor state across a brief power loss,
- preserve antenna/sensor pointing, or
- use essential-bus hold-up energy specifically.

So, based on the provided requirements, I cannot confirm that the GNSS receiver will maintain operation and preserve sensor state and pointing through a 50 ms Category Z power interruption. The only supported statement is that the power system aims to keep essential-bus breaks to ≤ 50 ms [EPS-009].",False,"The answer adds unsupported details such as 'Category Z', preserving pointing, and specifically using essential-bus hold-up energy, which are not stated in the retrieved contexts.",True,"All claims are supported and accurately reflect the absence of GNSS requirements for hold-up through a 50 ms interruption, while referencing the essential-bus break time limit in the EPS requirements.",,skipped,False
"In battery-only flight, what SoC data path and update rate support critical-battery RTB, and how does the power subsystem’s SoC monitoring relate to mode-entry constraints?",2-hop,agentic,local,none,1,20425,2863,668,3531,EPS-020;AUTO-022;EPS-011;EPS-007;EPS-012,EPS-011;EPS-007;EPS-020;EPS-022;EPS-012;FCC-011;FCC-040;FCC-007;FCC-010;FCC-009,10,0,sufficient,semantic,,,"The retrieved context does not define the **SoC data path** used to trigger critical-battery RTB. It only states that the EPS publishes `EPS_STATUS_MSG` at **5 Hz** on the primary avionics bus, and that message contains power-mode/state fields (`mode`, `shed_level`, ties, `fault_word`) but **does not include battery SoC** [EPS-020].

What the requirements do say is:

- EPS enters **BATT_ONLY** if APU start fails within **30 s** of command or the APU self-shuts down, and then it shall issue **RTB** to AUTO per `AUTO.AUTO-022` [EPS-011].
- During **BATT_ONLY**, EPS monitors battery SoC and advances load shedding at **< 40 %**, **< 20 %**, and **< 10 %**, each with a **5 s dwell** to avoid oscillation [EPS-007].
- EPS also uses SoC as a mode/configuration constraint for bus isolation: it shall open the **DC-TIE within 50 ms** whenever any generator faults and **battery SoC < 60 %**, isolating the secondary bus to preserve battery for essential loads [EPS-012].

So, regarding the relationship:

- **Critical-battery RTB mode entry** in the provided context is tied to the **entry into BATT_ONLY** after APU-start failure/self-shutdown, not to a specified SoC threshold [EPS-011].
- **SoC monitoring** then governs **load-shed progression** during BATT_ONLY [EPS-007] and **DC-TIE isolation** under generator-fault / low-SoC conditions [EPS-012].
- No retrieved requirement specifies a **SoC telemetry source, message field, consumer, or update rate** for RTB decision logic beyond the EPS’s own monitoring behavior, so that part cannot be answered from this context.",True,All factual claims are supported by the retrieved contexts or explicitly note missing information from them.,True,The answer only uses factual details present in the retrieved contexts and clearly states when information is not provided in those contexts.,,skipped,True
How does the secure data-link implementation satisfy the automation-level requirement while propagating referenced constraints through automation behavior to the radar subsystem?,3+-hop,graphrag,local,none,0,11770,1582,581,2163,CDL-016;CDL-001;DLNK-001;RADAR-001;SEC-001;INS-001;RADAR-017;AUTO-029;AUTO-020;AUTO-040;CDL-002;COMM-002;DLNK-002;EOIR-015;EOIR-018,CDL-016;CDL-001;DLNK-001;RADAR-001;SEC-001;INS-001;RADAR-017;AUTO-029;AUTO-020;AUTO-040;CDL-002;COMM-002;DLNK-002;EOIR-015;EOIR-018,15,0,,,,,"From the retrieved requirements, only part of that chain is explicit.

- The “secure data-link implementation” assurance basis is stated for the primary CDL and tactical datalink:
  - CDL software: DO-178C DAL-B; RF hardware: DO-254 Level B; cyber-security per DO-326A/DO-356A at DAL-B [CDL-001].
  - DLNK software: DO-178C DAL-B; cyber-security per DO-326A/DO-356A [DLNK-001].
  - Platform cyber/secure-boot policy is applied at DAL-B security-partition level on all platforms [SEC-001].

- The CDL function itself includes adaptive return-link rate reduction when SNR is below threshold for > 3 s, stepping down by factor 2 and recovering when SNR recovers [CDL-016]. CDL scope is command uplink and telemetry/video downlink between GCS and aircraft [CDL-002].

- The automation behavior that is explicitly linked into radar is the DAA path:
  - Autopilot shall engage DAA RESOLUTION mode within 200 ms on receipt of a validated DAA resolution advisory from RADAR-025, and execute the commanded manoeuvre until conflict resolution [AUTO-020].
  - Radar Altimeter shall support DAA resolution advisory integration via coupling with the EOIR/DAA computer, providing AGL validation for terrain-avoidance resolution manoeuvres per AUTO-020 [RADAR-017].
  - EOIR provides the forward-hemisphere video feed for DAA on Nimbus-C3 to support RADAR-017, at 30 Hz minimum and < 100 ms glass-to-glass latency [EOIR-015].

So the requirement propagation visible in the retrieved set is:

1. Secure implementation/assurance is imposed on the data-link subsystems [CDL-001] [DLNK-001] [SEC-001].  
2. Automation behavior is defined separately: the Autopilot must react to a validated radar-originated DAA advisory within 200 ms [AUTO-020].  
3. That automation requirement is flowed into radar through RADAR-017, which requires radar-altimeter support to provide AGL validation for those AUTO-020 manoeuvres [RADAR-017].  
4. EOIR further supports that radar/DAA integration with specific video timing constraints [EOIR-015].

What is not explicit in the retrieved context is any requirement directly tying the secure data link to satisfaction of AUTO-020 or to propagation into the radar subsystem. I do not see a retrieved requirement saying the CDL/DLNK carries DAA advisories, gates automation authority, or imposes latency/integrity constraints on the AUTO-020/RADAR-017 chain. Therefore, I cannot claim that linkage from the provided requirements alone.",False,"The answer adds unsupported details, including that AUTO-020 is radar-originated from RADAR-025 and that EOIR-015 supports RADAR-017 on Nimbus-C3.",True,"All factual claims are directly supported by the retrieved requirement contexts, and the answer accurately notes the absence of an explicit secure data-link-to-automation/radar requirement.",,skipped,False
"How does the flight control computer’s referenced requirement propagate through flight data recording and navigation logic to the underlying GPS requirement, and what end-to-end behavior is mandated?",3+-hop,agentic-graph,local,none,2,38090,11009,1459,12468,FCC-038;FDR-004;FDR-016;NAV-029;NAV-027;FDR-070,FCC-038;FCC-001;FCC-C5;FCC-010;STR7-FCC-004;AUTO-025;AUTO-028;ENG-021;FCC-021;FCC-025;FCC-026;FCC-028;FCC-029;ALX2-FCC-004;FDR-016;ADS-020;AUTO-031;BIT-036;CDL-029;EMS-031;ENG-020;FDR-004;FDR-070;FMS-021;FUEL-010;INS-020;NAV-029;PWR-026,28,3,continue,semantic,,,"The propagation visible in the retrieved set is:

1. **FCC command/interface requirement**
   - The FCC commands primary flight-control surfaces per the **Flight_Control_Limits** table [FCC-038].

2. **Flight data recording linkage**
   - The FDR must record mandatory parameters listed in **FDR_Mandatory_Params** at each parameter’s native rate [FDR-004][FDR-016].
   - That table includes:
     - **Control surface positions** at **10 Hz**, sourced from **FCC-038** [FDR-016][FCC-038].
     - **Position (lat, lon, alt)** at **5 Hz** and **Velocity (NED)** at **5 Hz**, sourced from **NAV-029** [FDR-016][NAV-029].
   - FDR timestamps must be **synchronised to UTC via NAV-027** [FDR-004].

3. **Navigation publication**
   - The NAV Fusion function must publish **NAV_STATE_MSG at 50 Hz** on the primary avionics bus [NAV-029].

4. **Underlying GPS requirement**
   - The retrieved context references **NAV-027** for UTC time sync in the FDR requirement [FDR-004], but the actual text of **NAV-027** is not provided.
   - Therefore, I cannot trace further to the specific “underlying GPS requirement” from the supplied context alone.

### Mandated end-to-end behavior from the retrieved requirements
- FCC-generated control-surface behavior governed by **FCC-038** must be captured by the FDR as **control surface positions at 10 Hz** [FCC-038][FDR-016][FDR-004].
- Navigation outputs used for recording must be available as **NAV_STATE_MSG at 50 Hz**, while the FDR records the mandatory navigation subset—**position** and **velocity**—at **5 Hz** [NAV-029][FDR-016][FDR-004].
- All recorded data must carry **valid UTC-synchronised timestamps via NAV-027** [FDR-004].
- Verification requires a **60 min HIL mission** showing every mandatory parameter is present **at or above its specified rate** with **valid timestamps** [FDR-070].

So, from the retrieved set, the end-to-end chain is:
**FCC-controlled surface activity / NAV-published state → FDR mandatory recording at defined native rates → UTC-aligned timestamps → HIL verification of coverage and timing** [FCC-038][NAV-029][FDR-016][FDR-004][FDR-070].

If you want the final step to the exact GPS requirement, I need the text for **NAV-027** (and any lower-level GPS requirement it derives from).",False,The answer adds an unsupported claim about an 'underlying GPS requirement' and a full end-to-end chain beyond what the retrieved contexts explicitly provide.,True,"All claims are either literal or light inferences from the retrieved requirements; the answer transparently explains the support level for the underlying GPS link, which is not present in the contexts",,skipped,False
What INS 1-sigma attitude accuracy values define the navigation fusion residual threshold for dual-INS arbitration in GPS-aided cruise and turning?,1-hop,adaptive,local,none,0,25521,3710,473,4183,INS-021;NAV-013;NAV-032,NAV-013;NAV-032;NAV-015;NAV-C5;NAV-008,5,3,continue,semantic,agentic,"default: agentic ReAct exploration (no specific signal; ids=0, mods=2, trace_kw=False, chain_ind=False, numeric=True)","The retrieved NAV requirement defines the arbitration threshold only indirectly:

- NAV Fusion uses a cross-check residual threshold of **2× the published INS 1-sigma** per **##INS.INS-021** [NAV-013].

However, the retrieved context does **not** include **INS.INS-021**, so the actual **INS 1-sigma attitude accuracy values** for **GPS-aided cruise** and **turning** are **not available here**.

What can be stated from the provided requirements:
- Dual-INS arbitration compares the two INS LRUs using a residual threshold of **2× the published INS 1-sigma** [NAV-013].
- For primary INS validity, the arbitration table also uses **attitude residual < 2 sigma** [NAV-032].

So: **the governing values come from INS.INS-021, but those numeric 1-sigma attitude accuracies are not present in the retrieved requirements** [NAV-013][NAV-032].",True,The answer only states what the contexts say and correctly notes the numeric INS 1-sigma values are not present in the retrieved excerpts.,True,"All claims are supported; the answer correctly states that the required INS 1-sigma values are not present, and references to residual thresholds match the retrieved requirements.",,skipped,True
"Given the SAR’s EMC coexistence with the CDL, which GNSS bands and constellations must remain trackable on Stratos-7, AeroLynx-X2, and Nimbus-C3?",2-hop,adaptive,local,none,1,27138,5776,886,6662,GPS-009;COMM-029;RADAR-024,SAR-001;SAR-008;CDL-022;EMS-023;SAR-006;EMS-013;STR7-CDL-001;CDL-022;COMM-029;RADAR-024;GPS-009;CDL-022;CDL-001;PLD-001;COMM-029,15,3,continue,semantic,agentic,"default: agentic ReAct exploration (no specific signal; ids=0, mods=2, trace_kw=False, chain_ind=False, numeric=False)","The retrieved requirements do not provide a SAR-specific EMC coexistence requirement with the CDL. I can only ground the GNSS tracking obligation from the GNSS requirement itself, plus note related EMC test context.

Required GNSS tracking is:

- On all platforms, including Stratos-7, AeroLynx-X2, and Nimbus-C3, the GNSS receiver shall track **GPS L1 C/A (1575.42 MHz)** as the minimum constellation [GPS-009].
- On **Stratos-7, AeroLynx-X2, and Nimbus-C3**, the GNSS receiver shall additionally track:
  - **GPS L5 (1176.45 MHz)** [GPS-009]
  - **Galileo E1** [GPS-009]
  - **Galileo E5a** [GPS-009]

Related EMC context:
- A communications EMC coexistence test requires no spurious emission into protected **GPS**, radar-altimeter, and **CDL** bands beyond allowable limits with all transceivers active [COMM-029].
- A radar EMC coexistence test exists for radar-altimeter coexistence with **CDL and GPS transmitters active**, requiring no degradation of RA track or PVT output, but this is for RADAR, not SAR [RADAR-024].

So, for Stratos-7, AeroLynx-X2, and Nimbus-C3, the GNSS bands/constellations that must remain trackable are **GPS L1 C/A, GPS L5, Galileo E1, and Galileo E5a** [GPS-009]. The provided context does **not** explicitly state a SAR-to-CDL EMC requirement that allocates these as protected during SAR operation.",False,The answer adds unsupported claims about a missing SAR-specific SAR-to-CDL EMC requirement and misstates GPS L1 C/A as a constellation rather than a signal/band.,True,All GNSS bands and constellations listed in the answer are explicitly supported by GPS-009 and relevant EMC testing context is correctly cited without unsupported claims.,,skipped,False
What test demonstrates the receiver meets integrity alert timing for unresolved protection-level exceedances under simulated satellite-fault conditions?,1-hop,agentic,local,none,2,22149,3823,564,4387,GPS-034;GPS-032;GPS-017,GPS-017;GPS-034;GPS-014;GPS-031;GPS-032,5,2,sufficient,semantic,,,"The demonstrating test is the **RAIM/FDE performance test on an RF simulator with satellite-fault injection** in [GPS-034].

Specifically, [GPS-034] requires:
- **satellite-fault injection on an RF simulator**
- **pseudorange step errors of 50 m, 100 m, and 500 m**
- verification that the receiver **raises the integrity alert within the applicable time-to-alert** from [GPS-032] [GPS-034][GPS-032]

This test verifies the integrity-alert behavior tied to unresolved protection-level exceedances in [GPS-017], which requires alerting within:
- **6 s** enroute
- **4 s** terminal
- **2 s** approach [GPS-017]

So the answer is: **the RF-simulator satellite-fault-injection test defined in [GPS-034]**.",True,"All claims are supported by GPS-034, GPS-017, and GPS-032.",True,"All claims about the specific test, alert timing requirements, and their traceability to the referenced requirements are directly supported in the retrieved contexts.",,skipped,True
"Which control law requirement, ultimately linked from the fuel system requirement through the payload design trace, is referenced by the same control document and then traced onward to the flight control computer?",3+-hop,adaptive,local,none,1,8485,1442,272,1714,FUEL-001;FCC-001;AUTO-004;FUEL-003;PLD-001;ENG-003;AUTO-001;FCC-C5;EOIR-002;FCC-007;FCC-005;GCS-022;PLD-013,FUEL-001;FCC-001;AUTO-004;FUEL-003;PLD-001;ENG-003;AUTO-001;FCC-C5;EOIR-002;FCC-007;FCC-005;GCS-022;PLD-013,13,0,,,graphrag,R4: traceability_kw + no_explicit_id → structural retrieval,"The retrieved context is insufficient to identify that chain.

What I can confirm from the provided requirements:

- The fuel document references common governing standards, but no trace from a fuel requirement into payload design is shown in the retrieved set [FUEL-001] [FUEL-003].
- The payload content shown includes PMC purpose and EO video encoding, but no trace from payload design to a control law requirement is present [PLD-001] [PLD-013].
- The only explicit control-law-related item in the retrieved context is the FCC requirement rejecting commands originating from the autopilot or guidance laws, which references the autopilot control document at a document level: `##AUTO.AUTO-001` [FCC-007] [AUTO-001].
- That same onward trace to the FCC is therefore only visible for [AUTO-001] via [FCC-007].

So, based on the retrieved context, the only identifiable control document reference traced onward to the FCC is [AUTO-001] through [FCC-007], but I cannot verify the earlier part of your chain — “ultimately linked from the fuel system requirement through the payload design trace” — because those intermediate trace links are not present in the provided requirements [FUEL-001] [FUEL-003] [PLD-001] [PLD-013].",False,"The answer adds unsupported claims about missing trace links and identifies AUTO-001 as the only control document reference, which is not established by the retrieved contexts alone.",True,All claims in the answer are cautious and only describe what can and cannot be confirmed from the retrieved contexts.,,skipped,False
Which autonomous tracking requirement ultimately depends on the EO/IR target characterization specification through the radar detection and handoff chain?,3+-hop,vanilla,local,none,0,5421,571,174,745,EOIR-005;EOIR-001;STR7-FCC-004;EOIR-013;SAR-004,EOIR-005;EOIR-001;STR7-FCC-004;EOIR-013;SAR-004,5,0,,,,,"From the retrieved context, the autonomous tracking requirement is **[EOIR-005]**:

- In **TRACK mode**, the EOIR shall autonomously hold a designated target within the image frame via image-based tracker, maintaining track for targets moving at up to **100 kt relative ground speed** [EOIR-005].

However, the retrieved requirements do **not** contain:
- an **EO/IR target characterization specification**,
- any **radar detection and handoff chain** requirement,
- or an explicit dependency linking SAR/radar detection to EOIR TRACK mode.

So the best-supported answer is: the likely end-point autonomous tracking requirement is **EOIR TRACK mode** [EOIR-005], but the provided context does **not** establish the “ultimately depends on … through the radar detection and handoff chain” relationship.",False,"It adds a speculative claim that EOIR-005 is the likely end-point, which is not established by the provided contexts.",True,All claims are exactly supported or explicitly negated by the retrieved contexts; the answer accurately reflects the presence and absence of information.,,skipped,False
"How is command traffic from the ground station routed to the flight control computer, and what validation must occur before use?",1-hop,vanilla,local,none,0,10150,629,556,1185,GCS-011;CDL-012;FCC-040;ENG-022;GCS-009,GCS-011;CDL-012;FCC-040;ENG-022;GCS-009,5,0,,,,,"Ground-originated command traffic is routed from the GCS over the CDL to onboard recipients, including the FCC, subject to role-based authorization at the GCS and command validation at the FCC.

- The GCS is the dispatch point for flight-control commands, and only an authenticated PIC is permitted to send FCC/AUTO/EMS flight-control commands under RBAC [GCS-009].
- The CDL provides the air-ground data link used for command traffic; for routed control traffic it uses AES-256 GCM on both forward and return links, with key rotation every 24 h of flight time or every 10 GB of traffic, whichever comes first [CDL-012].
- A concrete example of GCS-to-aircraft routing is flight-plan upload traffic: the GCS computes commanded flight-plan uploads and routes them to the aircraft FMS via the CDL uplink, with PIC confirmation required for any plan change longer than one waypoint [GCS-011].  
  The retrieved requirements do not explicitly state an FCC-specific routing path beyond GCS command dispatch [GCS-009] and FCC receipt/validation of GCS-originated commands [FCC-040].

Before the FCC can use a GCS-originated command, it must validate that command against the `Command_Validation` table and reject any non-conforming command, returning an error code per `##CDL.CDL-035` [FCC-040]. Required validation is:

- `cmd_altitude`: `0 to 55000 ft`, rate limit `1000 ft/s`, `monotonic seq #` [FCC-040]
- `cmd_heading`: `0 to 3599 (0.1 deg)`, rate limit `30 deg/s`, `monotonic seq #` [FCC-040]
- `cmd_airspeed`: `40 to 350 kt`, rate limit `10 kt/s`, `monotonic seq #` [FCC-040]
- `cmd_mode`: `enum {0..9}`, sequence/auth check `auth token valid` [FCC-040]

Related interaction:
- Even after FCC acceptance of relevant commands, for autothrottle operation the FCC must coordinate with the Autopilot, and Autopilot-commanded thrust supersedes GCS-operator throttle when autothrottle is engaged [ENG-022].

So, in short: command traffic originates at the GCS under PIC RBAC control [GCS-009], traverses the CDL protected by AES-256 GCM [CDL-012], and any GCS-originated command presented to the FCC must pass strict field/rate/sequence or auth-token validation before use; otherwise the FCC rejects it and returns an error code [FCC-040].",False,The answer adds unsupported routing details for FCC command traffic and extra ENG-022 interaction not stated for the asked path.,True,"All claims regarding routing, RBAC enforcement, CDL encryption, FCC validation, and Autopilot coordination are directly supported by the retrieved contexts.",,skipped,False
"Which flight-control requirement ultimately drives the GPS timing/power dependency through the referenced power allocation chain, and how does that dependency propagate across the involved subsystems?",3+-hop,agentic,local,none,0,33903,6481,1223,7704,FCC-034;GPS-031;GPS-001;GPS-003;EPS-021;EPS-022;EPS-017,GPS-031;GPS-C4;GPS-001;GPS-003;GPS-029;EPS-021;EPS-022;EPS-001;EPS-003;EPS-017;FCC-034;FCC-038;FCC-037;FCC-040;FCC-055,15,3,continue,semantic,,,"From the provided context, the flight-control requirement that creates the explicit GPS timing dependency is **[FCC-034]**:

- **FCC time reference:** “The FCC shall provide a time-reference service aligned to UTC with accuracy ≤ 1 ms when GPS time is valid … and with free-wheel drift ≤ 100 ppm when GPS time is unavailable” [FCC-034].

That dependency propagates as follows, based only on the retrieved requirements:

1. **GPS provides time validity status**  
   The GNSS receiver reports PVT validity, including:
   - **TIME_VALID** = UTC time sync ≤ 50 ns [GPS-031].  
   So the FCC’s “when GPS time is valid” condition in [FCC-034] depends on GNSS-reported time validity from the GPS subsystem [GPS-031].

2. **GPS receiver is the source of the UTC-aligned timing basis**  
   The GNSS receiver is the applicable GPS/GNSS LRU for the listed platforms [GPS-001], and its requirements are governed by GNSS/GPS airborne equipment standards [GPS-003].  
   In the retrieved set, no separate timing source is defined for FCC; therefore the stated valid-time condition in [FCC-034] is tied to GPS time validity [FCC-034], [GPS-031].

3. **Power dependency propagates through EPS availability/transfer behavior**  
   If GPS timing availability depends on the GNSS receiver remaining powered, then the relevant retrieved power-allocation chain is through EPS source selection and bus transfer:
   - EPS selects the highest-priority available source: primary generator(s), then APU generator, then battery [EPS-021].
   - EPS enforces contactor transfer and feedback timing for those source changes [EPS-022].
   - EPS must maintain function through its environmental and lightning envelope [EPS-017].  
   Therefore, loss or transfer of electrical source can affect continued GNSS receiver power, which in turn affects whether **TIME_VALID** remains asserted [EPS-021], [EPS-022], [GPS-031], and thus whether FCC can maintain **≤ 1 ms UTC alignment** versus reverting to free-wheel drift mode [FCC-034].

4. **What the chain means operationally**  
   - With GNSS time valid: FCC time-reference service must be **≤ 1 ms** to UTC [FCC-034], enabled by GNSS **TIME_VALID** [GPS-031].
   - If GNSS power or availability is disrupted through the aircraft power chain, GPS time may become unavailable; then FCC must fall back to **free-wheel drift ≤ 100 ppm** [FCC-034].  
   This is the direct subsystem interaction visible in the retrieved requirements: **EPS power continuity/transfer → GNSS powered and time-valid status → FCC UTC timing performance** [EPS-021], [EPS-022], [GPS-031], [FCC-034].

What I cannot support from the retrieved context:
- I do **not** see a requirement explicitly allocating GNSS receiver power from a named EPS bus, nor a formal “power allocation chain” requirement linking GPS to a specific EPS output. So I cannot name a more specific upstream allocation requirement than the general EPS source-priority/contactor behavior already cited [EPS-021], [EPS-022].
- I also do **not** see another flight-control requirement beyond [FCC-034] that drives GPS timing/power dependence.",False,"The answer adds unsupported power-chain and dependency details, including that GNSS power continuity through EPS affects FCC timing, which is not explicitly linked in the retrieved contexts.",True,"Every factual claim is supported by the retrieved contexts, with explicit citation and careful limitations on unsupported details.",,skipped,False
"For the flight data recorder’s mandatory engine-parameter logging, which engine status message fields must be captured, and at what recorder rate versus publication rate?",2-hop,vanilla,local,none,2,8550,1097,278,1375,ENG-020;FDR-016;INS-039;EPS-020;FUEL-024,ENG-020;FDR-016;INS-039;EPS-020;FUEL-024,5,0,,,,,"The retrieved requirements do **not** include the contents of the engine status message table, so I cannot identify which specific engine-parameter fields must be captured. The field list is defined in **ENG_Status_Msg table (ENG-038)**, but that requirement is not present in the provided context [ENG-020].

What the provided requirements do establish is:

- The FCC shall publish **ENG_STATUS_MSG** with **all engine parameters** at **20 Hz** to the NAV, FMS, GCS, and FDR [ENG-020].
- The FDR shall record **Engine parameters** from source **##ENG.ENG-020** at a **native rate of 1 Hz** in the mandatory parameter set [FDR-016].

So, from the available context:

- **Fields to capture:** all engine parameters contained in **ENG_STATUS_MSG**, but the specific fields are **not available in the retrieved requirements** [ENG-020].
- **Publication rate:** **20 Hz** [ENG-020].
- **FDR mandatory recording rate:** **1 Hz** [FDR-016].

This means the interaction is: the FCC publishes the full engine-status message at **20 Hz**, while the FDR’s mandatory recording set logs the engine-parameter data at **1 Hz** [ENG-020] [FDR-016].",True,"All claims are supported by ENG-020 and FDR-016, including that specific ENG_STATUS_MSG fields are not present in the retrieved context.",True,The answer accurately reflects that the specific engine-parameter fields are not provided in the retrieved contexts and correctly states the publication and recording rates as supported by ENG-020 and,,skipped,True
"For secure UHF voice operation, what encryption/authentication scheme and key-rotation policy apply, and what happens if no valid key is loaded?",2-hop,vanilla,local,none,0,7092,603,419,1022,COMM-019;COMM-030;SEC-020;CDL-012;SEC-010,COMM-019;COMM-030;SEC-020;CDL-012;SEC-010,5,0,,,,,"For secure UHF voice, the retrieved requirements only explicitly state:

- **Encryption capability/mechanism:** UHF secure voice is provided by an **embedded cryptographic module** on UHF `(STR7/ALX2)` [COMM-019].
- **Key-rotation policy:** key rotation is required **per SEC-010** [COMM-019].

However, the retrieved set does **not explicitly allocate** the **SEC-010 AES-256 GCM / HMAC-SHA-256 scheme** to UHF voice. SEC-010 states that **the system shall use AES-256 in GCM mode for encryption and HMAC-SHA-256 for authentication on the CDL forward and return links**, with session keys rotated per policy [SEC-010], and CDL-012 defines that CDL policy as **every 24 h of flight time or every 10 GB of traffic, whichever comes first** [CDL-012]. Because SEC-010 is written specifically for **CDL forward and return links**, I cannot claim from the retrieved text alone that the same cipher/authentication pair applies to secure UHF voice.

What is clearly required for UHF secure mode is:

- **Transmit inhibit if no valid key is loaded** [COMM-019].
- This is verified by test: attempting UHF transmit with no valid key must result in **transmit inhibited** and an **operator alert within 200 ms** [COMM-030].

So, from the retrieved requirements:

- **Applicable key policy for secure UHF voice:** rotation **per SEC-010** [COMM-019].
- **Explicit numeric rotation interval:** only stated for **CDL** as **24 h of flight time or 10 GB of traffic, whichever comes first** [CDL-012], but the context does not explicitly say that this interval applies to UHF voice.
- **If no valid key is loaded:** **UHF transmit is inhibited**, and an **operator alert is raised within 200 ms** [COMM-019] [COMM-030].",True,"The answer stays within the retrieved text, carefully limiting UHF claims and correctly noting transmit inhibit and alert behavior.",True,"Every claim in the answer is supported by the retrieved contexts, with careful distinction made about which statements are directly grounded and which are not.",,skipped,True
"For the live multi-aircraft separation test, which platform relies on navigation integration instead of an FMS, and what DAL applies to its navigation software?",2-hop,vanilla,local,none,1,5630,622,72,694,FMS-001;NAV-002;NAV-001;FMS-002;FMS-027,FMS-001;NAV-002;NAV-001;FMS-002;FMS-027,5,0,,,,,"The platform is **Skyrunner-T1**. It **does not host an FMS**; its navigation is handled directly by the **Navigation Integration** function [FMS-001].

Its navigation software DAL is **DO-178C DAL-B** for the NAV Fusion software on Skyrunner-T1 [NAV-001].",True,All claims are directly supported by FMS-001 and NAV-001.,True,"All claims about Skyrunner-T1 lacking an FMS, using Navigation Integration, and its DAL-B assignment for NAV Fusion are directly supported by the retrieved contexts.",,skipped,True
Which flight control computer BIT status interface requirement satisfies the BIT aggregation requirement for 1 Hz health reporting to the GCS and FDR?,1-hop,adaptive,local,none,1,6754,1430,179,1609,BIT-008;FDR-005;BIT-036;BIT-027;FCC-047;BIT-026;BIT-002;BIT-028;APM-026;EMS-001;EOIR-024;FDR-001;FDR-016;GCS-005;SAR-019,BIT-008;FDR-005;BIT-036;BIT-027;FCC-047;BIT-026;BIT-002;BIT-028;APM-026;EMS-001;EOIR-024;FDR-001;FDR-016;GCS-005;SAR-019,15,0,,,graphrag,R4: traceability_kw + no_explicit_id → structural retrieval,"The flight control computer interface requirement is [FCC-047].

- [BIT-008] requires the BIT subsystem to aggregate FCC BIT reports per `##FCC.FCC-047` at `1 Hz` and publish consolidated health status to the GCS and FDR.
- [FCC-047] specifies that the FCC shall report BIT-detected failures via `FCC_BIT_STATUS_MSG` at `1 Hz` to the Vehicle Management Computer and at the nominal FDR recording rate per `##FDR.FDR-005`.

So the satisfying FCC BIT status interface requirement is [FCC-047], and it is linked directly as satisfying [BIT-008]. The FDR side of that interface is reinforced by [FDR-005], which requires receipt and storage of `FCC_BIT_STATUS_MSG` at `1 Hz` [FCC-047] [FDR-005].",True,"All claims are supported by the cited contexts, and FCC-047 is explicitly the requirement satisfying BIT-008.",True,"All claims are directly supported by the retrieved contexts, citing [BIT-008], [FCC-047], and [FDR-005] with appropriate references and links.",,skipped,True
Which GNSS dilution-of-precision outputs feed the navigation fusion QoS score computation for operator display?,1-hop,vanilla,local,none,1,5089,510,102,612,NAV-021;NAV-020;NBC3-GPS-002;NAV-C5;NAV-022,NAV-021;NAV-020;NBC3-GPS-002;NAV-C5;NAV-022,5,0,,,,,"The retrieved requirements only state that the NAV Fusion QoS score combines “INS QoS, GPS DOP, and baro validity” [NAV-021]. They do not specify which GNSS dilution-of-precision components are used, e.g. HDOP, VDOP, PDOP, or GDOP.

So, based on the provided context, this is not defined. The only relevant term expansion available is that DOP means “Dilution of Precision” [NAV-C5].",True,The answer accurately states that the contexts mention only GPS DOP and do not specify particular DOP components.,True,The answer accurately states that only 'GPS DOP' is referenced and that no specific dilution-of-precision components are detailed in the retrieved contexts.,,skipped,True
