query,query_type,pipeline,embedder,reranker,repeat,latency_ms,prompt_tokens,completion_tokens,total_tokens,cited_ids,source_ids,n_sources,iter_count,verdict,intent,routed_to,route_reason,citation_precision,citation_recall,citation_f1,retrieval_recall,context_precision,n_cited,n_gold,hop_count,stratum,is_cross_module
"Does the selected VHF transceiver transmit power remain compliant with EMC coexistence expectations for the CDL, GPS, and radar altimeter under DO-160G Category Y?",2-hop,vanilla,local,none,1,7881,563,335,898,COMM-018;COMM-029;RADAR-009;RADAR-024;CDL-024,COMM-029;RADAR-009;RADAR-024;COMM-018;CDL-024,5,0,,,,,0.4,0.6667,0.5,0.6667,0.4,5,3,2,2-hop,False
"Does the selected VHF transceiver transmit power remain compliant with EMC coexistence expectations for the CDL, GPS, and radar altimeter under DO-160G Category Y?",2-hop,agentic,local,none,1,29681,6253,1142,7395,COMM-018;COMM-029;CDL-024;RADAR-009;RADAR-024,COMM-029;RADAR-009;RADAR-024;COMM-018;SAR-017;ICE-013;ICE-018;ICE-016;ICE-017;ICE-020;RADAR-009;CDL-027;RADAR-024;COMM-029;CDL-024,15,3,continue,semantic,,,0.4,0.6667,0.5,0.6667,0.1667,5,3,2,2-hop,False
"Does the selected VHF transceiver transmit power remain compliant with EMC coexistence expectations for the CDL, GPS, and radar altimeter under DO-160G Category Y?",2-hop,graphrag,local,none,1,9658,1411,339,1750,COMM-005;COMM-018;COMM-029;CDL-024;RADAR-009;RADAR-024,COMM-029;RADAR-009;RADAR-024;COMM-018;CDL-024;DLNK-017;SAR-017;INS-036;CDL-005;COMM-005;GPS-009;INS-021;INS-022;PLD-027;STR-038,15,0,,,,,0.5,1.0,0.6667,1.0,0.2,6,3,2,2-hop,False
"Does the selected VHF transceiver transmit power remain compliant with EMC coexistence expectations for the CDL, GPS, and radar altimeter under DO-160G Category Y?",2-hop,agentic-graph,local,none,1,27305,5371,894,6265,COMM-018;COMM-029;RADAR-009;RADAR-024;SAR-017,COMM-029;RADAR-009;RADAR-024;COMM-018;SAR-017;ICE-018;ICE-013;ICE-016;ICE-017;ICE-003,10,3,continue,semantic,,,0.2,0.3333,0.25,0.3333,0.1,5,3,2,2-hop,False
"Does the selected VHF transceiver transmit power remain compliant with EMC coexistence expectations for the CDL, GPS, and radar altimeter under DO-160G Category Y?",2-hop,adaptive,local,none,1,28536,6191,942,7133,COMM-018;COMM-029;RADAR-009;RADAR-024;CDL-024,COMM-029;RADAR-009;RADAR-024;COMM-018;SAR-017;ICE-018;ICE-013;ICE-016;ICE-017;ICE-003;CDL-024;DLNK-017;CDL-027,13,3,continue,semantic,agentic,"default: agentic ReAct exploration (no specific signal; ids=0, mods=2, trace_kw=False, chain_ind=False, numeric=False)",0.4,0.6667,0.5,0.6667,0.1538,5,3,2,2-hop,False
"If the primary INS attitude stream degrades below required rate or validity, how quickly must the FCC switch to the backup GPS-aided AHRS to maintain flight-control attitude input?",2-hop,vanilla,local,none,1,5917,743,171,914,FCC-017;FCC-016;NAV-015,FCC-017;NAV-008;FCC-009;FCC-040;FCC-016,5,0,,,,,1.0,1.0,1.0,0.6667,0.4,3,3,2,2-hop,True
"If the primary INS attitude stream degrades below required rate or validity, how quickly must the FCC switch to the backup GPS-aided AHRS to maintain flight-control attitude input?",2-hop,agentic,local,none,1,21797,5330,569,5899,FCC-017;NAV-015;FCC-050,FCC-017;FCC-051;FCC-040;FCC-050;FCC-038;NAV-008;NAV-C5;NAV-032;NAV-015;NAV-016,10,3,continue,semantic,,,0.6667,0.6667,0.6667,0.6667,0.2,3,3,2,2-hop,True
"If the primary INS attitude stream degrades below required rate or validity, how quickly must the FCC switch to the backup GPS-aided AHRS to maintain flight-control attitude input?",2-hop,graphrag,local,none,1,7673,1988,190,2178,FCC-017;NAV-015;FCC-016,FCC-017;NAV-008;FCC-009;FCC-040;FCC-016;FCC-051;INS-051;ENG-026;AUTO-009;CDL-031;CDL-035;EMS-001;EMS-006;EMS-010;EMS-033,15,0,,,,,1.0,1.0,1.0,0.6667,0.1333,3,3,2,2-hop,True
"If the primary INS attitude stream degrades below required rate or validity, how quickly must the FCC switch to the backup GPS-aided AHRS to maintain flight-control attitude input?",2-hop,agentic-graph,local,none,1,22477,5846,578,6424,FCC-017;NAV-015;FCC-050;FCC-009,FCC-017;FCC-051;FCC-040;FCC-050;FCC-009;NAV-008;NAV-015;NAV-032;NAV-002;NAV-016,10,3,continue,semantic,,,0.5,0.6667,0.5714,0.6667,0.2,4,3,2,2-hop,True
"If the primary INS attitude stream degrades below required rate or validity, how quickly must the FCC switch to the backup GPS-aided AHRS to maintain flight-control attitude input?",2-hop,adaptive,local,none,1,23649,5512,662,6174,FCC-017;NAV-015;FCC-050,FCC-017;FCC-040;FCC-051;FCC-038;FCC-050;NAV-008;NAV-015;NAV-032;NAV-C5;NAV-005,10,3,continue,semantic,agentic,"default: agentic ReAct exploration (no specific signal; ids=0, mods=3, trace_kw=False, chain_ind=False, numeric=True)",0.6667,0.6667,0.6667,0.6667,0.2,3,3,2,2-hop,True
"If an operator commands an emergency return or diversion, what encryption, authentication, and key-validity conditions must the communications link and secure UHF voice satisfy before execution?",2-hop,vanilla,local,none,1,9802,581,498,1079,SEC-010;EMS-009;CDL-012;COMM-019;COMM-030,COMM-019;COMM-030;EMS-009;SEC-010;CDL-012,5,0,,,,,0.6,1.0,0.75,1.0,0.6,5,3,2,2-hop,True
"If an operator commands an emergency return or diversion, what encryption, authentication, and key-validity conditions must the communications link and secure UHF voice satisfy before execution?",2-hop,agentic,local,none,1,26111,5010,852,5862,SEC-010;EMS-009;COMM-019;COMM-030,EMS-033;COMM-019;EMS-009;COMM-030;EMS-034;COMM-019;COMM-030;EMS-033;EMS-034;SEC-C4,10,3,continue,semantic,,,0.75,1.0,0.8571,0.6667,0.3333,4,3,2,2-hop,True
"If an operator commands an emergency return or diversion, what encryption, authentication, and key-validity conditions must the communications link and secure UHF voice satisfy before execution?",2-hop,graphrag,local,none,1,10727,1508,515,2023,SEC-010;EMS-009;HMI-120;CDL-012;CDL-003;COMM-019;COMM-030,COMM-019;COMM-030;EMS-009;SEC-010;CDL-012;EMS-034;CDL-021;CDL-003;APM-033;AUTO-006;AUTO-034;CDL-040;DLNK-013;EMS-006;EPS-018,15,0,,,,,0.4286,1.0,0.6,1.0,0.2,7,3,2,2-hop,True
"If an operator commands an emergency return or diversion, what encryption, authentication, and key-validity conditions must the communications link and secure UHF voice satisfy before execution?",2-hop,agentic-graph,local,none,1,26557,5689,896,6585,SEC-010;EMS-009;HMI-120;COMM-019;COMM-030,COMM-019;EMS-033;COMM-030;EMS-009;EMS-034;COMM-019;COMM-030;EMS-034;EMS-033;SEC-003,10,3,continue,semantic,,,0.6,1.0,0.75,0.6667,0.3333,5,3,2,2-hop,True
"If an operator commands an emergency return or diversion, what encryption, authentication, and key-validity conditions must the communications link and secure UHF voice satisfy before execution?",2-hop,adaptive,local,none,1,10461,1508,476,1984,SEC-010;EMS-009;CDL-012;COMM-019;COMM-030,COMM-019;COMM-030;EMS-009;SEC-010;CDL-012;EMS-034;CDL-021;CDL-003;APM-033;AUTO-006;AUTO-034;CDL-040;DLNK-013;EMS-006;EPS-018,15,0,,,graphrag,R4: traceability_kw + no_explicit_id → structural retrieval,0.6,1.0,0.75,1.0,0.2,5,3,2,2-hop,True
"For ground-maintenance fault-injection on the power subsystem via the BIT maintenance interface, what operator authentication is required before BPCU commands are accepted?",2-hop,vanilla,local,none,1,5635,522,198,720,SEC-015;BIT-020;PWR-027;GCS-008,PWR-027;SEC-015;BIT-020;BIT-004;BIT-021,5,0,,,,,0.75,1.0,0.8571,1.0,0.6,4,3,2,2-hop,True
"For ground-maintenance fault-injection on the power subsystem via the BIT maintenance interface, what operator authentication is required before BPCU commands are accepted?",2-hop,agentic,local,none,1,20165,4661,481,5142,SEC-010;EPS-018,EPS-020;EPS-015;EPS-018;EPS-011;EPS-024;ICE-019;ICE-012;ICE-020;ICE-017;ICE-008,10,3,continue,semantic,,,0.0,0.0,0.0,0.0,0.0,2,3,2,2-hop,True
"For ground-maintenance fault-injection on the power subsystem via the BIT maintenance interface, what operator authentication is required before BPCU commands are accepted?",2-hop,graphrag,local,none,1,7172,1367,156,1523,PWR-027;BIT-020;SEC-015;GCS-008,PWR-027;SEC-015;BIT-020;BIT-004;BIT-021;BIT-031;FCC-006;FUEL-025;APM-029;APM-033;BIT-005;CDL-030;CDL-031;EMS-004;EMS-023,15,0,,,,,0.75,1.0,0.8571,1.0,0.2,4,3,2,2-hop,True
"For ground-maintenance fault-injection on the power subsystem via the BIT maintenance interface, what operator authentication is required before BPCU commands are accepted?",2-hop,agentic-graph,local,none,1,18838,4335,485,4820,SEC-010;EPS-018;EPS-020,EPS-015;EPS-020;EPS-018;EPS-011;EPS-024,5,3,continue,semantic,,,0.0,0.0,0.0,0.0,0.0,3,3,2,2-hop,True
"For ground-maintenance fault-injection on the power subsystem via the BIT maintenance interface, what operator authentication is required before BPCU commands are accepted?",2-hop,adaptive,local,none,1,21912,4655,494,5149,SEC-010;EPS-018;EPS-020,EPS-015;EPS-020;EPS-018;EPS-011;EPS-024;ICE-019;ICE-012;ICE-008;ICE-020;ICE-017,10,3,continue,semantic,agentic,"default: agentic ReAct exploration (no specific signal; ids=0, mods=1, trace_kw=False, chain_ind=True, numeric=False)",0.0,0.0,0.0,0.0,0.0,3,3,2,2-hop,True
"During high-power takeoff, how does the FCC’s reserve N1 limiting affect pitch-rate reduction logic and the engine-status data published to downstream systems?",2-hop,vanilla,local,none,1,9081,870,389,1259,ENG-030;STR7-FCC-003;ENG-039;ENG-026,ENG-030;STR7-FCC-003;ENG-026;FCC-049;ENG-039,5,0,,,,,0.5,0.6667,0.5714,0.6667,0.4,4,3,2,2-hop,False
"During high-power takeoff, how does the FCC’s reserve N1 limiting affect pitch-rate reduction logic and the engine-status data published to downstream systems?",2-hop,agentic,local,none,1,24713,5484,758,6242,STR7-FCC-003;FCC-049,FCC-049;STR7-FCC-003;FCC-050;FCC-039;FCC-037;ICE-020;ICE-016;ICE-001;ICE-015;ICE-012,10,3,continue,semantic,,,0.5,0.3333,0.4,0.3333,0.1,2,3,2,2-hop,False
"During high-power takeoff, how does the FCC’s reserve N1 limiting affect pitch-rate reduction logic and the engine-status data published to downstream systems?",2-hop,graphrag,local,none,1,9683,2001,407,2408,ENG-030;STR7-FCC-003;ENG-017;ENG-012;ENG-020;ENG-038,ENG-030;STR7-FCC-003;ENG-026;FCC-049;ENG-039;ENG-020;ENG-012;ENG-040;ALX2-FCC-002;EMS-032;ENG-009;ENG-013;ENG-017;ENG-038;ENG-042,15,0,,,,,0.5,1.0,0.6667,1.0,0.2,6,3,2,2-hop,False
"During high-power takeoff, how does the FCC’s reserve N1 limiting affect pitch-rate reduction logic and the engine-status data published to downstream systems?",2-hop,agentic-graph,local,none,1,23662,5791,753,6544,STR7-FCC-003;FCC-049;FCC-030;ALX2-FCC-003,FCC-049;STR7-FCC-003;FCC-050;ALX2-FCC-003;FCC-039;ICE-020;ICE-015;ICE-016;ICE-014;ICE-018,10,3,continue,semantic,,,0.25,0.3333,0.2857,0.3333,0.1,4,3,2,2-hop,False
"During high-power takeoff, how does the FCC’s reserve N1 limiting affect pitch-rate reduction logic and the engine-status data published to downstream systems?",2-hop,adaptive,local,none,1,9519,870,418,1288,ENG-030;STR7-FCC-003;ENG-026;ENG-039,ENG-030;STR7-FCC-003;ENG-026;FCC-049;ENG-039,5,0,,,vanilla,R5: numeric_hint + single_module (FCC) → top-K,0.5,0.6667,0.5714,0.6667,0.4,4,3,2,2-hop,False
What test evidence shows linked-mode pilot commands meet the ground-station latency requirement while being received and routed by the command data link?,2-hop,vanilla,local,none,1,6708,510,367,877,GCS-037;GCS-006;CDL-038;CDL-011,GCS-006;CDL-038;ENG-041;GCS-037;CDL-011,5,0,,,,,0.5,0.6667,0.5714,0.6667,0.4,4,3,2,2-hop,True
What test evidence shows linked-mode pilot commands meet the ground-station latency requirement while being received and routed by the command data link?,2-hop,agentic,local,none,1,26278,6420,638,7058,FCC-040;FCC-037;NAV-010,ADS-014;ADS-023;ADS-026;ADS-001;ADS-024;FCC-037;FCC-040;FCC-056;FCC-049;FCC-038;NAV-034;NAV-035;NAV-010;ALX2-NAV-001;NAV-017,15,3,continue,semantic,,,0.0,0.0,0.0,0.0,0.0,3,3,2,2-hop,True
What test evidence shows linked-mode pilot commands meet the ground-station latency requirement while being received and routed by the command data link?,2-hop,graphrag,local,none,1,9413,1358,430,1788,GCS-006;GCS-037;CDL-030;CDL-011;CDL-038,GCS-006;CDL-038;ENG-041;GCS-037;CDL-011;DLNK-002;CDL-019;GCS-005;BIT-027;CDL-001;CDL-030;COMM-001;COMM-006;ENG-010;AUTO-006,15,0,,,,,0.6,1.0,0.75,1.0,0.2,5,3,2,2-hop,True
What test evidence shows linked-mode pilot commands meet the ground-station latency requirement while being received and routed by the command data link?,2-hop,agentic-graph,local,none,1,34415,7136,872,8008,ICE-019;FCC-040;FCC-013;FCC-052,ADS-014;ADS-001;ADS-023;ADS-026;ADS-017;FCC-037;FCC-040;FCC-056;FCC-049;FCC-052;ICE-019;ICE-012;ICE-020;ICE-001;ICE-006,15,3,continue,semantic,,,0.0,0.0,0.0,0.0,0.0,4,3,2,2-hop,True
What test evidence shows linked-mode pilot commands meet the ground-station latency requirement while being received and routed by the command data link?,2-hop,adaptive,local,none,1,30506,6613,855,7468,FCC-040;FCC-037;NAV-010,ADS-014;ADS-026;ADS-023;ADS-001;ADS-017;FCC-037;FCC-040;FCC-049;FCC-056;FCC-038;NAV-034;NAV-035;NAV-010;ALX2-NAV-001;NAV-017,15,3,continue,semantic,agentic,"default: agentic ReAct exploration (no specific signal; ids=0, mods=0, trace_kw=False, chain_ind=False, numeric=True)",0.0,0.0,0.0,0.0,0.0,3,3,2,2-hop,True
"If the ground station sends FCC-directed commands at 20 Hz, how are invalid ranges, rates, sequence numbers, and unknown targets handled before reaching control laws?",2-hop,vanilla,local,none,1,8914,805,402,1207,CDL-035;FCC-031;FCC-040;SEC-008,FCC-031;CDL-035;FCC-040;ENG-010;SEC-008,5,0,,,,,0.5,0.6667,0.5714,0.6667,0.4,4,3,2,2-hop,True
"If the ground station sends FCC-directed commands at 20 Hz, how are invalid ranges, rates, sequence numbers, and unknown targets handled before reaching control laws?",2-hop,agentic,local,none,1,17270,3055,617,3672,FCC-031;FCC-040,FCC-031;FCC-040;FCC-015;FCC-033;FCC-050;ADS-023;ADS-014;ADS-020;ADS-022;ADS-015,10,0,sufficient,semantic,,,0.5,0.3333,0.4,0.3333,0.1,2,3,2,2-hop,True
"If the ground station sends FCC-directed commands at 20 Hz, how are invalid ranges, rates, sequence numbers, and unknown targets handled before reaching control laws?",2-hop,graphrag,local,none,1,10342,1635,503,2138,CDL-035;CDL-030;CDL-013;FCC-031;FCC-040;SEC-008,FCC-031;CDL-035;FCC-040;ENG-010;SEC-008;FCC-015;FCC-025;FCC-023;BIT-024;CDL-013;CDL-030;EMS-006;ENG-041;FCC-002;FCC-013,15,0,,,,,0.5,1.0,0.6667,1.0,0.2,6,3,2,2-hop,True
"If the ground station sends FCC-directed commands at 20 Hz, how are invalid ranges, rates, sequence numbers, and unknown targets handled before reaching control laws?",2-hop,agentic-graph,local,none,1,16890,3460,597,4057,FCC-031;FCC-040;CDL-035,FCC-031;FCC-040;FCC-015;FCC-050;FCC-013;ADS-023;ADS-020;ADS-014;ADS-022;ADS-021,10,0,sufficient,semantic,,,0.6667,0.6667,0.6667,0.3333,0.1,3,3,2,2-hop,True
"If the ground station sends FCC-directed commands at 20 Hz, how are invalid ranges, rates, sequence numbers, and unknown targets handled before reaching control laws?",2-hop,adaptive,local,none,1,8645,805,395,1200,CDL-035;FCC-031;FCC-040;SEC-008,FCC-031;CDL-035;FCC-040;ENG-010;SEC-008,5,0,,,vanilla,R5: numeric_hint + single_module (FCC) → top-K,0.5,0.6667,0.5714,0.6667,0.4,4,3,2,2-hop,True
How does the HIL GPS-outage test verify the fusion function meets the >60 s reversion and annunciation behavior required by the underlying inertial degraded mode requirement?,2-hop,vanilla,local,none,1,10800,566,526,1092,INS-013;NAV-007;NAV-005;NAV-035,NAV-007;NAV-035;INS-013;NAV-017;NAV-005,5,0,,,,,0.75,1.0,0.8571,1.0,0.6,4,3,2,2-hop,True
How does the HIL GPS-outage test verify the fusion function meets the >60 s reversion and annunciation behavior required by the underlying inertial degraded mode requirement?,2-hop,agentic,local,none,1,29788,6014,1093,7107,NAV-007;NAV-035;NAV-005;NAV-032;HMI-075,NAV-007;NAV-035;NAV-005;NAV-008;NAV-017;GPS-031;GPS-008;GPS-030;GPS-C4;GPS-014;NAV-C5;NAV-016;NAV-031;NAV-032;NAV-036,15,1,sufficient,semantic,,,0.4,0.6667,0.5,0.6667,0.1333,5,3,2,2-hop,True
How does the HIL GPS-outage test verify the fusion function meets the >60 s reversion and annunciation behavior required by the underlying inertial degraded mode requirement?,2-hop,graphrag,local,none,1,11809,1585,532,2117,INS-013;NAV-007;NAV-005;NAV-035,NAV-007;NAV-035;INS-013;NAV-017;NAV-005;NAV-008;NAV-016;FCC-040;CDL-035;EMS-005;FCC-031;INS-014;SEC-008;ADS-015;CDL-013,15,0,,,,,0.75,1.0,0.8571,1.0,0.2,4,3,2,2-hop,True
How does the HIL GPS-outage test verify the fusion function meets the >60 s reversion and annunciation behavior required by the underlying inertial degraded mode requirement?,2-hop,agentic-graph,local,none,1,19109,2225,839,3064,INS-013;NAV-007;NAV-005;NAV-035;HMI-075,NAV-007;INS-013;NAV-035;NAV-005;NAV-017,5,0,sufficient,semantic,,,0.6,1.0,0.75,1.0,0.6,5,3,2,2-hop,True
How does the HIL GPS-outage test verify the fusion function meets the >60 s reversion and annunciation behavior required by the underlying inertial degraded mode requirement?,2-hop,adaptive,local,none,1,10642,1585,471,2056,INS-013;NAV-007;NAV-005;NAV-035,NAV-007;NAV-035;INS-013;NAV-017;NAV-005;NAV-008;NAV-016;FCC-040;CDL-035;EMS-005;FCC-031;INS-014;SEC-008;ADS-015;CDL-013,15,0,,,graphrag,R4: traceability_kw + no_explicit_id → structural retrieval,0.75,1.0,0.8571,1.0,0.2,4,3,2,2-hop,True
"When a validated DAA advisory arrives, how quickly must the GCS alert the crew, and what manoeuvre rates can the autopilot command in resolution mode?",2-hop,vanilla,local,none,1,6731,639,273,912,AUTO-020;GCS-017;AUTO-035,AUTO-020;GCS-017;AUTO-038;NBC3-AUTO-002;AUTO-035,5,0,,,,,1.0,1.0,1.0,1.0,0.6,3,3,2,2-hop,True
"When a validated DAA advisory arrives, how quickly must the GCS alert the crew, and what manoeuvre rates can the autopilot command in resolution mode?",2-hop,agentic,local,none,1,17648,3253,507,3760,FCC-038;FCC-049,ADS-023;ADS-014;ADS-008;ADS-026;ADS-024;FCC-007;FCC-049;FCC-038;FCC-037;STR7-FCC-002,10,0,sufficient,semantic,,,0.0,0.0,0.0,0.0,0.0,2,3,2,2-hop,True
"When a validated DAA advisory arrives, how quickly must the GCS alert the crew, and what manoeuvre rates can the autopilot command in resolution mode?",2-hop,graphrag,local,none,1,8355,1396,335,1731,AUTO-020;GCS-017;AUTO-035,AUTO-020;GCS-017;AUTO-038;NBC3-AUTO-002;AUTO-035;ENG-022;GCS-012;AUTO-021;AUTO-006;AUTO-025;AUTO-027;FMS-008;HMI-005;NAV-029;RADAR-017,15,0,,,,,1.0,1.0,1.0,1.0,0.2,3,3,2,2-hop,True
"When a validated DAA advisory arrives, how quickly must the GCS alert the crew, and what manoeuvre rates can the autopilot command in resolution mode?",2-hop,agentic-graph,local,none,1,15422,3492,461,3953,HMI-090;ADS-014;FCC-038;FCC-049,ADS-008;ADS-014;ADS-025;ADS-026;ADS-023;FCC-007;FCC-049;FCC-038;FCC-037;STR7-FCC-002,10,0,sufficient,semantic,,,0.0,0.0,0.0,0.0,0.0,4,3,2,2-hop,True
"When a validated DAA advisory arrives, how quickly must the GCS alert the crew, and what manoeuvre rates can the autopilot command in resolution mode?",2-hop,adaptive,local,none,1,6924,639,249,888,AUTO-020;GCS-017;AUTO-035,AUTO-020;GCS-017;AUTO-038;NBC3-AUTO-002;AUTO-035,5,0,,,vanilla,R5: numeric_hint + single_module (GCS) → top-K,1.0,1.0,1.0,1.0,0.6,3,3,2,2-hop,True
"For secure UHF voice operation, what encryption/authentication scheme and key-rotation policy apply, and what happens if no valid key is loaded?",2-hop,vanilla,local,none,1,8161,603,419,1022,SEC-010;COMM-019;CDL-012;COMM-030,COMM-019;COMM-030;SEC-020;CDL-012;SEC-010,5,0,,,,,0.75,1.0,0.8571,1.0,0.6,4,3,2,2-hop,True
"For secure UHF voice operation, what encryption/authentication scheme and key-rotation policy apply, and what happens if no valid key is loaded?",2-hop,agentic,local,none,1,20488,3913,619,4532,COMM-019;SEC-010;COMM-030;CDL-012,COMM-019;COMM-030;FCC-040;CDL-012;CDL-035,5,3,continue,semantic,,,0.75,1.0,0.8571,0.6667,0.4,4,3,2,2-hop,True
"For secure UHF voice operation, what encryption/authentication scheme and key-rotation policy apply, and what happens if no valid key is loaded?",2-hop,graphrag,local,none,1,9519,1988,445,2433,SEC-010;COMM-019;COMM-030;CDL-012,COMM-019;COMM-030;SEC-020;CDL-012;SEC-010;FCC-040;PWR-032;CDL-021;APM-009;APM-033;AUTO-006;AUTO-034;BIT-033;CDL-035;CDL-040,15,0,,,,,0.75,1.0,0.8571,1.0,0.2,4,3,2,2-hop,True
"For secure UHF voice operation, what encryption/authentication scheme and key-rotation policy apply, and what happens if no valid key is loaded?",2-hop,agentic-graph,local,none,1,21993,4632,678,5310,COMM-019;SEC-010;CDL-012;COMM-030,COMM-019;COMM-030;FCC-040;CDL-035;CDL-012,5,3,continue,semantic,,,0.75,1.0,0.8571,0.6667,0.4,4,3,2,2-hop,True
"For secure UHF voice operation, what encryption/authentication scheme and key-rotation policy apply, and what happens if no valid key is loaded?",2-hop,adaptive,local,none,1,19461,3875,525,4400,COMM-019;SEC-010;CDL-012;COMM-030,COMM-019;COMM-030;FCC-040;CDL-035;CDL-012,5,3,continue,semantic,agentic,"default: agentic ReAct exploration (no specific signal; ids=0, mods=0, trace_kw=False, chain_ind=False, numeric=False)",0.75,1.0,0.8571,0.6667,0.4,4,3,2,2-hop,True
"If the GCS sends a COMM tuning/PTT command over the datalink, what command range, bus, and maximum dispatch rate govern its routing through the CDL?",2-hop,vanilla,local,none,1,7449,721,256,977,CDL-035;CDL-030;COMM-006,CDL-030;GCS-006;CDL-035;CDL-011;COMM-006,5,0,,,,,0.6667,0.6667,0.6667,0.6667,0.4,3,3,2,2-hop,True
"If the GCS sends a COMM tuning/PTT command over the datalink, what command range, bus, and maximum dispatch rate govern its routing through the CDL?",2-hop,agentic,local,none,1,18677,3766,619,4385,CDL-035,CDL-030;CDL-027;CDL-011;CDL-019;CDL-035,5,3,continue,semantic,,,1.0,0.3333,0.5,0.6667,0.4,1,3,2,2-hop,True
"If the GCS sends a COMM tuning/PTT command over the datalink, what command range, bus, and maximum dispatch rate govern its routing through the CDL?",2-hop,graphrag,local,none,1,9293,1733,397,2130,COMM-023;CDL-035,CDL-030;GCS-006;CDL-035;CDL-011;COMM-006;CDL-019;CDL-027;CDL-009;AUTO-006;AUTO-033;CDL-038;COMM-023;COMM-027;ENG-021;FCC-031,15,0,,,,,1.0,0.6667,0.8,1.0,0.2,2,3,2,2-hop,True
"If the GCS sends a COMM tuning/PTT command over the datalink, what command range, bus, and maximum dispatch rate govern its routing through the CDL?",2-hop,agentic-graph,local,none,1,19407,4362,595,4957,CDL-035;CDL-030,CDL-035;CDL-027;CDL-030;CDL-019;CDL-011,5,3,continue,semantic,,,1.0,0.6667,0.8,0.6667,0.4,2,3,2,2-hop,True
"If the GCS sends a COMM tuning/PTT command over the datalink, what command range, bus, and maximum dispatch rate govern its routing through the CDL?",2-hop,adaptive,local,none,1,7833,1733,283,2016,CDL-035;COMM-023;CDL-030,CDL-030;GCS-006;CDL-035;CDL-011;COMM-006;CDL-019;CDL-027;CDL-009;AUTO-006;AUTO-033;CDL-038;COMM-023;COMM-027;ENG-021;FCC-031,15,0,,,graphrag,R3: n_modules (3) ≥ 2 + chain_indicator → always-walk graph,1.0,1.0,1.0,1.0,0.2,3,3,2,2-hop,True
How is radar-altimeter EMC coexistence verification performed while the onboard GNSS receiver tracks its required frequencies with CDL transmissions active?,2-hop,vanilla,local,none,1,5918,560,203,763,RADAR-024;RADAR-009;DLNK-017;SAR-017,RADAR-024;COMM-029;RADAR-009;SAR-017;DLNK-017,5,0,,,,,0.5,0.6667,0.5714,0.6667,0.4,4,3,2,2-hop,True
How is radar-altimeter EMC coexistence verification performed while the onboard GNSS receiver tracks its required frequencies with CDL transmissions active?,2-hop,agentic,local,none,1,25148,5731,541,6272,NAV-014;NAV-032;NAV-002,GPS-001;ALX2-GPS-001;NBC3-GPS-002;GPS-029;GPS-031;ICE-019;ICE-016;ICE-020;ICE-012;ICE-017;NAV-002;ALX2-NAV-001;NAV-014;NAV-016;NAV-032,15,3,continue,semantic,,,0.0,0.0,0.0,0.0,0.0,3,3,2,2-hop,True
How is radar-altimeter EMC coexistence verification performed while the onboard GNSS receiver tracks its required frequencies with CDL transmissions active?,2-hop,graphrag,local,none,1,8905,1360,366,1726,RADAR-024;RADAR-009;CDL-024;GPS-009,RADAR-024;COMM-029;RADAR-009;SAR-017;DLNK-017;CDL-019;COMM-018;CDL-024;CDL-005;COMM-005;GPS-009;PLD-027;STR-038;EMS-032;PLD-003,15,0,,,,,0.75,1.0,0.8571,1.0,0.2,4,3,2,2-hop,True
How is radar-altimeter EMC coexistence verification performed while the onboard GNSS receiver tracks its required frequencies with CDL transmissions active?,2-hop,agentic-graph,local,none,1,21964,5388,596,5984,GPS-001;ALX2-GPS-001;NBC3-GPS-002;GPS-029;GPS-031;CDL-030;ICE-019,GPS-001;ALX2-GPS-001;NBC3-GPS-002;GPS-029;GPS-031;ICE-019;ICE-016;ICE-020;ICE-012;ICE-017,10,3,continue,semantic,,,0.0,0.0,0.0,0.0,0.0,7,3,2,2-hop,True
How is radar-altimeter EMC coexistence verification performed while the onboard GNSS receiver tracks its required frequencies with CDL transmissions active?,2-hop,adaptive,local,none,1,30553,6269,1068,7337,GPS-009;GPS-001;FCC-040;FCC-053;FCC-009,ADS-023;ADS-014;ADS-002;ADS-025;ADS-026;GPS-018;ALX2-GPS-001;GPS-009;GPS-001;GPS-029;FCC-040;FCC-053;FCC-009;NBC3-FCC-001;FCC-032,15,3,continue,semantic,agentic,"default: agentic ReAct exploration (no specific signal; ids=0, mods=1, trace_kw=False, chain_ind=True, numeric=False)",0.2,0.3333,0.25,0.3333,0.0667,5,3,2,2-hop,True
"If the GNSS receiver suspects jamming but can still track some satellites, how should NAV fusion treat GPS measurements and what security-monitor coordination is required?",2-hop,vanilla,local,none,1,8717,550,370,920,GPS-023;GPS-022;NAV-028;SEC-028,GPS-023;GPS-022;NAV-028;NAV-017;SEC-028,5,0,,,,,0.75,1.0,0.8571,1.0,0.6,4,3,2,2-hop,True
"If the GNSS receiver suspects jamming but can still track some satellites, how should NAV fusion treat GPS measurements and what security-monitor coordination is required?",2-hop,agentic,local,none,1,30078,4850,993,5843,GPS-023;GPS-031;GPS-022;NAV-028,NAV-028;NAV-017;STR7-NAV-001;NBC3-NAV-001;NAV-016;GPS-023;GPS-022;GPS-031;GPS-018;GPS-009,10,3,continue,semantic,,,0.5,0.6667,0.5714,0.6667,0.2,4,3,2,2-hop,True
