query,pipeline,repeat,query_type,orig_gpt41,new_gpt41,new_reason
Which built-in test requirement ultimately satisfies the security control referenced by the flight data recorder requirement through the flight control computer trace chain?,agentic-graph,2,3+-hop,False,True,All claims about the traced requirement links and lack of determinable satisfaction chain are supported by the retrieved contexts.
"For autonomous mode engagement exceptions, what authentication mechanism must operator engagement requests use on the control data links?",adaptive,1,1-hop,False,True,The answer accurately states that the requirement is not specified in the retrieved contexts and summarizes only what is present.
"How is operator-triggered MBIT maintenance on the FCC’s ground Ethernet port authenticated, and under what ground-only conditions is that port enabled?",agentic-graph,2,2-hop,True,True,Every claim in the answer about the port's enable conditions and requirement for authenticated maintenance traffic is directly supported by FCC-044.
"When the PMC is qualified to the specified DO-160G environment and EMC limits, what GNSS frequencies and constellations must remain operable without interference via DLNK coexistence?",vanilla,1,2-hop,False,True,"All claims in the answer are supported by the supplied contexts, and it correctly notes the absence of details about GNSS frequencies or constellations."
"Which integration-rig HIL test verifies the backup GCS cold-standby switchover requirement, including two-minute recovery and retained control authority?",vanilla,1,1-hop,True,True,"All claims about test [GCS-040] verifying [GCS-025], the 2-minute switchover, and retained control authority are present in the retrieved contexts."
What higher-level SAR mode requirement traces to the platform mandate for operator authorisation before leaving STANDBY for a transmitting state?,agentic-graph,2,1-hop,True,True,"Every factual claim in the answer is fully supported by the retrieved contexts, including the trace from SAR-005 to PLD-006 and the requirement content."
"Which autonomy requirement is ultimately supported by the security control referenced by the communications verification requirement, and what communications item provides the verification evidence?",agentic-graph,2,3+-hop,True,True,"Every claim is directly supported by the contexts, including the trace from COMM-030 to COMM-019 to SEC-010 to AUTO-006."
Which power hold-up requirement ensures the EMS maintains state through a 50 ms essential-bus interruption?,agentic,2,1-hop,False,True,All claims accurately reflect the retrieved contexts without adding unsupported information.
"Given the SAR’s EMC coexistence with the CDL, which GNSS bands and constellations must remain trackable on Stratos-7, AeroLynx-X2, and Nimbus-C3?",adaptive,2,2-hop,True,True,All listed GNSS bands and constellations are directly supported by requirement GPS-009 in the retrieved contexts.
"If the operator commands autonomous-flight mode engagement from the ground station, how must the command be routed, and which modes still require explicit authenticated engagement?",adaptive,2,2-hop,True,True,"All claims about routing, authentication, explicit engagement, and listed modes are supported by FCC-011, AUTO-006, and AUTO-005, with cited limitations about GCS origins."
"For Stratos-7 max-brake-energy landings, how must brake cooling and software assurance align with the landing gear and braking specification?",graphrag,1,2-hop,True,True,"All claims about max-brake-energy value, brake type, cooling, and software assurance are directly supported by the retrieved contexts."
Which power requirement provides the continuously available hold-up energy the CDL relies on to ride through a 50 ms Category Z interruption?,graphrag,1,1-hop,True,True,"All claims in the answer are directly substantiated by the retrieved contexts, specifically PWR-018 and CDL-025."
Which structural requirement defines the dedicated payload-bus routing and shielding needed to support the payload controller’s single-LRU installation near the bay rack?,graphrag,0,1-hop,True,True,"All claims are directly supported by the retrieved contexts, specifically STR-038 and PLD-003."
"Which autonomy requirement is ultimately supported by the security control referenced by the communications verification requirement, and what communications item provides the verification evidence?",vanilla,2,3+-hop,False,True,All claims in the answer are directly supported by COMM-019 and no unsupported requirement chains are asserted.
"How does the flight control requirement trace through the data link and flight management functions to the crew interface, and what flight management behavior closes the loop?",graphrag,2,3+-hop,False,True,All claims are explicitly supported by the cited requirements in the contexts.
"Does the flight-plan upload path use the same public-key signature controls as field firmware updates over MBIT, including GCS countersignature and rejection of invalid, expired, or revoked loads?",agentic-graph,1,2-hop,False,True,The answer accurately reflects that the retrieved contexts do not address the specific security controls for flight-plan uploads or field firmware updates.
"If an operator commands an emergency return or diversion, what encryption, authentication, and key-validity conditions must the communications link and secure UHF voice satisfy before execution?",agentic,2,2-hop,False,True,"All details about authentication, command validation, UHF voice encryption, key validity, and alerts are directly supported by the retrieved contexts without any extra unsupported claims."
How do the emergency management constraints propagate through power allocation and navigation dependencies to determine the final command/data link behavior?,graphrag,2,3+-hop,False,True,All claims and limitations are directly supported by the retrieved requirements and no unsupported inferences are made.
How does the FCC’s 1 Hz BIT status reporting drive both FDR health-record storage and the BIT subsystem’s consolidated health-status publication?,vanilla,1,2-hop,True,True,"All claims about message flow, rates, and publication/storage are directly stated in the retrieved requirements."
Which power-system verification artifact traces through the automation and emergency-management requirements to the automation requirement ultimately satisfied by the emergency-management function?,agentic-graph,0,3+-hop,False,True,"Every claim is grounded in or directly stated by the retrieved contexts, and the answer does not add unsupported details."
"How does navigation fusion respond to inertial/GPS spoof indications, and which INS spoof-detection criteria drive rejection of suspect GPS updates?",vanilla,2,1-hop,True,True,"All claims are directly supported by the retrieved contexts, matching requirements IDs and criteria exactly."
"Can the control station’s 2 Hz engine telemetry support validating waypoint fuel-flow prediction accuracy, given the engine status message content and rate published for downstream flight management use?",agentic,2,2-hop,False,True,Every claim in the answer is grounded and justified by the absence of information in the provided contexts.
"How is a malformed GCS command screened against table-defined limits, sequence, and authentication before rejection and prevention of propagation into the control laws?",agentic-graph,0,2-hop,True,True,"All claims about screening, limits, sequence, authentication, rejection, and suppression are directly supported by FCC-031 and FCC-040."
"Which built-in test verifies the power requirement tied to the cited security control, and what ground-control interface constraint is ultimately referenced through that chain?",agentic-graph,1,3+-hop,True,True,"All factual claims are directly supported by the requirement contexts, including test, interface, authentication chain, and referenced standards."
"During takeoff-to-climb transition, when may the FCC enable the inner-loop climb schedule given sustained climb rate, both main-gear WoW indications, sensor voting, and input debounce?",graphrag,0,2-hop,True,True,"Every factual claim about climb rate threshold, WoW logic, sensor voting, debounce, and enablement timing is directly supported by the retrieved contexts."
Which flight data recorder requirement is verified by the flight control computer’s obligation to log every mode transition for the last 50 flight hours?,vanilla,1,1-hop,True,False,[FDR-008] alone is the flight data recorder requirement verified and cited by the context; [FCC-012] is not a flight data recorder requirement as per the retrieved contexts.
"How does the flight control requirement trace through the data link and flight management functions to the crew interface, and what flight management behavior closes the loop?",adaptive,1,3+-hop,False,True,"Every factual claim about flight-plan modification trace, operator confirmation, command routing, and logging is directly supported by the retrieved contexts."
"In approach mode, what guidance source must the flight control computer accept, and what deviation data must the FMS provide to support it?",agentic-graph,1,1-hop,False,True,All statements regarding the FCC’s guidance source in approach mode and the limits of what can be said about FMS-provided deviation data are supported by the retrieved contexts.
"In the 60-minute HIL recorder coverage check, how is compliance shown for the autopilot mode parameter sourced from the autopilot annunciation output at 2 Hz?",agentic,1,2-hop,False,True,"All factual claims are directly supported by the retrieved requirements, with no extraneous details or unsupported citations."
How do the GPS-derived power constraints propagate through command/data handling and back into power requirements to shape the inertial subsystem’s implementation?,graphrag,1,3+-hop,False,True,Every claim in the answer is explicitly supported by or directly inferred from the retrieved requirements without adding unsupported detail.
How is the flight data recorder’s operator-action logging requirement satisfied by the ground control station’s audit trail and retention provisions?,agentic-graph,2,1-hop,False,True,All claims in the answer are directly supported by the retrieved contexts and no unsupported details are added.
What authentication and access conditions must be met to use the INS maintenance port for firmware updates during ground fault-injection testing commanded by BIT?,adaptive,2,2-hop,False,True,"The answer states there is no requirement about INS maintenance port, firmware update authorization, or authentication/access conditions in the retrieved contexts, which is accurate based on the provi"
"Which flight control computer requirement is ultimately referenced by the power verification path through the communications data link, and what upstream power requirement does it trace back to?",adaptive,0,3+-hop,False,True,All claims about the requirements and their relationships are supported by the retrieved contexts.
"Which flight control requirement is ultimately traced from the referenced air data requirement through the intermediate air data dependency, and how does that end-to-end linkage propagate across the ADS–FCC boundary?",agentic,0,3+-hop,False,True,"Every factual claim is grounded in the retrieved requirements; all inferences about the ADS-FCC linkage and dependencies are justified by cited requirements, and the absence of an explicit trace is co"
"When flying an LPV or LNAV/VNAV approach, what SBAS processing and resulting GPS-aided NAV accuracy must be maintained, and what minima remain if SBAS is lost?",adaptive,2,2-hop,False,True,All claims in the answer are directly supported by (or quoted from) the provided retrieved contexts.
"If the operator commands autonomous-flight mode engagement from the ground station, how must the command be routed, and which modes still require explicit authenticated engagement?",vanilla,2,2-hop,True,True,"All claims about command routing, authentication, sequence number, explicit engagement requirements, and supported modes are directly supported by the retrieved contexts."
How does the APM guidance requirement trace through security and built-in test constraints into flight-control behavior and ultimately the landing subsystem requirement?,vanilla,2,3+-hop,False,True,All claims are directly supported by the retrieved requirements and the answer clearly notes what is not present in the contexts.
Which published inertial navigation state data and timing are required to support SAR motion compensation and absolute geolocation accuracy?,agentic,0,1-hop,False,True,"All claims about published navigation-state data and timing are directly supported by the requirements in the retrieved contexts, and the limitations regarding SAR-specific requirements are correctly "
"For AeroLynx-X2, how is single-engine-out detection and asymmetric-thrust compensation validated from injected N1 loss through FCC response and operator notification timing?",vanilla,1,2-hop,True,True,All validation steps and timing are grounded in the retrieved requirements; operator notification timing is correctly limited to citation only.
"Which operational modes are defined for the INS, and what preconditions and timing govern transitions between them?",vanilla,1,1-hop,True,True,"All operational modes, transitions, preconditions, timing, and GPS loss behavior are fully supported by the provided contexts."
"Which flight management function, via the flight data recorder linkage, ultimately traces to the data link requirement, and how is that end-to-end dependency justified across subsystems?",vanilla,0,3+-hop,False,True,Every claim in the answer is supported by the retrieved contexts and no unsupported inferences are made about subsystem traces or specific data link requirements.
"How is an uplinked flight plan modification protected if cryptographic keys are zeroised, and what verification demonstrates the data link goes safely OFF afterward?",adaptive,1,2-hop,False,True,The answer accurately reflects that the retrieved contexts contain no information on data-link or cryptographic protection and only discuss ADS air-data functions.
"How does the payload’s structural interface flow down through the data link and command/telemetry link into the communications subsystem, and what end-to-end constraints must remain consistent?",vanilla,0,3+-hop,False,True,All factual claims in the ANSWER are explicitly grounded in the provided CDL requirements and acknowledge the absence of structural interface requirement details.
What authentication and access conditions must be met to use the INS maintenance port for firmware updates during ground fault-injection testing commanded by BIT?,agentic-graph,0,2-hop,True,True,All claims and limitations are directly grounded in the retrieved requirements.
"For authenticated in-flight mode changes, how do the message authentication methods and key-rotation policy align with the Link 16 terminal’s approved crypto module and 30-day key storage?",adaptive,1,2-hop,False,True,"All claims regarding authentication methods, key-rotation policy, and the Link 16 Type 1 crypto module with 30-day key storage are supported and properly related to the retrieved requirements."
"Which flight-control requirement ultimately drives the GPS timing/power dependency through the referenced power allocation chain, and how does that dependency propagate across the involved subsystems?",vanilla,1,3+-hop,False,False,"The answer introduces FCC-036 and GPS-026 as explicit requirement IDs, but these are not present in the retrieved contexts except as references (e.g., ##FCC.FCC-036), and additional inference chains a"
"If primary aircraft power drops out for 50 ms, how do the FCC hold-up requirement, essential-bus energy provision, and GNSS ride-through capability align?",adaptive,2,2-hop,False,True,All claims are directly supported and correctly referenced from the retrieved contexts.
"If a condition escalates to WARNING, how quickly must the ground station annunciate it, and what audio cue and repeat behavior are required?",agentic,2,2-hop,True,True,"All timing, audio cue, and repeat behavior claims are directly supported by the retrieved requirements and Audio_Alert_Table."
How is the landing weight-on-wheels dual-sensor/voting architecture verified to ensure correct discrete output under a single-sensor fault?,agentic-graph,0,1-hop,True,True,"All verification details, sensor count, voting logic, test approach, and FCC interaction are directly supported by the retrieved contexts."
How do the emergency management constraints propagate through power allocation and navigation dependencies to determine the final command/data link behavior?,agentic,2,3+-hop,False,True,Every claim in the answer is directly supported or lightly inferred from the retrieved requirement chunks.
"Which INS-published state elements support the flight data recorder’s mandatory attitude, position, and velocity parameter capture?",agentic,2,1-hop,True,True,"All claims about supported state elements and their interface derivation are grounded in the retrieved context, and limitations are correctly noted."
"For the Skyrunner-T1 test configuration, how is the FCC’s duplex single-LRU architecture derived from the platform-dependent independent-lane requirement?",vanilla,1,1-hop,True,True,"All claims about the FCC architecture, derivation from FCC-003, comparison with other platforms, and the power interface are directly supported by the retrieved requirements."
"During the 60-minute HIL verification, how should you confirm the flight recorder captures the emergency management system status information at the required cadence with valid timestamps?",vanilla,1,2-hop,True,True,All claims in the answer are supported by or strictly derived from the provided contexts without adding unsupported details.
"During EMC Category Y coexistence testing with CDL and GPS active, which CDL operational modes should the radar altimeter remain interference-free in while maintaining RA track and PVT output?",graphrag,1,2-hop,False,True,All claims in the answer are directly supported and justified by the retrieved contexts.
"Which display-level operator need ultimately traces through SAR processing and payload design to both EO/IR and radar sensing constraints, and what subsystem dependencies drive that allocation?",agentic-graph,0,3+-hop,False,True,"All claims in the answer are directly supported by the retrieved contexts, and the answer correctly states that requirements about display-level operator needs, SAR processing, payload design, EO/IR, "
"During fault-injection testing, if the APU self-shuts down on a monitored health exceedance during start, what EPS mode transition and RTB behavior must be demonstrated?",graphrag,0,2-hop,True,True,"All claims about mode transition to BATT_ONLY, contactor/load state, RTB command, and relevant test scenarios are directly supported by the provided contexts."
Which payload requirement is ultimately satisfied by the security control referenced through the flight-control communication link that fulfills the communication requirement?,agentic-graph,2,3+-hop,False,True,All references and the trace from CDL-030 to PLD-010 and associated security controls are present and grounded in the retrieved contexts.
"In INIT mode, what signed-manifest and signature-validation checks must the FMS apply before accepting a navigation database revision?",graphrag,0,1-hop,True,True,"All claims about CRC check, signature-validation scheme and parameters, AIRAC expiry, and FAULT mode transition are explicitly supported by the retrieved contexts."
