query,pipeline,repeat,query_type,gemini_judged_on,gemini_faithful,gemini_reason,gemini_tokens,gpt41_judged_on,gpt41_faithful,gpt41_reason,gpt41_tokens
Are both directors of films Tarzan And The Slave Girl and Sweet Crude from the same country?,vanilla,0,3+-hop,2026-08-21,True,"All facts and cited references accurately reflect the provided contexts, correctly noting the lack of nationality information for Lee Sholem.",1354,2026-08-20,True,The answer only uses names and roles from the contexts and correctly notes the absence of information about nationality.,1015
"Who was born first, Heo Keon or Ljiljana Nanušević?",vanilla,0,1-hop,2026-08-21,True,"All facts, including birthdates and the comparison between them, are fully supported by the provided contexts.",1063,2026-08-20,True,Both birth dates are explicitly supported in the retrieved contexts.,764
Who was born first out of Kazimierz Cichowski and Ellen Margrethe Løj?,vanilla,0,1-hop,2026-08-21,True,The answer accurately compares the birth dates of Kazimierz Cichowski (7 December 1887) and Ellen Margrethe Løj (17 October 1948) based directly on the provided context.,1948,2026-08-20,True,Both birth dates are explicitly supported by the retrieved contexts.,1579
"Where did Catherine Of Taranto, Countess Of Copertino's mother die?",vanilla,0,2-hop,2026-08-21,True,The answer accurately notes that the provided contexts identify Catherine's mother as Mary of Enghien without mentioning where she died.,1061,2026-08-20,True,The answer accurately reflects that the retrieved contexts do not provide the place of death for Catherine's mother and only identify her as Mary of Enghien.,741
Who is Princess Caroline Napoléon's maternal grandmother?,vanilla,0,2-hop,2026-08-21,True,All claims regarding Princess Caroline Napoléon's lineage and maternal grandmother are fully supported by the provided contexts.,1197,2026-08-20,True,All claims about maternal grandmother Chantal de Chevron-Villette are directly supported by the retrieved contexts.,907
Where was the father of Alina Fernández born?,vanilla,0,2-hop,2026-08-21,True,The answer accurately reflects that the retrieved context identifies Alina Fernández's father as Fidel Castro without stating where he was born.,1288,2026-08-20,True,The answer correctly states that the place of birth for Alina Fernández's father is not provided in the retrieved contexts.,889
"Who died later, Adam Purple or Chyskillz?",vanilla,0,1-hop,2026-08-21,False,The answer contradicts the retrieved context by stating Adam Purple died later despite citing that Chyskillz died in 2018 and Adam Purple died in 2015.,1367,2026-08-20,False,"The answer claims Adam Purple died later, but the dates from the contexts show Chyskillz died later.",1062
"Which film whose director was born first, Lions For Lambs or Nowhere In Africa?",vanilla,0,3+-hop,2026-08-21,True,The answer accurately cites the directors from the provided contexts and correctly notes that their birth dates are not present in the text.,1356,2026-08-20,True,The answer only uses information from the retrieved contexts and does not add or contradict facts.,907
"Which film came out earlier, Where Are You? I'M Here or Patnam Vachina Pativrathalu?",vanilla,0,1-hop,2026-08-21,True,Both release years and the comparison are directly supported by the retrieved contexts.,1068,2026-08-20,True,The release years for both films are explicitly provided in the retrieved contexts.,762
"Where was the place of death of Crato, Count Of Nassau-Saarbrücken's father?",vanilla,0,2-hop,2026-08-21,True,The answer accurately identifies Crato's father and his place of death as supported by the provided contexts.,1532,2026-08-20,True,The contexts clearly state William Louis was Crato's father and that he died in Metz.,1163
"Which film has the director who was born later, Young Buffalo Bill or The Lacquered Box?",vanilla,0,3+-hop,2026-08-21,True,The answer accurately states that the retrieved contexts do not provide the birth dates of the directors.,827,2026-08-20,True,The answer correctly states that the retrieved contexts do not contain the directors’ birth dates and does not introduce unsupported information.,578
"Do Kim Darby and John Birdsall (Politician, Born 1840) have the same nationality?",vanilla,0,1-hop,2026-08-21,True,All claims in the answer are directly supported by the retrieved contexts.,1027,2026-08-20,True,Both individuals are described as American in the provided contexts.,707
"Which film whose director was born first, Sin'S Pay Day or Gunaah (1993 Film)?",vanilla,0,3+-hop,2026-08-21,True,The answer accurately cites the directors from the retrieved context and correctly notes that their birth dates are not provided.,1941,2026-08-20,True,"The answer accurately notes that the birth dates of the directors are not provided in the retrieved contexts, and does not add unsupported information.",1631
Who was the teacher of the composer of film The Cousin From Nowhere (1953 Film)?,vanilla,0,2-hop,2026-08-21,True,The answer accurately reflects the information in the context and correctly identifies that the teacher of Eduard Künneke is not mentioned.,1277,2026-08-20,True,"All claims in the answer are strictly supported by the retrieved contexts, with no unsupported information added.",1020
"Who is older, Arnold Carl Johansen or Walter Lafferty?",vanilla,0,1-hop,2026-08-21,True,"All factual claims, birth dates, and the conclusion are fully supported by the retrieved contexts.",997,2026-08-20,True,Both birth dates and comparison are fully supported by the contexts.,638
"Who was born first, Cornelis Gijsbert Gerrit Jan Van Steenis or Tarsem King, Baron King Of West Bromwich?",vanilla,0,1-hop,2026-08-21,True,The answer correctly identifies the birth dates from the provided contexts and accurately determines who was born first.,1463,2026-08-20,True,Both birth dates for Cornelis Gijsbert Gerrit Jan van Steenis and Tarsem King are explicitly given and support the answer.,1005
"Did the movies Mille Bolle Blu and La Moglie Vergine, originate from the same country?",vanilla,0,1-hop,2026-08-21,True,The answer accurately reflects the retrieved contexts confirming both films are Italian.,1030,2026-08-20,True,Both films are described as Italian in the retrieved contexts.,719
"Who is older, Daniel David Moses or Stanislas Batchi?",vanilla,0,1-hop,2026-08-21,True,The answer accurately compares the birth dates of Stanislas Batchi and Daniel David Moses using the provided contexts.,1155,2026-08-20,True,"The birth dates for both Stanislas Batchi and Daniel David Moses are stated in the provided contexts, supporting the claim that Batchi is older.",858
"Which film came out first, Blood And Diamonds or Opened By Mistake?",vanilla,0,1-hop,2026-08-21,True,The answer accurately compares the release years of both films based directly on the provided context.,1132,2026-08-20,True,Both film release years are explicitly provided in the retrieved contexts.,848
When was Richard Bootle-Wilbraham's father born?,vanilla,0,2-hop,2026-08-21,True,All factual claims and citations are directly supported by the retrieved contexts.,1538,2026-08-20,True,"The answer gives the correct name and birth date, both of which are explicitly supported by the contexts.",1204
"Which film has the producer who is older, Dweepa or Kalank?",vanilla,0,3+-hop,2026-08-21,True,"All statements correctly reflect the retrieved context, including the acknowledgment that Dweepa's producer is not mentioned.",2020,2026-08-20,True,"The answer only uses information present in the contexts and correctly states that the producer of Dweepa is not given, so a comparison is not possible.",1626
Who was born first out of Gerda Weissensteiner and Stasys Šaparnis?,vanilla,0,1-hop,2026-08-21,True,All facts and citations regarding the birthdates and order of birth are fully supported by the retrieved contexts.,998,2026-08-20,True,Both birth dates are directly supported by the retrieved contexts.,674
Who is the paternal grandfather of George Tupou V?,vanilla,0,2-hop,2026-08-21,False,"The answer claims the retrieved context does not state George Tupou V's father, which directly contradicts context [2W-028-P09].",1556,2026-08-20,True,All claims about George Tupou V's paternal lineage are directly supported by the provided contexts.,780
"Which film has the director who is older than the other, Odd Job (Film) or Everything'S Ducky? ",vanilla,0,3+-hop,2026-08-21,True,The answer correctly identifies the directors from the contexts and accurately notes that their ages or birth dates are missing.,1229,2026-08-20,True,The answer only states what is confirmed in the contexts and explicitly says no age/birth date information is retrieved.,796
When did Mary Basset's father die?,vanilla,0,2-hop,2026-08-21,True,"The answer accurately reflects the context, which identifies William Roper as Mary Basset's father but does not mention his date of death.",1956,2026-08-20,True,The answer correctly states that the retrieved context does not provide William Roper's date of death.,1624
"Which film has the director who was born earlier, The Forbidden Trail or A Weaver Of Dreams?",vanilla,0,3+-hop,2026-08-21,True,"All statements in the answer accurately reflect the provided contexts, correctly noting that Robert N. Bradbury's birth date is missing.",1418,2026-08-20,True,All claims in the answer are supported and only use information in the retrieved contexts.,1057
"Which film has the director died later, The Wax Model or Khoon Ka Karz?",vanilla,0,3+-hop,2026-08-21,True,The answer accurately states the directors from the context and correctly identifies that their dates of death are not provided.,1722,2026-08-20,True,The answer only uses information present in the retrieved contexts and does not add unsupported details.,1410
"Are the movies The Urethra Chronicles and Starter For 10 (Film), from the same country?",vanilla,0,1-hop,2026-08-21,True,The answer accurately reflects the information provided in the retrieved contexts without introducing external facts.,1583,2026-08-20,True,"The answer states that only Starter for 10 is identified as British and The Urethra Chronicles' country is not specified, which matches the contexts.",1085
"Which film has the director who was born earlier, Angélique, Marquise Des Anges or That Man George?",vanilla,0,3+-hop,2026-08-21,True,All claims about the directors and the missing birth dates are accurately supported by the retrieved contexts.,1217,2026-08-20,True,The answer only makes claims verifiable from the contexts and does not add unsupported information.,952
"Who lived longer, George F. Sowers or Henrietta Amelia Leeson?",vanilla,0,1-hop,2026-08-21,False,"The claim that Henrietta Amelia Leeson lived longer is not supported by the provided context, which shows both lived approximately 75 years without sufficient precision to determine who lived longer.",2053,2026-08-20,True,"All claims regarding their birth and death years, ages, and the uncertainty due to Leeson's unknown full birth date are supported by the retrieved contexts.",1498
Did Mitch Brian and Harry Kent (Cyclist) share the same nationality?,vanilla,0,1-hop,2026-08-21,True,All facts stated in the answer are fully supported by the provided contexts.,1144,2026-08-20,True,Both Mitch Brian's American nationality and Harry Kent's New Zealand nationality are directly stated in the retrieved contexts.,855
"Which film has the director who died later, Waiting For The Hearse or The Seventh Sword?",vanilla,0,3+-hop,2026-08-21,True,The answer accurately cites the directors from the contexts and correctly notes that their death dates are missing.,967,2026-08-20,True,The answer accurately states that the directors and their death dates are not provided in the retrieved contexts.,723
Who is Princess Elizabeth Of Greece And Denmark's maternal grandfather?,vanilla,0,2-hop,2026-08-21,True,The answer accurately reflects that the retrieved contexts name her mother as Grand Duchess Elena Vladimirovna of Russia but do not state her maternal grandfather.,981,2026-08-20,True,The answer correctly notes that the contexts do not provide information about her maternal grandfather and only mention her mother.,767
What is the place of birth of Dianne Bentley's husband?,vanilla,0,2-hop,2026-08-21,True,"The answer accurately identifies Dianne Bentley's husband as Robert J. Bentley and states his birthplace as Columbiana, Alabama, both of which are directly supported by the contexts.",1610,2026-08-20,True,"The answer is directly supported by the context, which states Robert J. Bentley was born in Columbiana, Alabama.",1272
What nationality is Sukhumala Marasri's father?,vanilla,0,2-hop,2026-08-21,True,"The answer accurately states that King Mongkut is identified as the father in the context, but his nationality is not provided.",1231,2026-08-20,True,The answer correctly observes that King Mongkut is identified as the father but his nationality is not stated in the retrieved contexts.,907
"Which magazine was founded first, Racing Toward Diversity or Lo Scolaro?",vanilla,0,1-hop,2026-08-21,True,All facts and citations in the answer are fully supported by the retrieved contexts.,1248,2026-08-20,True,Both foundation dates are explicitly stated in the retrieved contexts.,1017
"Which film was released earlier, Smiles Of A Summer Night or Two Idiots In Hollywood?",vanilla,0,1-hop,2026-08-21,True,All claims about the release years and comparison are directly supported by the context.,1021,2026-08-20,True,Both release years are explicitly stated in the retrieved contexts.,692
Did Charles Robinson (Raf Airman) and Terri Hooley share the same nationality?,vanilla,0,1-hop,2026-08-21,True,The answer accurately reflects the provided context and correctly notes the absence of information regarding Terri Hooley.,1005,2026-08-20,True,The answer only uses information present in the contexts and correctly states that Terri Hooley's nationality is not provided.,702
Do both films All Souls (Film) and Atomised (Film) have the directors from the same country?,vanilla,0,3+-hop,2026-08-21,True,"All factual claims are fully supported by the retrieved contexts, which mention the directors of both films but omit their nationalities.",1571,2026-08-20,True,The answer only uses retrieved context and correctly states that the directors' nationalities are not provided so the question cannot be answered.,1164
Where was the director of film Death Of A Friend born?,vanilla,0,2-hop,2026-08-21,True,The answer correctly identifies from [2W-045-P04] that Franco Rossi directed the film and accurately states that his birth location is not mentioned in the context.,1925,2026-08-20,True,"All claims in the answer are supported by the retrieved contexts, which do not provide the director's birthplace.",1615
Who is the spouse of the director of film Fire-Eater (Film)?,vanilla,0,2-hop,2026-08-21,True,The answer accurately states the director identified in the context and correctly notes that information regarding her spouse is absent.,849,2026-08-20,True,The answer only discusses what is present and what is not present in the retrieved contexts without making unsupported claims.,568
"Which film has the director born later, No Dough Boys or The Punch And Judy Man?",vanilla,0,3+-hop,2026-08-21,True,"Every claim in the answer is directly supported by the retrieved contexts, which correctly note the directors of both films and the absence of their birth dates.",1153,2026-08-20,True,The answer only uses supported facts from the contexts and correctly notes the lack of information about the directors' birth dates.,854
Are Saks Fifth Avenue and Warburg Pincus located in the same country?,vanilla,0,1-hop,2026-08-21,True,All factual statements in the answer are directly supported by the retrieved contexts.,1311,2026-08-20,True,"Both Saks Fifth Avenue and Warburg Pincus are directly described as being based in New York, United States in the retrieved contexts.",865
Are the directors of films Jaco (Film) and Half A Bride both from the same country?,vanilla,0,3+-hop,2026-08-21,True,All factual statements made in the answer accurately reflect the provided contexts.,1494,2026-08-20,True,The answer correctly states that the contexts do not specify the directors’ nationalities and limits its claims to what is supported.,1175
"Which film has the director who died earlier, My Husband'S Other Wife or ¡Que Viene Mi Marido!?",vanilla,0,3+-hop,2026-08-21,True,The answer accurately states the directors provided in the context and correctly points out that their death dates are missing.,867,2026-08-20,True,The answer only makes claims supported by the contexts and notes the missing information.,562
Are Vivicca Whitsett and Pepa (Rapper) from the same country?,vanilla,0,1-hop,2026-08-21,True,The answer accurately reflects the information in the retrieved contexts regarding the stated nationalities of both individuals.,1467,2026-08-20,True,All claims about national identity are explicitly supported by the provided contexts.,987
"Which film came out first, Je L'Ai Été Trois Fois or Tamala 2010: A Punk Cat In Space?",vanilla,0,1-hop,2026-08-21,False,Context [2W-052-P05] does not mention the release year 2002 for Tamala 2010: A Punk Cat in Space.,1473,2026-08-20,False,"The answer claims Tamala 2010: A Punk Cat in Space is from 2002, but the retrieved contexts do not mention its release year.",1030
"Which film came out first, The Happy Life or King Arthur Was A Gentleman?",vanilla,0,1-hop,2026-08-21,True,All claims and dates comparing the two films are directly supported by the retrieved contexts.,927,2026-08-20,True,The release years of both films are stated in the retrieved contexts.,619
"Which film has the director who was born earlier, Time For Loving or Un'Altra Vita?",vanilla,0,3+-hop,2026-08-21,True,"All statements are fully supported by the retrieved contexts, which do not contain the birth dates of the directors.",1127,2026-08-20,True,The answer only relies on director names given in the contexts and correctly notes the lack of birthdate information.,828
"Which film has the director born later, Monsieur Taxi or A Yiddish World Remembered?",vanilla,0,3+-hop,2026-08-21,True,The answer accurately states what is present and missing from the provided contexts without introducing ungrounded information.,977,2026-08-20,True,The answer correctly states that the birth dates of the directors are not provided in the retrieved contexts.,702
"Which film has the director who died first, The Squaw Man'S Son or Till We Meet Again (1936 Film)?",vanilla,0,3+-hop,2026-08-21,True,"All claims accurately reflect the retrieved contexts, correctly citing the directors and noting the absence of death dates.",1029,2026-08-20,True,"All claims are directly supported by the retrieved contexts, and the answer does not speculate beyond them.",710
What is the place of birth of Marie Tomášová's husband?,vanilla,0,2-hop,2026-08-21,True,All facts and citations are fully supported by the retrieved contexts.,1220,2026-08-20,True,All claims about Otomar Krejča being Marie Tomášová's husband and his place of birth are directly supported by the retrieved contexts.,881
Where did Eduardo Notari's mother die?,vanilla,0,2-hop,2026-08-21,True,The contexts confirm that Eduardo Notari's mother was Elvira Notari and that she died in Cava de' Tirreni.,1539,2026-08-20,True,"Elvira Notari, Eduardo Notari's mother, is stated to have died in Cava de' Tirreni in the retrieved context.",1232
"Who is younger, Empress Xiaoshurui or Goran Veselinovski?",vanilla,0,1-hop,2026-08-21,False,The answer makes a contradictory claim that Empress Xiaoshurui is younger than Goran Veselinovski despite citing birth dates of 1760 and 1975.,1202,2026-08-20,False,"The answer incorrectly claims Empress Xiaoshurui is younger than Goran Veselinovski, which contradicts the birth years in the contexts.",730
"Which film has the director who died earlier, A Medal For Benny or King Of Chinatown?",vanilla,0,3+-hop,2026-08-21,True,"All statements made in the answer accurately reflect the retrieved contexts, correctly citing the directors and noting the absence of their death dates.",1312,2026-08-20,True,The answer correctly states that the retrieved contexts do not provide death dates for either director and does not include unsupported claims.,754
"Which film came out earlier, Painted Post (Film) or Katka'S Reinette Apples?",vanilla,0,1-hop,2026-08-21,True,All claims regarding the release years of both films and the comparison are fully supported by the provided contexts.,1108,2026-08-20,True,All release years and film information are explicitly present in the retrieved contexts.,739
"Who was born earlier, Ela Gandhi or Sebastián Borensztein?",vanilla,0,1-hop,2026-08-21,True,All factual claims and citations are directly supported by the retrieved contexts.,1221,2026-08-20,True,Both birth dates are explicitly stated in the retrieved contexts.,939
Was Dudley Russell or Juan René Serrano born first?,vanilla,0,1-hop,2026-08-21,True,All birth dates and the conclusion that Dudley Russell was born first are fully supported by the provided contexts.,1087,2026-08-20,True,Both birth dates are explicitly stated in the retrieved contexts.,689
Are Bilthoven and Herveld both located in the same country?,vanilla,0,1-hop,2026-08-21,True,All facts in the answer regarding the locations of Bilthoven and Herveld in Dutch provinces and the Netherlands are directly supported by the context.,1335,2026-08-20,True,"Both Bilthoven and Herveld are stated to be in Dutch provinces, supporting they are both in the Netherlands.",939
Who is the spouse of the director of film The Glass Boat?,vanilla,0,2-hop,2026-08-21,True,The answer accurately states the directors identified in the context and correctly notes that their spouses are not provided.,1234,2026-08-20,True,The answer only uses information from the retrieved contexts and does not make unsupported claims.,950
What is the place of birth of the director of film A Woman'S Face (1938 Film)?,vanilla,0,2-hop,2026-08-21,True,"The answer accurately states that Gustaf Molander is named as the director in the context, but his place of birth is not provided.",1268,2026-08-20,True,The answer correctly states that the director is Gustaf Molander and that his place of birth is not provided in the retrieved contexts.,985
Are both directors of films The Princess Bride (Film) and I Never Sang For My Father from the same country?,vanilla,0,3+-hop,2026-08-21,True,All claims regarding the information present and missing in the provided contexts are accurate and supported.,2057,2026-08-20,False,"The answer makes claims about directors' nationalities that are not fully supported by the retrieved contexts, as Gilbert Cates's nationality is not explicitly stated.",1420
"Which film has the director who was born later, El Extraño Viaje or Love In Pawn?",vanilla,0,3+-hop,2026-08-21,True,The answer accurately cites the directors mentioned in the context and correctly identifies that their birth dates are not provided.,1006,2026-08-20,True,The answer only names the directors and correctly states that their birth dates are not given in the retrieved contexts.,732
Who is Charlotte Of Schaumburg-Lippe's father?,vanilla,0,2-hop,2026-08-21,True,The answer accurately identifies Charlotte of Schaumburg-Lippe's father as Prince Wilhelm Karl August of Schaumburg-Lippe as directly stated in context [2W-069-P07].,1199,2026-08-20,True,The claim that Charlotte's father is Prince Wilhelm Karl August of Schaumburg-Lippe is directly supported by context [2W-069-P07].,935
"Which film came out first, A Girl'S Folly or The Original Latin Kings Of Comedy?",vanilla,0,1-hop,2026-08-21,True,The release years for both films and the conclusion that A Girl's Folly came out first are fully supported by the contexts.,1151,2026-08-20,True,Both release years and films are mentioned in the provided contexts.,793
"Who was born later, Borys Karnicki or Admir Velagić?",vanilla,0,1-hop,2026-08-21,True,The answer accurately reflects the birth dates and comparison provided in the retrieved contexts.,844,2026-08-20,True,Both birth dates and the comparison are explicitly supported by the retrieved contexts.,535
Are Paula Arundell and Trent Grimsey both from the same country?,vanilla,0,1-hop,2026-08-21,True,Both Paula Arundell and Trent Grimsey are explicitly identified as Australian in the provided contexts.,1238,2026-08-20,True,Both individuals are explicitly identified as Australian in the retrieved contexts.,901
Where did Hal Steinbrenner's father die?,vanilla,0,2-hop,2026-08-21,True,"The answer is directly supported by the context which states that Hal Steinbrenner's father, George Steinbrenner, died in his Tampa home.",1254,2026-08-20,True,The claim that George Steinbrenner died in his Tampa home is directly supported by [2W-073-P02].,1017
"Who is older, Oreste Scalzone or John Dugard?",vanilla,0,1-hop,2026-08-21,True,All facts and birthdates comparing Oreste Scalzone and John Dugard are directly supported by the retrieved contexts.,1299,2026-08-20,True,Both birth dates are present in the contexts and the comparison is accurate.,1000
"Which film has the director who was born first, The Millionaire'S Double or The Groundstar Conspiracy?",vanilla,0,3+-hop,2026-08-21,True,The answer accurately states that the retrieved context identifies the two directors but does not provide their birth dates to determine who was born first.,1560,2026-08-20,True,The answer correctly states that the required information is missing from the retrieved contexts.,1236
"Which film was released earlier, Navavadhu or The January Man?",vanilla,0,1-hop,2026-08-21,True,"All facts, release years, and requirement citations are fully supported by the retrieved contexts.",1540,2026-08-20,True,Both release years are explicitly stated in the contexts and support the comparative claim.,1312
"Where did Frederick, Hereditary Prince Of Baden-Durlach's father die?",vanilla,0,2-hop,2026-08-21,True,The answer accurately reflects the information about Charles III William's death provided in the retrieved contexts.,1351,2026-08-20,True,The answer derives the death location 'Karlsruhe' for Charles III William directly from the retrieved context [2W-077-P03].,850
"Which film has the director who is older, Heremias or S.P.Q.R.: 2,000 And A Half Years Ago?",vanilla,0,3+-hop,2026-08-21,True,The answer accurately reflects the provided contexts and correctly notes that the directors' ages or birth dates are missing.,1857,2026-08-20,True,The answer only restates what is in the contexts and correctly notes the lack of age information.,1369
"Were both Pietro Salini and Domenico Ravenna, born in the same place?",vanilla,0,1-hop,2026-08-21,True,"All statements accurately reflect the provided contexts, correctly noting Salini's birthplace and Ravenna's lack of birthplace information.",1057,2026-08-20,True,The answer only uses information found in the contexts and doesn't add unsupported details.,718
"Which film has the director born earlier, Street Of No Return or Stage Door?",vanilla,0,3+-hop,2026-08-21,False,"The contexts do not contain Samuel Fuller's birth date, so the claim that Stage Door has the earlier-born director cannot be verified.",1345,2026-08-20,False,"No birth date for Samuel Fuller is in the contexts, so a comparison is not supported.",844
"Which film has the director who died first, Sons Of Bitches or Di Che Segno Sei??",vanilla,0,3+-hop,2026-08-21,True,The answer accurately summarizes the directors listed in the context and correctly identifies that their dates of death are not provided.,1340,2026-08-20,True,"All claims made in the answer are directly supported by the retrieved contexts, which state the directors but do not provide death dates.",941
"Which magazine came out first, Sri Ramakrishna Vijayam or Tait'S Edinburgh Magazine?",vanilla,0,1-hop,2026-08-21,True,All facts and cited dates in the answer are directly supported by the retrieved contexts.,1361,2026-08-20,True,The answer accurately reflects the publication years provided in the contexts for both magazines.,1120
"Which film has the director who died earlier, Here Is The Beauty or Whirl Of Youth?",vanilla,0,3+-hop,2026-08-21,True,The answer accurately cites the directors from the context and correctly states that their death dates are not provided.,1054,2026-08-20,True,The answer only makes claims supported by the contexts and does not add extra details.,731
"Who is older, Artyom Novichonok or Lyubov Kiryukhina-Tsyoma?",vanilla,0,1-hop,2026-08-21,True,All facts and citations are fully supported by the retrieved contexts.,1249,2026-08-20,True,Both birthdates are explicitly stated in the retrieved contexts.,958
Who was born first out of Andrea Di Vito and Barbara Fairchild?,vanilla,0,1-hop,2026-08-21,True,The answer accurately compares the birth dates given in the retrieved contexts and correctly states who was born first.,1018,2026-08-20,True,Both birth dates and the comparison are directly supported by the retrieved contexts.,710
What is the place of birth of the director of film The New Kids?,vanilla,0,2-hop,2026-08-21,True,"The answer accurately states the context confirms Sean S. Cunningham directed the film, but does not provide his place of birth.",1087,2026-08-20,True,The answer correctly states there is no information about the director's place of birth in the retrieved contexts.,842
"What is the place of birth of Rudolf Christian, Count Of East Frisia's father?",vanilla,0,2-hop,2026-08-21,True,The answer accurately identifies the father from the context and correctly states that his place of birth is not provided.,1641,2026-08-20,True,The answer correctly states that Enno III is Rudolf Christian’s father and that his place of birth is not available in the provided contexts.,1365
"Which film was released earlier, Samundi or Babilonia?",vanilla,0,1-hop,2026-08-21,False,The initial statement claiming Samundi was released earlier contradicts both the retrieved contexts and the answer's own conclusion.,1318,2026-08-20,False,"The answer incorrectly claims Samundi was released earlier, when the contexts state that Babilonia was released in 1987 and Samundi in 1992, meaning Babilonia was released earlier.",1082
Do director of film Trouble In The Glen and director of film Hennessy (Film) have the same nationality?,vanilla,0,3+-hop,2026-08-21,False,"The context does not indicate that the directors have different nationalities, making the claim that they do unsupported.",1164,2026-08-20,False,"The answer adds information not found in the contexts regarding the nationality of the directors; the contexts only specify the films are British, not the directors' nationalities.",747
"Who was born earlier, Denis Rogers or Zelma Wilson?",vanilla,0,1-hop,2026-08-21,True,Both birth dates and the resulting comparison are directly supported by the retrieved contexts.,1109,2026-08-20,True,Both birth dates and their sources are directly supported by the contexts.,763
"Which film has the director born first, Escape From The Dark or Bulundi?",vanilla,0,3+-hop,2026-08-21,True,The answer accurately cites the directors from the retrieved context and correctly states that their birth dates are missing.,1415,2026-08-20,True,All factual claims are directly supported by the retrieved contexts and do not introduce information not present in the contexts.,952
"Which film has the director who died later, The Heart Of Nora Flynn or A Vanished World?",vanilla,0,3+-hop,2026-08-21,True,The answer accurately states that the retrieved contexts do not provide death dates for the directors of either film.,1208,2026-08-20,True,The answer accurately states that director death dates are not provided in the retrieved contexts.,881
Are Trenton Aerodrome and Mackenzie Airport both located in the same country?,vanilla,0,1-hop,2026-08-21,True,All claims regarding the locations of Trenton Aerodrome and Mackenzie Airport are directly supported by the retrieved contexts.,798,2026-08-20,True,Both aerodromes are stated in the contexts to be in different provinces of Canada.,523
"Which film has the director born first, Free Hand For A Tough Cop or Man'S Favorite Sport??",vanilla,0,3+-hop,2026-08-21,True,All claims regarding the directors and the absence of birth date information are fully supported by the provided contexts.,1754,2026-08-20,True,The answer only cites information present in the contexts and avoids unsupported claims about birth dates.,1318
What is the place of birth of Lupe Rumazo's father?,vanilla,0,2-hop,2026-08-21,True,The answer is fully supported by the provided contexts identifying Lupe Rumazo's father and his place of birth.,2105,2026-08-20,True,"The answer is directly supported by the contexts, which state Alfonso Rumazo González is Lupe Rumazo’s father and was born in Latacunga.",1764
Are Mount Queen Mary and Curia Mountain located in the same country?,vanilla,0,1-hop,2026-08-21,False,The answer starts with 'No' which contradicts the retrieved context showing both mountains are located in Canada.,1289,2026-08-20,True,"Both Mount Queen Mary's location in Yukon, Canada and Curia Mountain's location in Alberta, Canada are directly supported by the retrieved contexts.",665
"Which film was released earlier, Robotech: The Movie or Lakeeran?",vanilla,0,1-hop,2026-08-21,True,All claims regarding the films and their release years are supported by the retrieved contexts.,929,2026-08-20,True,The answer correctly uses the provided contexts to compare release years and concludes Robotech: The Movie was released earlier.,634
"Who is younger, R. Nagarajan or Agneta Engström?",vanilla,0,1-hop,2026-08-21,True,All claims regarding their birth dates and who is younger are directly supported by the retrieved contexts.,944,2026-08-20,True,Both birth dates are directly stated in the contexts.,656
"Which film has the director who died earlier, Up In The World or Gioventù Alla Sbarra?",vanilla,0,3+-hop,2026-08-21,True,The answer accurately cites the directors from the retrieved context and correctly states that their death dates are missing.,1239,2026-08-20,True,The answer accurately reflects that the contexts do not provide the necessary death dates to answer the question.,998
Where did the composer of film Kilippattu (Film) die?,vanilla,0,2-hop,2026-08-21,True,All facts stated in the answer are directly supported by the retrieved contexts.,1692,2026-08-20,True,All factual claims about the composer and his place of death are supported by the retrieved contexts.,1326
Where did the composer of film Before Sunset study?,vanilla,0,2-hop,2026-08-21,True,All claims made in the answer are accurately supported by the retrieved contexts.,1313,2026-08-20,True,All claims in the answer are directly supported or limited by the provided contexts.,904
"Which film has the director who died later, Farewell, My Beautiful Lady or Night 'N' Gales?",vanilla,0,3+-hop,2026-08-21,True,The answer accurately identifies the directors from the provided context and correctly states that their dates of death are not given.,1177,2026-08-20,True,The answer only uses information from the retrieved contexts and does not add unsupported claims.,883
Does Éric Ruf have the same nationality as Jean Léonard Marie Poiseuille?,vanilla,0,1-hop,2026-08-21,True,Every claim in the answer is directly supported by the retrieved contexts.,935,2026-08-20,True,Both Éric Ruf and Jean Léonard Marie Poiseuille are identified as French in the retrieved contexts.,646
Where was the founder of university Vermont Studio Center born?,vanilla,0,2-hop,2026-08-21,True,The answer accurately reflects the information in the provided context and correctly states that the birthplace is not mentioned.,1001,2026-08-20,True,The answer correctly states that the birthplaces of the Vermont Studio Center founders are not provided in the retrieved contexts.,628
Are Marib Airport and Lee County Airport (Virginia) both located in the same country?,vanilla,0,1-hop,2026-08-21,True,All claims are directly supported by the retrieved contexts.,874,2026-08-20,True,Both airport locations are explicitly stated in the contexts provided.,585
What is the place of birth of the performer of song Heaven (Namie Amuro Song)?,vanilla,0,2-hop,2026-08-21,True,All claims regarding the performer of 'Heaven' and her birthplace are directly supported by the cited contexts.,1823,2026-08-20,True,"Both the identification of Namie Amuro as the performer and her birthplace being Naha, Okinawa, Japan are directly supported by the provided contexts.",1531
Where did Shivaji Ii's father die?,vanilla,0,2-hop,2026-08-21,True,All facts regarding Shivaji II's parentage and the place of Rajaram I's death are directly supported by the retrieved contexts.,1509,2026-08-20,True,"The contexts state that Rajaram I, Shivaji II’s father, died in Sinhagad.",819
