query,pipeline,repeat,query_type,judged_on,gemini_faithful,gemini_reason,gemini_tokens,gpt41_faithful,gpt41_reason,gpt41_tokens
"In approach mode, if a pilot override disconnects the autopilot, what guidance-source context and mode-transition details must the flight data recorder capture?",graphrag-ppr,0,2-hop,2026-08-20,True,All claims are fully grounded in and supported by the retrieved requirement contexts.,2473,True,"Every claim regarding pilot override, disengagement, FDR recording, guidance source in approach, and missed-approach trigger is directly supported by the retrieved requirements.",1683
"How is an uplinked flight plan modification protected if cryptographic keys are zeroised, and what verification demonstrates the data link goes safely OFF afterward?",graphrag-ppr,0,2-hop,2026-08-20,True,"All factual statements about uplinked flight plan modifications, CDL encryption, zeroisation behavior, and verification procedures are directly supported by the retrieved contexts.",2871,True,"All claims regarding CDL link protection, zeroise behavior, test verification, and operator confirmation are supported by the retrieved contexts; the answer notes absence of requirements about already",1659
Will the GNSS receiver maintain operation and preserve sensor state and pointing through a 50 ms Category Z power interruption using essential-bus hold-up energy?,graphrag-ppr,0,2-hop,2026-08-20,True,"All claims in the answer are accurately supported by the retrieved contexts, correctly distinguishing between GNSS and PMC requirements.",2159,True,"All claims are strictly grounded in the retrieved contexts; only the PMC is stated to preserve sensor state and pointing, not the GNSS receiver.",1586
Under what fine-align and GPS-fix conditions will the INS enter NAV so GNSS velocity can support the autopilot’s ±0.5° track-hold requirement?,graphrag-ppr,0,2-hop,2026-08-20,True,All factual claims and citations are directly supported by the retrieved contexts.,2254,True,"All claims about the conditions for INS entering NAV, GPS fix requirements, and link to autopilot track-hold are supported by the retrieved contexts.",1629
"How is the power subsystem’s APU load-transfer command sequence validated across sea-level and 44,000‑ft conditions to ensure timely ready acknowledgement before transfer?",graphrag-ppr,0,2-hop,2026-08-20,True,All claims are accurately supported by the provided requirement contexts.,2655,True,"All claims about validation sequence, timing, test procedures, and load transfer process are directly supported by cited requirements in the retrieved contexts.",1647
"How does the command-validation discipline ensure unauthenticated, replayed, stale, or out-of-sequence ground commands are rejected before reaching the flight control laws?",graphrag-ppr,0,2-hop,2026-08-20,True,"All claims in the answer regarding CDL and FCC command validation, authentication, sequence checking, and verification are directly supported by the retrieved contexts.",3363,True,"All claims about authentication, replay, staleness, sequence checks, and verification are directly supported by the retrieved requirements.",2226
How are the notch filters on inertial measurements derived from validated ground-vibration modal data and then verified before flutter-clearance flight testing?,graphrag-ppr,0,2-hop,2026-08-20,True,"All factual claims, parameter values, and requirement citations are directly supported by the retrieved contexts.",2278,True,"All claims about derivation from validated GVT modal data, filter implementation, parameter values, frequency-response verification, and in-flight confirmation are directly supported by the retrieved ",1556
What flight-test evidence demonstrates that hybrid-navigation accuracy supports the FMS’s enroute RNP lateral-guidance containment target when GPS/SBAS is available?,graphrag-ppr,0,2-hop,2026-08-20,True,All claims and requirement citations in the answer are directly supported by the provided contexts.,2767,True,"Every claim in the answer is directly supported by the retrieved contexts, especially [NAV-034], [NAV-006], [FMS-012], [AUTO-017], [GPS-015], and [INS-022].",1914
"During an MBIT firmware update, how should invalid or expired signature detection drive FMS mode transition and allowable navigation capability?",graphrag-ppr,0,2-hop,2026-08-20,True,"The answer is fully supported by the retrieved contexts, accurately citing the requirements and correctly identifying the limitations of the provided text regarding MBIT firmware updates.",2443,False,"The answer makes claims about MBIT firmware updates and expired signature handling that are not explicitly supported by the retrieved requirements, which only define database integrity and loadable da",1948
"Can payload sensor health and pointing data reach the GCS with mode-change telemetry within 200 ms, given return-link aggregation and payload status publication rates?",graphrag-ppr,0,2-hop,2026-08-20,True,All factual statements and inferences are fully supported by the provided requirements.,2550,True,All claims in the answer are supported by the retrieved requirements and their cited publication rates and latencies.,1706
"When the PMC is qualified to the specified DO-160G environment and EMC limits, what GNSS frequencies and constellations must remain operable without interference via DLNK coexistence?",graphrag-ppr,0,2-hop,2026-08-20,True,All statements and requirement citations are fully supported by the retrieved contexts.,2577,True,All listed GNSS frequencies and constellations are directly supported by GPS-009 and the coexistence requirements are supported by PLD-027 and DLNK-017.,1759
"How is a suspected GPS spoofing event detected in the inertial filter, handled in navigation fusion, and propagated to security monitoring and logging?",graphrag-ppr,0,2-hop,2026-08-20,True,"All claims regarding detection, fusion handling, security monitoring, and logging are directly supported by the retrieved contexts.",2790,True,All factual claims are directly supported by the retrieved contexts via requirement references and summaries.,1656
"During a 50 ms Category Z primary-power interruption, how does the specified essential-bus hold-up provision ensure both the INS and FCC remain continuously operational?",graphrag-ppr,0,2-hop,2026-08-20,True,"All claims regarding the FCC, INS, and PWR subsystem hold-up energy specifications and requirement citations are fully supported by the retrieved contexts.",2499,True,"All claims in the answer are directly supported by the retrieved contexts, including essential-bus hold-up allocation, required energy, FCC and INS operation during interruption, and the role of PWR.",1614
How is end-to-end DAA resolution coupling verified from intruder-profile injection through RA arming to autopilot engagement and correct rate-limited manoeuvre execution timing?,graphrag-ppr,0,2-hop,2026-08-20,True,"All claims regarding DAA resolution coupling verification, requirements, latency, and HIL test procedures are fully supported by the retrieved contexts.",2692,True,All claims in the answer are supported by specific requirement IDs and details explicitly present in the retrieved contexts.,1755
"If navigation flags spoofed GPS or INS inputs and deweights them, how is the resulting cyber incident prioritized by emergency management and what operator action follows?",graphrag-ppr,0,2-hop,2026-08-20,True,All claims in the answer are completely supported by the provided requirements.,2541,True,Every factual claim in the answer is supported or explicitly negated by the retrieved requirements.,1645
"For maintenance-only external GNSS aiding used to reduce TTFF after storage, what operator authentication must be completed first, and where is it enforced?",graphrag-ppr,0,2-hop,2026-08-20,True,"All claims regarding operator authentication requirements, multi-factor details, and enforcement ports are fully supported by the retrieved contexts.",2282,True,"Every factual claim about operator authentication (multi-factor), its enforcement at maintenance ports, and specific authentication methods is supported by SEC-015, GCS-008, FCC-044, and GPS-029.",1556
"If external GNSS aiding is invoked through maintenance, what authentication and which maintenance interface requirements govern using the APM ground-maintenance port?",graphrag-ppr,0,2-hop,2026-08-20,True,"All factual claims regarding authentication requirements, interface specifications, and context limitations are fully supported by the provided text.",2230,True,"All claims about authentication and APM maintenance interface requirements are supported by GPS-029, SEC-015, and APM-029, and the answer appropriately notes that explicit routing via the APM port is ",1652
"If primary aircraft power drops out for 50 ms, how do the FCC hold-up requirement, essential-bus energy provision, and GNSS ride-through capability align?",graphrag-ppr,0,2-hop,2026-08-20,True,All statements and requirement citations are fully supported by the provided contexts.,3019,True,"All claims about FCC, PWR, GNSS receiver requirements and specific interruption durations are supported by the retrieved requirement contexts.",1829
"When an uplinked flight-plan change is received, what operator-confirmation workflow and full-diff display are required before activation, and what record must be stored afterward?",graphrag-ppr,0,2-hop,2026-08-20,True,"All statements regarding the two-step confirmation, full-diff display, and FDR logging with timestamp and operator ID are directly supported by HMI-037, FMS-022, and FDR-012.",2164,True,"All claims about operator confirmation workflow, full-diff display, and post-activation record are directly stated in the retrieved contexts.",1484
"During the fault-injection mode-transition test, when battery-only operation is entered after generator and APU failures, which loads must remain powered and which bus ties must change state?",graphrag-ppr,0,2-hop,2026-08-20,True,"All factual claims regarding load retention, bus tie transitions, and mode transition logic are directly supported by EPS-006, EPS-011, EPS-024, and PWR-032.",2784,True,"All claims about load retention (P1+P2), bus tie actions, and mode-entry conditions are directly stated in or clearly inferred from the retrieved requirements.",1957
"For operator fuel commands sent over the data link, what encryption/authentication scheme and key-rotation rule must the interface comply with?",graphrag-ppr,0,2-hop,2026-08-20,True,"All claims regarding encryption, authentication, freshness checks, and key-rotation rules are directly supported by the retrieved requirements.",2499,True,"All encryption, authentication, and key-rotation claims in the answer are explicitly supported by CDL-012, SEC-010, CDL-013, and SEC-009 in the retrieved contexts.",1929
"In the 60-minute HIL recorder coverage check, how is compliance shown for the autopilot mode parameter sourced from the autopilot annunciation output at 2 Hz?",graphrag-ppr,0,2-hop,2026-08-20,True,"All factual claims are supported by the retrieved contexts, and the answer accurately notes that no specific test requirement exists for the 60-minute check itself.",2618,True,"Every claim in the answer is directly supported by requirements FDR-016 and AUTO-031, with correct parameter, rate, source, and HMI display linkage; the absence of a named test method is correctly not",1850
How does the FCC’s 1 Hz BIT status reporting drive both FDR health-record storage and the BIT subsystem’s consolidated health-status publication?,graphrag-ppr,0,2-hop,2026-08-20,True,All factual statements and requirement citations in the answer are accurately supported by the retrieved contexts.,2763,True,"All claims derive directly from the retrieved requirement contexts regarding FCC 1 Hz BIT reporting, FDR storage, and BIT subsystem aggregation and publication.",1891
"Which essential-bus LRUs, including the data link, must continue operating through a 50 ms Category Z interruption, and how is that verified?",graphrag-ppr,0,2-hop,2026-08-20,True,"All listed LRUs, power parameters, and DO-160G Section 16 Category Z verification test details are directly supported by the retrieved contexts.",2648,True,"All claims—about LRUs, ride-through requirement, data link specifics, hold-up energy, and relevant verification methods—are supported by the provided contexts.",1598
"When generator loss is induced on the iron-bird, which loads must drop during the transition to single-generator operation while flight-critical buses stay powered within limits?",graphrag-ppr,0,2-hop,2026-08-20,True,All statements and requirement citations in the answer are directly supported by PWR-006 and PWR-034 in the retrieved contexts.,2476,True,"All claims about load shedding, bus energisation, timing, and test verification are directly supported by PWR-006 and PWR-034; lack of specifics about the Load_Shed_Priority table is acknowledged.",1760
"During a single-engine-out event, what automatic detection, rudder-trim, and crew alerting sequence supports altitude hold with the remaining engine at 95% power?",graphrag-ppr,0,2-hop,2026-08-20,True,"All claims in the answer accurately summarize the detection, rudder trim, alerting, and altitude hold requirements directly supported by the retrieved contexts.",1767,True,"All technical claims about detection timing, rudder trim, crew alerting, and autopilot altitude hold with 95% power are supported by the cited requirements in the retrieved contexts.",1251
"After the command link is lost, what warning and command inhibit must the GCS provide while the aircraft returns to the current authenticated rally point?",graphrag-ppr,0,2-hop,2026-08-20,True,"All claims regarding GCS operator warnings, command inhibition, and rally point handling are fully supported by the provided contexts.",2052,True,"Both the warning and command inhibit during LOST_LINK are explicitly required by GCS-007, and the RTB and rally point details are fully supported by AUTO-022 and EMS-015.",1386
"On Stratos-7, how does the thrust-to-surface coordination logic at high N1 support compliance with the N1 reserve limit during takeoff and emergency power?",graphrag-ppr,0,2-hop,2026-08-20,True,All statements and requirement citations in the answer are fully supported by the retrieved contexts.,2238,True,"All claims about N1 reserve limits, pitch-rate reduction, and FCC logic are directly supported by the retrieved contexts.",1642
"How do lateral-guidance accuracy requirements constrain autopilot roll and throttle targets through the FCC flight-control command limits across enroute, terminal, and approach phases?",graphrag-ppr,0,2-hop,2026-08-20,True,All factual statements and requirement citations in the answer are accurately supported by the retrieved contexts.,3608,True,"Every claim in the answer is explicitly supported by the retrieved requirements, with direct citations and clear statements of what is and is not known from the available context.",2385
"How would the 60-minute HIL data review confirm the recorder captures BIT fault information from the mandatory parameter set, given the subsystem’s published health-status message details?",graphrag-ppr,0,2-hop,2026-08-20,True,"All claims are strictly supported by the retrieved contexts, and unmentioned procedural specifics are properly identified as absent.",2885,True,"All claims in the answer are supported by the retrieved requirements, with explicit caveats noted where context is missing.",2070
"Does the flight-plan upload path use the same public-key signature controls as field firmware updates over MBIT, including GCS countersignature and rejection of invalid, expired, or revoked loads?",graphrag-ppr,0,2-hop,2026-08-20,True,"All claims are accurately grounded in the provided requirements context, including the explicit note on what the text does and does not state.",3060,True,"All claims about public-key signature scheme, countersignature, and rejection criteria are directly supported by the retrieved requirements, with correct references to SEC-022 and SEC-020; MBIT is not",2154
"How do the data link crypto module and key-retention requirements support authenticated autonomous autopilot mode engagements, particularly for exceptions like DAA Resolution and RTB?",graphrag-ppr,0,2-hop,2026-08-20,True,"All claims are accurately supported by the provided requirement contexts, correctly noting the absence of explicit key-retention requirements.",3077,True,"All claims about authentication, encryption, operator/autonomous engagement, and key rotation are supported by the retrieved contexts; the answer does not assert unsupported key retention detail.",2020
How are the inertial-measurement structural-notch filters validated using ground-vibration data and in-flight flutter testing to show adequate damping through the required flutter-clearance margin?,graphrag-ppr,0,2-hop,2026-08-20,True,"All factual claims, requirement cross-references, and verification steps are directly supported by the retrieved contexts.",2730,True,"All claims are directly supported by the retrieved contexts, covering derivation from GVT, filter verification via analysis, and confirmation in in-flight flutter tests with the required margin.",1957
"For the flight data recorder’s mandatory engine-parameter logging, which engine status message fields must be captured, and at what recorder rate versus publication rate?",graphrag-ppr,0,2-hop,2026-08-20,True,"All statements regarding the FDR recording rate, publication rate, and the absence of the complete ENG_STATUS_MSG field list table are fully supported by the retrieved contexts.",2417,True,"The answer correctly states the recorder and publication rates as specified, notes the field list is not fully available in the context, and only lists engine parameters mentioned as monitored, not as",1855
"For authenticated in-flight mode changes, how do the message authentication methods and key-rotation policy align with the Link 16 terminal’s approved crypto module and 30-day key storage?",graphrag-ppr,0,2-hop,2026-08-20,True,All factual claims made in the answer are strictly supported by the provided requirement contexts.,3002,True,"All claims are grounded in the retrieved requirements, including authentication methods, key rotation, and the Link 16 terminal’s approved crypto module and 30-day key storage, with explicit flagging ",2000
"For civil Nimbus-C3 operations, what SBAS processing capability is required for the INS to achieve the SORA OC-3 containment volume navigation performance?",graphrag-ppr,0,2-hop,2026-08-20,True,"All claims regarding the OC-3 containment volume, INS position accuracy, and DO-229F SBAS processing requirements are directly supported by the retrieved contexts.",2456,True,All factual claims are directly supported and traceable to the retrieved contexts.,1715
"For ground-maintenance fault-injection commands sent from BIT to the power subsystem, what operator authentication must be completed first, and by what login method?",graphrag-ppr,0,2-hop,2026-08-20,True,All statements and requirement references are fully supported by the retrieved contexts.,2104,True,All claims regarding operator authentication and login methods are directly supported by the retrieved contexts.,1420
How is the FCC’s 100 ms debounced weight-on-wheels input behavior verified on DAL-A platforms under a single landing-gear sensor fault?,graphrag-ppr,0,2-hop,2026-08-20,True,The answer accurately summarizes the retrieved landing-gear requirements and correctly states that the verification method for this specific case is not present in the provided contexts.,2036,True,All claims are explicitly supported by the retrieved contexts and do not introduce unsupported details.,1528
"Given the SAR’s EMC coexistence with the CDL, which GNSS bands and constellations must remain trackable on Stratos-7, AeroLynx-X2, and Nimbus-C3?",graphrag-ppr,0,2-hop,2026-08-20,True,"All statements regarding the required GNSS constellations, bands, platforms, and EMC coexistence relations are fully supported by the retrieved contexts.",2677,True,"All claims about GNSS bands and constellations trackable per platform are directly supported by [GPS-009], and EMC coexistence details are grounded in [SAR-017] and [CDL-024].",1884
"Which flight-control computer display behavior is validated by the HMI verification requirement through the linked display logic reference, and what upstream cockpit interface requirement does it trace back to?",graphrag-ppr,0,3+-hop,2026-08-20,True,"All claims regarding FCC-029, HMI-015, HMI-004, and the verification scope in HMI-220 are fully supported by the retrieved contexts.",2299,True,"All details about the display of FCC authority margin on the PFD, its grounding in HMI-015 and FCC-029, the upstream PFD interface requirement HMI-004, and the absence of a dedicated verification entr",1602
"Which flight control requirement is ultimately traced from the referenced air data requirement through the intermediate air data dependency, and how does that end-to-end linkage propagate across the ADS–FCC boundary?",graphrag-ppr,0,3+-hop,2026-08-20,True,"All claims are strictly supported by the retrieved contexts, correctly acknowledging that the complete end-to-end trace to an FCC requirement is not present in the provided text.",2948,True,All claims in the answer are directly supported by the retrieved contexts without adding unsupported details or requirement IDs.,1951
"Which flight-control capability traces through the security and ground-control requirements to ultimately satisfy the aircraft power-management requirement, and what intermediate constraints must be met end-to-end?",graphrag-ppr,0,3+-hop,2026-08-20,True,All statements and requirement references in the answer are accurately grounded in the provided contexts.,3090,True,"Every claim in the answer is directly traceable to at least one of the retrieved requirements, and does not introduce unsupported details.",2252
Which flight dynamics verification requirement traces through navigation references to the downstream navigation requirement governing the related guidance behavior?,graphrag-ppr,0,3+-hop,2026-08-20,True,"All requirement IDs, content descriptions, and traceable relationships mentioned in the answer are accurately grounded in the retrieved contexts.",2583,True,"All claims about requirement IDs, their references, and trace relationships are supported by the retrieved contexts.",1842
Which human-machine interface requirement ultimately traces back to the autonomous control behavior through the security and energy management requirements?,graphrag-ppr,0,3+-hop,2026-08-20,True,The answer accurately reflects the contents of the retrieved requirements and correctly identifies that the full trace described in the question cannot be established from the provided context.,2599,True,The answer accurately reflects the retrieved contexts and does not add unsupported claims.,1729
"Which flight-control built-in test requirement traces through security constraints to the autopilot mode behavior, and what security requirement is referenced at both ends of that chain?",graphrag-ppr,0,3+-hop,2026-08-20,True,The answer accurately reflects the contents and limitations of the retrieved contexts without hallucinating missing chain links.,2370,True,All claims in the answer are directly supported by the provided contexts and do not add unsupported information.,1636
"Which command-and-data handling requirement ultimately supports the ground control system need, through the intermediate command/data link allocations and lower-level decomposition?",graphrag-ppr,0,3+-hop,2026-08-20,True,"All claims regarding the requirements (GCS-022, CDL-030, GCS-034, CDL-033, and FCC-007) and their trace relationships are fully supported by the retrieved contexts.",2975,True,All claims in the answer are supported and directly trace the requirements' decomposition path as evidenced in the retrieved contexts.,1927
"Which power-system verification evidence traces through the referenced power-management analysis to the flight design rationale, and what upstream electrical requirement does it ultimately substantiate?",graphrag-ppr,0,3+-hop,2026-08-20,True,"All facts, requirement IDs, and trace relationships cited in the answer are strictly supported by the retrieved contexts.",2682,True,"All claims about verification evidence, requirement tracing, and requirement contents are supported by the retrieved contexts; the absence of an explicit rationale or analysis artifact is noted and ac",1802
"How does the ground control requirement ultimately propagate through autonomy and energy management to the flight data recorder, and what recorder behavior is required as a result?",graphrag-ppr,0,3+-hop,2026-08-20,True,"All claims are accurately grounded in the retrieved context, and the limitations regarding missing requirements are correctly identified.",2770,True,"All claims in the answer are substantiated explicitly or via light inference from the retrieved requirements, and it notes where detail is missing due to retrieval limits.",1765
Which built-in test function traces through flight control computer requirements to the EMS requirement ultimately supported by the referenced downstream control logic?,graphrag-ppr,0,3+-hop,2026-08-20,True,"The answer accurately states that the retrieved contexts do not provide the requested trace, and all cited details are fully supported by the text.",2247,True,The answer only uses details in the retrieved contexts and does not fabricate any trace or unsupported claims.,1631
"Which flight control software requirement ultimately traces through detailed design to the flight data recording requirement for timestamped fault-event capture, and what intermediate control and recorder requirements connect them?",graphrag-ppr,0,3+-hop,2026-08-20,True,"All claims regarding INS-015, FDR-018, FCC-012, and FDR-008 are fully supported by the retrieved contexts.",2422,True,"All claims are directly supported by retrieved requirements [INS-015], [FDR-018], [FCC-012], and [FDR-008], with no extraneous detail or incorrect inference.",1631
How does the thermal control architecture referenced by the initial avionics power requirement ultimately constrain the downstream avionics power requirement reached at the end of the trace chain?,graphrag-ppr,0,3+-hop,2026-08-20,True,"All claims regarding TCS scope, platform applicability, bay temperature limits, datalink power and cooling, and load shedding priorities are fully supported by the retrieved contexts.",3080,True,All factual claims in the answer are directly supported by the retrieved contexts with cited requirement references.,2037
"How does the payload’s structural interface flow down through the data link and command/telemetry link into the communications subsystem, and what end-to-end constraints must remain consistent?",graphrag-ppr,0,3+-hop,2026-08-20,True,All claims in the answer are fully supported by and accurately derived from the provided requirement contexts.,4108,True,All claims in the answer are traceable to or appropriately caveated by the retrieved requirements and do not add unsupported details.,2689
"Which command/data link capability ultimately satisfies the ground control system requirement through the referenced flight control computer functions, and how is that end-to-end trace established?",graphrag-ppr,0,3+-hop,2026-08-20,True,"All claims regarding the CDL command-routing capability, interface traces, latency requirements, and verification are directly supported by the retrieved contexts.",2927,True,Every claim in the answer is supported or directly inferred from the retrieved contexts; the stepwise trace and requirement references are explicitly documented.,1906
"How does the GPS requirement trace through inertial navigation to the downstream GPS dependency and back into INS, and what end-to-end dependency does that establish?",graphrag-ppr,0,3+-hop,2026-08-20,True,"All claims, requirement traces, and interface details are fully supported by the retrieved contexts.",2917,False,The answer introduces a dependency chain (INS-043 → GPS-030 → GPS-013) and explanations about timing mismatches and EKF specifics not explicitly stated in the retrieved contexts.,2294
"How does the flight control computer’s referenced requirement propagate through flight data recording and navigation logic to the underlying GPS requirement, and what end-to-end behavior is mandated?",graphrag-ppr,0,3+-hop,2026-08-20,True,"All factual claims, requirement cross-references, and identified gaps are fully supported by the retrieved contexts.",3535,True,"All claims in the answer are correctly traced to and supported by the retrieved requirements, with explicit gaps and unavailable content noted where the chain is incomplete.",2209
How do the navigation power allocation constraints propagate through the command/data link back into power management and ultimately affect the flight control computer interface requirements?,graphrag-ppr,0,3+-hop,2026-08-20,True,The answer accurately identifies that the retrieved contexts lack navigation power allocation constraints and faithfully describes only the supported requirements.,3509,True,Every claim is supported or properly scoped to the available contexts without introducing unsupported detail or requirement citations.,2420
Which flight control computer requirement ultimately traces the EMS command/data link interface constraint back to the originating EMS behavior requirement?,graphrag-ppr,0,3+-hop,2026-08-20,True,"All claims regarding requirements FCC-011, EMS-030, EMS-006, and FCC-010 and their trace relationships are fully supported by the retrieved contexts.",2559,True,"All claims regarding EMS-030 tracing to FCC-011, FCC-011’s authentication requirement, and EMS-006 coordination are directly supported by the retrieved contexts.",1835
Which security requirement is ultimately traceable from the initial CDL requirement through the referenced FMS and downstream CDL verification chain?,graphrag-ppr,0,3+-hop,2026-08-20,True,All claims and requirement trace links in the answer are directly supported by the provided contexts.,2486,True,"Every claim about traceability from CDL to FMS to SEC-022 is directly supported by the retrieved contexts, including cited requirement IDs and their relations.",1725
"Which structural requirement drives the payload allocation that ultimately traces to the downlink interface constraint, and how is that linkage justified across the structure, payload, and communications modules?",graphrag-ppr,0,3+-hop,2026-08-20,True,"All claims regarding the structural requirement, trace references, EMC coexistence constraints, and telemetry interface formats are directly supported by the retrieved contexts.",2922,True,"Every factual claim is traceable to the provided contexts, with explicit dependency chains and limitations stated for missing requirement text.",1948
"How does the flight control requirement trace through the data link and flight management functions to the crew interface, and what flight management behavior closes the loop?",graphrag-ppr,0,3+-hop,2026-08-20,True,"All factual claims, requirement traces, and citations in the answer are directly supported by the retrieved contexts.",2625,True,Every factual claim in the answer is directly supported by the retrieved context requirements.,1764
"Which flight-control requirement, via the pilot interface logic, ultimately traces to the navigation constraint on lateral guidance behavior?",graphrag-ppr,0,3+-hop,2026-08-20,True,"All claims, requirement references, and traceability logic in the answer are fully supported by the retrieved contexts.",2952,True,All claims are grounded in the contexts: FMS-012 defines the navigation constraint; AUTO-017 links LNAV tracking performance to FMS-012; AUTO-007 covers lateral-mode arbitration logic; FCC-032 defines,2016
Which flight control requirement ultimately depends on the upstream control architecture baseline through an intermediate derived requirement and successive referenced guidance constraints?,graphrag-ppr,0,3+-hop,2026-08-20,True,"Every claim in the answer is directly supported by the retrieved contexts, and the response accurately notes the missing information.",2442,False,The answer introduces synthesis about dependency chains and contextual explanations not literally present in the retrieved requirements.,1786
How does the APM guidance requirement trace through security and built-in test constraints into flight-control behavior and ultimately the landing subsystem requirement?,graphrag-ppr,0,3+-hop,2026-08-20,True,All claims and requirement references in the answer are fully supported by the provided retrieved contexts.,3110,True,All factual claims in the answer are directly supported by the retrieved contexts or reasonable light inference from requirement interfaces and constraints.,2296
"Through the flight control and command/data link chain into autonomy, what security requirement ultimately constrains the referenced function, and how is that trace propagated end-to-end?",graphrag-ppr,0,3+-hop,2026-08-20,True,Every claim in the answer is fully supported by and accurately derived from the retrieved context requirements.,3309,True,"All claims are supported by the referenced requirements in the contexts regarding SEC-010, SEC-003_1, FCC-011, GCS-009, SEC-012, SEC-014, CDL-003, and the trace to AUTO.AUTO-006.",1949
"Which display-level operator need ultimately traces through SAR processing and payload design to both EO/IR and radar sensing constraints, and what subsystem dependencies drive that allocation?",graphrag-ppr,0,3+-hop,2026-08-20,True,"All claims correctly cite and accurately reflect the provided requirement contexts, while appropriately noting that the specific display-level operator requirement is missing from the text.",3793,True,"Every claim about subsystem dependencies, allocation chain, sensing constraints, and EMC coexistence is explicitly supported by the retrieved contexts.",2273
"Which flight-control verification requirement traces through power constraints to the GPS interface dependency, and what end-to-end rationale links those subsystems?",graphrag-ppr,0,3+-hop,2026-08-20,True,"All claims, requirement identifiers, and trace relationships are accurately derived from PWR-018 and properly acknowledge the absence of full text for non-retrieved requirements.",2566,False,"The answer references FCC-036 and GPS-026, but their exact contents are not present in the retrieved contexts and makes claims about their roles not directly verifiable from the contexts.",1759
"Which flight computer security requirement flows through the data link to satisfy the communication subsystem requirement, and what intermediate security rationale connects them?",graphrag-ppr,0,3+-hop,2026-08-20,True,"All claims regarding SEC-010, CDL-012, CDL-003, and FCC-044/SEC-015 are fully supported by the retrieved contexts.",2694,False,"'COMM.COMM-019' is cited as satisfied by [SEC-010] in the answer, but that requirement is not present in the retrieved contexts; all other claims are supported.",1818
"Which flight management interface requirement traces through the security control to satisfy the top-level flight management requirement, and what end-to-end rationale links them?",graphrag-ppr,0,3+-hop,2026-08-20,False,The contexts do not show or support a trace link connecting FMS-003 or HMI-030 to FMS-035.,3310,True,Every claim about the requirements and their trace is supported literally or via minimal inference from the retrieved contexts.,1561
"What end-to-end requirement flow links the security constraint to the final auto-function behavior, and how do the flight-control and data-link provisions propagate that constraint across subsystems?",graphrag-ppr,0,3+-hop,2026-08-20,True,"All claims accurately reflect the retrieved requirements, and the answer correctly notes the absence of specific auto-function requirements in the context.",3423,True,"The answer closely traces requirement flows only up to the point substantiated by the retrieved contexts and clearly flags any missing downstream information, without unsupported claims.",2154
"How do the automated control functions trace through security and emergency management constraints to the cockpit display behavior, and what end-to-end dependency does that imply?",graphrag-ppr,0,3+-hop,2026-08-20,True,"All factual claims, requirement citations, and logical synthesis are fully supported by the retrieved contexts.",2941,True,"All claims in the answer are directly supported by or lightly inferred from the retrieved requirements, with clear statement of unsupported areas.",1983
"Which flight management function, via the flight data recorder linkage, ultimately traces to the data link requirement, and how is that end-to-end dependency justified across subsystems?",graphrag-ppr,0,3+-hop,2026-08-20,True,All claims in the answer accurately reflect and cite the provided requirements while correctly identifying that no trace exists to the data link requirement.,2185,True,"All claims are correctly and strictly grounded in the retrieved contexts, with explicit limits called out regarding data link traceability.",1643
Which flight control computer requirement is ultimately implicated by the flight data recorder verification path through navigation and GPS references?,graphrag-ppr,0,3+-hop,2026-08-20,True,"All factual claims, requirement quotes, and trace observations in the answer are fully supported by the retrieved contexts.",2460,False,"The claim that [ENG-037] is the ultimately implicated FCC requirement is not supported by the contexts, as [ENG-037] relates to FADEC/ECU CRC verification and does not mention the flight data recorder",1684
"Which control law requirement, ultimately linked from the fuel system requirement through the payload design trace, is referenced by the same control document and then traced onward to the flight control computer?",graphrag-ppr,0,3+-hop,2026-08-20,True,The answer accurately reflects the contents of the retrieved contexts and correctly states that the requested traceability path cannot be determined from the provided requirements.,2190,True,"The answer accurately reports that the contexts do not provide a traceable link from fuel to payload to control law to FCC, and identifies that no specific control law requirement is present.",1668
"How does the fuel-system requirement trace through data loading and flight-control software to the final data-loader constraint, and what end-to-end dependency does that establish?",graphrag-ppr,0,3+-hop,2026-08-20,True,"All claims are accurately supported by the provided requirement contexts, and the answer correctly identifies missing information about data loading.",2744,True,All claims in the answer are supported by the retrieved contexts; the answer correctly does not invent data-loading constraints not present in the evidence.,1757
"Which flight control computer requirement is ultimately satisfied by the flight data recorder requirement through the navigation, GPS, and inertial navigation traceability chain?",graphrag-ppr,0,3+-hop,2026-08-20,True,The answer accurately summarizes the retrieved requirements and correctly identifies that no complete traceability link exists connecting the FDR requirement to an FCC requirement in the provided cont,2232,True,"The answer correctly states that the retrieved contexts do not trace any flight data recorder requirement through navigation, GPS, and inertial navigation to a flight control computer requirement; it ",1686
"Which power requirement traces through the built-in test and security controls to satisfy the instrumentation requirement, and what security constraint is referenced at both ends of that path?",graphrag-ppr,0,3+-hop,2026-08-20,True,"All claims regarding PWR-027, BIT-020, and SEC-015 are fully supported by the retrieved contexts.",2165,True,"All claims about PWR-027, BIT-020, SEC-015, and their relationships are directly supported in the contexts.",1453
Which data link requirement is ultimately implicated by the flight control requirement that references a security control via an intermediate control requirement?,graphrag-ppr,0,3+-hop,2026-08-20,True,The answer accurately states that the retrieved context is insufficient to complete the requested trace chain and only makes claims supported by the provided requirements.,2305,True,The answer accurately reflects that no explicit trace chain through the requirements is present in the retrieved contexts and does not introduce unsupported claims.,1703
