query,pipeline,repeat,query_type,judged_on,gemini_faithful,gemini_reason,gemini_tokens
"Which essential-bus LRUs, including the data link, must continue operating through a 50 ms Category Z interruption, and how is that verified?",adaptive,1,2-hop,2026-08-20,True,"All listed requirements, LRU interruption behaviors, and verification test details are directly supported by the retrieved contexts.",1876
"When generator loss is induced on the iron-bird, which loads must drop during the transition to single-generator operation while flight-critical buses stay powered within limits?",vanilla,1,2-hop,2026-08-20,True,"All statements in the answer are directly supported by PWR-006 and PWR-034, and accurately acknowledge that PWR-032 is missing.",1256
"When generator loss is induced on the iron-bird, which loads must drop during the transition to single-generator operation while flight-critical buses stay powered within limits?",agentic,1,2-hop,2026-08-20,True,All factual statements and acknowledged limitations accurately reflect the retrieved requirements without introducing unsupported information.,1395
"When generator loss is induced on the iron-bird, which loads must drop during the transition to single-generator operation while flight-critical buses stay powered within limits?",graphrag,1,2-hop,2026-08-20,True,"All claims regarding the mode transition timing, bus limits on the iron-bird, and specific loads shed during SINGLE_GEN are directly supported by the context requirements.",2895
"When generator loss is induced on the iron-bird, which loads must drop during the transition to single-generator operation while flight-critical buses stay powered within limits?",agentic-graph,1,2-hop,2026-08-20,True,The answer accurately reflects the retrieved contexts and correctly states that specific single-generator load-shed details are not defined.,1632
"When generator loss is induced on the iron-bird, which loads must drop during the transition to single-generator operation while flight-critical buses stay powered within limits?",adaptive,1,2-hop,2026-08-20,True,The answer accurately summarizes the relevant requirements from the context and correctly identifies that the specific single-generator transition load-drop details are not provided.,1450
"During a single-engine-out event, what automatic detection, rudder-trim, and crew alerting sequence supports altitude hold with the remaining engine at 95% power?",vanilla,1,2-hop,2026-08-20,True,All claims in the answer are directly supported by the retrieved context chunks.,1613
"During a single-engine-out event, what automatic detection, rudder-trim, and crew alerting sequence supports altitude hold with the remaining engine at 95% power?",agentic,1,2-hop,2026-08-20,True,"All claims accurately reflect the retrieved requirements for AeroLynx-X2 and Stratos-7, correctly noting the limits of what the text covers.",2173
"During a single-engine-out event, what automatic detection, rudder-trim, and crew alerting sequence supports altitude hold with the remaining engine at 95% power?",graphrag,1,2-hop,2026-08-20,True,"All steps, trigger conditions, timing limits, alerts, and requirement references are fully supported by the provided contexts.",2318
"During a single-engine-out event, what automatic detection, rudder-trim, and crew alerting sequence supports altitude hold with the remaining engine at 95% power?",agentic-graph,1,2-hop,2026-08-20,True,"All claims regarding engine-out detection, rudder-trim command, HMI alerting, and autopilot altitude hold are directly supported by the retrieved requirements.",1999
"During a single-engine-out event, what automatic detection, rudder-trim, and crew alerting sequence supports altitude hold with the remaining engine at 95% power?",adaptive,1,2-hop,2026-08-20,True,"All claims regarding single-engine-out detection, rudder trim, crew alerting, differential thrust augmentation, and 95% N1 pitch-rate limiting are accurately grounded in the retrieved requirements.",2537
"After the command link is lost, what warning and command inhibit must the GCS provide while the aircraft returns to the current authenticated rally point?",vanilla,1,2-hop,2026-08-20,True,"All statements in the answer regarding GCS warnings, command inhibition, and autonomous RTB behavior are directly supported by the retrieved contexts.",1544
"After the command link is lost, what warning and command inhibit must the GCS provide while the aircraft returns to the current authenticated rally point?",agentic,1,2-hop,2026-08-20,True,All statements in the answer are directly supported by requirement GCS-007 in the retrieved context.,1253
"After the command link is lost, what warning and command inhibit must the GCS provide while the aircraft returns to the current authenticated rally point?",graphrag,1,2-hop,2026-08-20,True,All statements and requirement references are directly supported by the retrieved contexts.,1938
"After the command link is lost, what warning and command inhibit must the GCS provide while the aircraft returns to the current authenticated rally point?",agentic-graph,1,2-hop,2026-08-20,True,"All statements in the answer regarding GCS warnings, command inhibits, and aircraft RTB behavior are directly supported by the retrieved requirements.",1255
"After the command link is lost, what warning and command inhibit must the GCS provide while the aircraft returns to the current authenticated rally point?",adaptive,1,2-hop,2026-08-20,True,All statements and requirement references in the answer are directly supported by the retrieved contexts.,1283
"On Stratos-7, how does the thrust-to-surface coordination logic at high N1 support compliance with the N1 reserve limit during takeoff and emergency power?",vanilla,1,2-hop,2026-08-20,True,All factual claims and relationships cited in the answer are directly supported by or lightly inferred from the retrieved requirements.,1704
"On Stratos-7, how does the thrust-to-surface coordination logic at high N1 support compliance with the N1 reserve limit during takeoff and emergency power?",agentic,1,2-hop,2026-08-20,True,The answer accurately reflects the content of STR7-FCC-003 and correctly notes the absence of an explicit N1 reserve limit definition in the provided contexts.,1967
"On Stratos-7, how does the thrust-to-surface coordination logic at high N1 support compliance with the N1 reserve limit during takeoff and emergency power?",graphrag,1,2-hop,2026-08-20,True,All factual claims in the answer are strictly supported by the retrieved context chunks.,2342
"On Stratos-7, how does the thrust-to-surface coordination logic at high N1 support compliance with the N1 reserve limit during takeoff and emergency power?",agentic-graph,1,2-hop,2026-08-20,True,"All factual claims are supported by the retrieved contexts, and the response accurately notes the absence of an explicit N1 reserve limit requirement.",2203
"On Stratos-7, how does the thrust-to-surface coordination logic at high N1 support compliance with the N1 reserve limit during takeoff and emergency power?",adaptive,1,2-hop,2026-08-20,False,"The answer fabricates explanations about pitch-up increasing engine demand and preserving engine margin, falsely citing STR7-FCC-003 for details not present in the context.",2220
"How do lateral-guidance accuracy requirements constrain autopilot roll and throttle targets through the FCC flight-control command limits across enroute, terminal, and approach phases?",vanilla,1,2-hop,2026-08-20,True,"All claims are directly supported by the retrieved contexts, and unmentioned parameters are correctly identified as missing.",2057
"How do lateral-guidance accuracy requirements constrain autopilot roll and throttle targets through the FCC flight-control command limits across enroute, terminal, and approach phases?",agentic,1,2-hop,2026-08-20,True,"All claims are strictly supported by the retrieved contexts, accurately noting limits and the absence of terminal and approach lateral accuracy requirements.",3376
"How do lateral-guidance accuracy requirements constrain autopilot roll and throttle targets through the FCC flight-control command limits across enroute, terminal, and approach phases?",graphrag,1,2-hop,2026-08-20,True,All statements and requirement citations in the answer are strictly supported by and accurately derived from the retrieved context.,2935
"How do lateral-guidance accuracy requirements constrain autopilot roll and throttle targets through the FCC flight-control command limits across enroute, terminal, and approach phases?",agentic-graph,1,2-hop,2026-08-20,True,"The answer accurately summarizes the retrieved requirements, correctly identifies the limits from the context, and properly notes the missing information regarding terminal/approach allocations.",2532
"How do lateral-guidance accuracy requirements constrain autopilot roll and throttle targets through the FCC flight-control command limits across enroute, terminal, and approach phases?",adaptive,1,2-hop,2026-08-20,True,All factual statements and identified gaps are fully supported by the retrieved requirement texts.,1856
"How would the 60-minute HIL data review confirm the recorder captures BIT fault information from the mandatory parameter set, given the subsystem’s published health-status message details?",vanilla,1,2-hop,2026-08-20,True,"All factual claims regarding BIT message publishing, structured fault records, and EMS logging are fully supported by the retrieved contexts.",1642
"How would the 60-minute HIL data review confirm the recorder captures BIT fault information from the mandatory parameter set, given the subsystem’s published health-status message details?",agentic,1,2-hop,2026-08-20,True,All claims in the answer are accurate and fully grounded in the provided requirement contexts.,2347
"How would the 60-minute HIL data review confirm the recorder captures BIT fault information from the mandatory parameter set, given the subsystem’s published health-status message details?",graphrag,1,2-hop,2026-08-20,True,"All factual claims regarding BIT status messages, structured fault records, and FDR mandatory parameters are accurately grounded in the retrieved requirements.",2553
"How would the 60-minute HIL data review confirm the recorder captures BIT fault information from the mandatory parameter set, given the subsystem’s published health-status message details?",agentic-graph,1,2-hop,2026-08-20,True,"All claims, citations, and conditional explanations are fully supported by and accurately derived from the retrieved context.",2517
"How would the 60-minute HIL data review confirm the recorder captures BIT fault information from the mandatory parameter set, given the subsystem’s published health-status message details?",adaptive,1,2-hop,2026-08-20,True,All factual claims and citations in the answer are supported by and accurately derived from the retrieved contexts.,1521
"Does the flight-plan upload path use the same public-key signature controls as field firmware updates over MBIT, including GCS countersignature and rejection of invalid, expired, or revoked loads?",vanilla,1,2-hop,2026-08-20,True,All factual claims are fully supported by the provided requirement contexts.,1952
"Does the flight-plan upload path use the same public-key signature controls as field firmware updates over MBIT, including GCS countersignature and rejection of invalid, expired, or revoked loads?",agentic,1,2-hop,2026-08-20,True,The answer accurately states that the retrieved requirements only cover ADS and ICE and lack the necessary information to answer the question.,1325
"Does the flight-plan upload path use the same public-key signature controls as field firmware updates over MBIT, including GCS countersignature and rejection of invalid, expired, or revoked loads?",graphrag,1,2-hop,2026-08-20,True,All factual statements and requirement citations are accurately supported by the provided contexts.,2989
"Does the flight-plan upload path use the same public-key signature controls as field firmware updates over MBIT, including GCS countersignature and rejection of invalid, expired, or revoked loads?",agentic-graph,1,2-hop,2026-08-20,True,The answer accurately states that the requested security controls for flight-plan upload and MBIT firmware updates are not mentioned in the retrieved contexts while correctly summarizing the provided ,1768
"Does the flight-plan upload path use the same public-key signature controls as field firmware updates over MBIT, including GCS countersignature and rejection of invalid, expired, or revoked loads?",adaptive,1,2-hop,2026-08-20,True,The answer accurately summarizes the relevant authentication requirements present in the context and correctly states that the context contains no information regarding flight-plan upload path or MBIT,1759
"How do the data link crypto module and key-retention requirements support authenticated autonomous autopilot mode engagements, particularly for exceptions like DAA Resolution and RTB?",vanilla,1,2-hop,2026-08-20,True,All factual statements and acknowledged information gaps are fully supported by the retrieved contexts.,1984
"How do the data link crypto module and key-retention requirements support authenticated autonomous autopilot mode engagements, particularly for exceptions like DAA Resolution and RTB?",agentic,1,2-hop,2026-08-20,True,"The answer accurately reflects the retrieved requirements and correctly identifies that the specific data link crypto module, key-retention, and DAA/RTB exception details are missing from the context.",2549
"How do the data link crypto module and key-retention requirements support authenticated autonomous autopilot mode engagements, particularly for exceptions like DAA Resolution and RTB?",graphrag,1,2-hop,2026-08-20,True,"All claims are accurately supported by the provided requirement contexts, and limitations regarding missing details like key retention are correctly identified.",3017
"How do the data link crypto module and key-retention requirements support authenticated autonomous autopilot mode engagements, particularly for exceptions like DAA Resolution and RTB?",agentic-graph,1,2-hop,2026-08-20,True,"The answer accurately reflects the retrieved contexts, correctly citing FCC-011 and ICE-019 while appropriately stating that key-retention, crypto-module, and DAA/RTB exception requirements are absent",1657
"How do the data link crypto module and key-retention requirements support authenticated autonomous autopilot mode engagements, particularly for exceptions like DAA Resolution and RTB?",adaptive,1,2-hop,2026-08-20,True,"All statements accurately reflect the provided contexts, correctly noting missing requirements and citing only valid information from the retrieved text.",1973
How are the inertial-measurement structural-notch filters validated using ground-vibration data and in-flight flutter testing to show adequate damping through the required flutter-clearance margin?,vanilla,1,2-hop,2026-08-20,True,All factual claims and requirement references in the answer are directly supported by the retrieved contexts.,1408
How are the inertial-measurement structural-notch filters validated using ground-vibration data and in-flight flutter testing to show adequate damping through the required flutter-clearance margin?,agentic,1,2-hop,2026-08-20,True,All statements and requirement references in the answer are directly supported by the retrieved contexts.,1433
How are the inertial-measurement structural-notch filters validated using ground-vibration data and in-flight flutter testing to show adequate damping through the required flutter-clearance margin?,graphrag,1,2-hop,2026-08-20,True,All claims are accurately supported by the retrieved contexts.,2925
How are the inertial-measurement structural-notch filters validated using ground-vibration data and in-flight flutter testing to show adequate damping through the required flutter-clearance margin?,agentic-graph,1,2-hop,2026-08-20,True,All claims are fully supported by the retrieved contexts.,1670
How are the inertial-measurement structural-notch filters validated using ground-vibration data and in-flight flutter testing to show adequate damping through the required flutter-clearance margin?,adaptive,1,2-hop,2026-08-20,True,"All claims regarding the filter design, ground-vibration testing, frequency-response analysis, and flutter-clearance criteria are fully supported by the provided contexts.",1601
"For the flight data recorder’s mandatory engine-parameter logging, which engine status message fields must be captured, and at what recorder rate versus publication rate?",vanilla,1,2-hop,2026-08-20,True,"All facts, rates, citations, and notes about missing context are directly supported by the retrieved contexts.",1674
"For the flight data recorder’s mandatory engine-parameter logging, which engine status message fields must be captured, and at what recorder rate versus publication rate?",agentic,1,2-hop,2026-08-20,True,The answer accurately notes the absence of engine-parameter logging requirements in the context and faithfully cites the provided ICE requirements.,1380
"For the flight data recorder’s mandatory engine-parameter logging, which engine status message fields must be captured, and at what recorder rate versus publication rate?",graphrag,1,2-hop,2026-08-20,True,"All statements and rate comparisons are fully supported by the retrieved contexts, which correctly note that the specific message table is missing.",2480
"For the flight data recorder’s mandatory engine-parameter logging, which engine status message fields must be captured, and at what recorder rate versus publication rate?",agentic-graph,1,2-hop,2026-08-20,True,The answer accurately summarizes the relevant retrieved requirements and correctly states that the specific engine-parameter logging requirements are absent from the context.,1224
"For the flight data recorder’s mandatory engine-parameter logging, which engine status message fields must be captured, and at what recorder rate versus publication rate?",adaptive,1,2-hop,2026-08-20,True,The answer accurately states that the provided contexts do not contain information regarding engine status message fields or FDR engine parameter logging rates.,1087
"For authenticated in-flight mode changes, how do the message authentication methods and key-rotation policy align with the Link 16 terminal’s approved crypto module and 30-day key storage?",vanilla,1,2-hop,2026-08-20,True,All claims are strictly supported by and accurately derived from the retrieved requirements.,1820
"For authenticated in-flight mode changes, how do the message authentication methods and key-rotation policy align with the Link 16 terminal’s approved crypto module and 30-day key storage?",agentic,1,2-hop,2026-08-20,True,"The answer accurately states what is present in ICE-019 and correctly identifies that the requested Link 16, key-rotation, and crypto details are not in the context.",1681
"For authenticated in-flight mode changes, how do the message authentication methods and key-rotation policy align with the Link 16 terminal’s approved crypto module and 30-day key storage?",graphrag,1,2-hop,2026-08-20,True,"All factual claims regarding mode changes, CDL authentication, key-rotation cadences, and Link 16 cryptographic module capabilities are fully supported by the retrieved contexts.",3954
"For authenticated in-flight mode changes, how do the message authentication methods and key-rotation policy align with the Link 16 terminal’s approved crypto module and 30-day key storage?",agentic-graph,1,2-hop,2026-08-20,True,The answer accurately reflects the contents of the retrieved contexts by stating what is present and correctly noting that the requested crypto and key-rotation details are absent.,1984
"For authenticated in-flight mode changes, how do the message authentication methods and key-rotation policy align with the Link 16 terminal’s approved crypto module and 30-day key storage?",adaptive,1,2-hop,2026-08-20,True,"All claims regarding FCC command authentication, CDL encryption/rotation policies, and Link 16 terminal crypto requirements are strictly supported by the retrieved contexts.",2295
"For civil Nimbus-C3 operations, what SBAS processing capability is required for the INS to achieve the SORA OC-3 containment volume navigation performance?",vanilla,1,2-hop,2026-08-20,True,The answer accurately reflects the retrieved contexts and correctly states that no INS-specific SBAS processing requirement is specified for SORA OC-3 containment.,1333
"For civil Nimbus-C3 operations, what SBAS processing capability is required for the INS to achieve the SORA OC-3 containment volume navigation performance?",agentic,1,2-hop,2026-08-20,True,The answer correctly states that no contexts were provided and does not make any unsupported factual claims.,412
"For civil Nimbus-C3 operations, what SBAS processing capability is required for the INS to achieve the SORA OC-3 containment volume navigation performance?",graphrag,1,2-hop,2026-08-20,True,"All claims in the answer are supported by requirements NBC3-INS-001, INS-022, GPS-015, and GPS-007.",2540
"For civil Nimbus-C3 operations, what SBAS processing capability is required for the INS to achieve the SORA OC-3 containment volume navigation performance?",agentic-graph,1,2-hop,2026-08-20,True,The answer accurately states that the information cannot be determined due to the lack of retrieved context and makes no unsupported claims.,507
"For civil Nimbus-C3 operations, what SBAS processing capability is required for the INS to achieve the SORA OC-3 containment volume navigation performance?",adaptive,1,2-hop,2026-08-20,True,The answer accurately summarizes the retrieved context and correctly notes that no INS-specific SBAS processing requirements are defined.,1418
"For ground-maintenance fault-injection commands sent from BIT to the power subsystem, what operator authentication must be completed first, and by what login method?",vanilla,1,2-hop,2026-08-20,True,All claims regarding authentication requirements and specific login methods are fully supported by the retrieved contexts.,1204
"For ground-maintenance fault-injection commands sent from BIT to the power subsystem, what operator authentication must be completed first, and by what login method?",agentic,1,2-hop,2026-08-20,True,"All claims are accurately supported by the retrieved contexts, including the acknowledgment that specific login methods are not defined.",1636
"For ground-maintenance fault-injection commands sent from BIT to the power subsystem, what operator authentication must be completed first, and by what login method?",graphrag,1,2-hop,2026-08-20,True,"All claims regarding the requirement chain, authentication rules, and login methods are directly supported by the retrieved requirements PWR-027, BIT-020, SEC-015, and GCS-008.",2057
"For ground-maintenance fault-injection commands sent from BIT to the power subsystem, what operator authentication must be completed first, and by what login method?",agentic-graph,1,2-hop,2026-08-20,True,"All statements regarding operator authentication, MBIT interface, and multi-factor authentication are directly supported by SEC-015, BIT-020, and PWR-027.",1287
"For ground-maintenance fault-injection commands sent from BIT to the power subsystem, what operator authentication must be completed first, and by what login method?",adaptive,1,2-hop,2026-08-20,True,The answer accurately acknowledges the lack of information in the context regarding ground-maintenance fault-injection authentication and correctly references the related context requirements.,2290
How is the FCC’s 100 ms debounced weight-on-wheels input behavior verified on DAL-A platforms under a single landing-gear sensor fault?,vanilla,1,2-hop,2026-08-20,True,The answer accurately states that the retrieved context only defines the requirement in FCC-048 and contains no verification requirements for the specified fault condition.,1159
How is the FCC’s 100 ms debounced weight-on-wheels input behavior verified on DAL-A platforms under a single landing-gear sensor fault?,agentic,1,2-hop,2026-08-20,True,The answer accurately reflects the contents of the retrieved contexts and correctly states that the requested verification details are not present.,1313
How is the FCC’s 100 ms debounced weight-on-wheels input behavior verified on DAL-A platforms under a single landing-gear sensor fault?,graphrag,1,2-hop,2026-08-20,True,"All statements and requirement citations are fully supported by the retrieved contexts, correctly acknowledging that no verification requirement exists for this specific condition.",2354
How is the FCC’s 100 ms debounced weight-on-wheels input behavior verified on DAL-A platforms under a single landing-gear sensor fault?,agentic-graph,1,2-hop,2026-08-20,True,"The answer accurately states that the retrieved context does not contain verification requirements for weight-on-wheels behavior under a single sensor fault, correctly summarizing only the available f",1796
How is the FCC’s 100 ms debounced weight-on-wheels input behavior verified on DAL-A platforms under a single landing-gear sensor fault?,adaptive,1,2-hop,2026-08-20,True,The answer accurately summarizes FCC-048 and correctly identifies that the specific verification requirement requested is not present in the context.,1123
"Given the SAR’s EMC coexistence with the CDL, which GNSS bands and constellations must remain trackable on Stratos-7, AeroLynx-X2, and Nimbus-C3?",vanilla,1,2-hop,2026-08-20,True,"All factual statements about GNSS tracking requirements, SAR EMC coexistence, and platform specifics are directly supported by the provided contexts.",1643
"Given the SAR’s EMC coexistence with the CDL, which GNSS bands and constellations must remain trackable on Stratos-7, AeroLynx-X2, and Nimbus-C3?",agentic,1,2-hop,2026-08-20,True,"All statements regarding the required GNSS bands, constellations, and anti-spoofing features for the specified platforms are fully supported by GPS-009 and GPS-021.",1862
"Given the SAR’s EMC coexistence with the CDL, which GNSS bands and constellations must remain trackable on Stratos-7, AeroLynx-X2, and Nimbus-C3?",graphrag,1,2-hop,2026-08-20,True,"All facts, requirement IDs, and platform-specific GNSS band/constellation details in the answer are directly supported by the retrieved contexts.",2572
"Given the SAR’s EMC coexistence with the CDL, which GNSS bands and constellations must remain trackable on Stratos-7, AeroLynx-X2, and Nimbus-C3?",agentic-graph,1,2-hop,2026-08-20,True,"All listed GNSS bands, constellations, and platform applicability are directly supported by context requirement GPS-009.",1569
"Given the SAR’s EMC coexistence with the CDL, which GNSS bands and constellations must remain trackable on Stratos-7, AeroLynx-X2, and Nimbus-C3?",adaptive,1,2-hop,2026-08-20,True,"All factual claims regarding GNSS bands, platform applicability, and EMC coexistence are fully supported by the retrieved contexts.",1493
"Which flight-control computer display behavior is validated by the HMI verification requirement through the linked display logic reference, and what upstream cockpit interface requirement does it trace back to?",vanilla,1,3+-hop,2026-08-20,True,The answer accurately states that the specific verification requirement is missing from the context and faithfully cites HMI-004.,1245
"Which flight-control computer display behavior is validated by the HMI verification requirement through the linked display logic reference, and what upstream cockpit interface requirement does it trace back to?",agentic,1,3+-hop,2026-08-20,True,"The answer accurately states that the retrieved context lacks the specific HMI verification requirement and display logic reference, while correctly citing the available HMI linkages from the context.",1406
"Which flight-control computer display behavior is validated by the HMI verification requirement through the linked display logic reference, and what upstream cockpit interface requirement does it trace back to?",graphrag,1,3+-hop,2026-08-20,False,The retrieved contexts do not contain an HMI verification requirement that validates the display of the control-law authority margin (HMI-015).,2787
"Which flight-control computer display behavior is validated by the HMI verification requirement through the linked display logic reference, and what upstream cockpit interface requirement does it trace back to?",agentic-graph,1,3+-hop,2026-08-20,True,All claims in the answer accurately reflect the provided requirement texts and correctly identify what is present and absent from the context.,1669
"Which flight-control computer display behavior is validated by the HMI verification requirement through the linked display logic reference, and what upstream cockpit interface requirement does it trace back to?",adaptive,1,3+-hop,2026-08-20,True,"All claims about FCC-029, HMI-015, HMI-210, and HMI-220 are completely supported by the retrieved contexts.",2344
"Which flight control requirement is ultimately traced from the referenced air data requirement through the intermediate air data dependency, and how does that end-to-end linkage propagate across the ADS–FCC boundary?",vanilla,1,3+-hop,2026-08-20,True,The answer accurately states that the retrieved context lacks the necessary ADS requirements and faithfully references the available contexts to explain the limitation.,1385
"Which flight control requirement is ultimately traced from the referenced air data requirement through the intermediate air data dependency, and how does that end-to-end linkage propagate across the ADS–FCC boundary?",agentic,1,3+-hop,2026-08-20,True,"All claims regarding FCC-022, ADS-012, ADS-005, and ADS-021 are fully supported by the retrieved contexts.",2814
"Which flight control requirement is ultimately traced from the referenced air data requirement through the intermediate air data dependency, and how does that end-to-end linkage propagate across the ADS–FCC boundary?",graphrag,1,3+-hop,2026-08-20,True,The answer accurately reflects the contents of the retrieved contexts and correctly states that the requested complete trace to a flight control requirement is missing.,2803
"Which flight control requirement is ultimately traced from the referenced air data requirement through the intermediate air data dependency, and how does that end-to-end linkage propagate across the ADS–FCC boundary?",agentic-graph,1,3+-hop,2026-08-20,True,"The answer accurately acknowledges that the retrieved contexts lack the trace chain and intermediate dependency, while correctly summarizing the relevant interface and timing details present in the co",2343
"Which flight control requirement is ultimately traced from the referenced air data requirement through the intermediate air data dependency, and how does that end-to-end linkage propagate across the ADS–FCC boundary?",adaptive,1,3+-hop,2026-08-20,True,The answer accurately states what is present in the context and correctly identifies that the full end-to-end trace to an FCC requirement is not present in the retrieved texts.,2638
"Which flight-control capability traces through the security and ground-control requirements to ultimately satisfy the aircraft power-management requirement, and what intermediate constraints must be met end-to-end?",vanilla,1,3+-hop,2026-08-20,True,"All factual claims in the answer are accurately supported by the provided requirement contexts, and the answer correctly identifies that the power-management requirement is not in the context.",1679
"Which flight-control capability traces through the security and ground-control requirements to ultimately satisfy the aircraft power-management requirement, and what intermediate constraints must be met end-to-end?",agentic,1,3+-hop,2026-08-20,True,"All claims and requirement citations in the answer are strictly supported by the retrieved contexts, and the answer accurately identifies the missing link.",2483
"Which flight-control capability traces through the security and ground-control requirements to ultimately satisfy the aircraft power-management requirement, and what intermediate constraints must be met end-to-end?",graphrag,1,3+-hop,2026-08-20,True,"Every claim in the answer is directly supported by the retrieved contexts, with clear attribution to the cited requirements and accurate acknowledgement of missing information.",3638
"Which flight-control capability traces through the security and ground-control requirements to ultimately satisfy the aircraft power-management requirement, and what intermediate constraints must be met end-to-end?",agentic-graph,1,3+-hop,2026-08-20,True,"All factual claims, intermediate constraints, and requirement citations in the answer are directly supported by the retrieved contexts.",2877
"Which flight-control capability traces through the security and ground-control requirements to ultimately satisfy the aircraft power-management requirement, and what intermediate constraints must be met end-to-end?",adaptive,1,3+-hop,2026-08-20,True,"All factual claims and requirement references are fully supported by the retrieved contexts, and the answer accurately notes the missing power-management requirement.",3060
Which flight dynamics verification requirement traces through navigation references to the downstream navigation requirement governing the related guidance behavior?,vanilla,1,3+-hop,2026-08-20,True,The answer accurately summarizes the retrieved requirements and correctly states that the requested flight dynamics verification trace is not present in the context.,1442
Which flight dynamics verification requirement traces through navigation references to the downstream navigation requirement governing the related guidance behavior?,agentic,1,3+-hop,2026-08-20,False,The context does not state that NBC3-NAV-001 is a flight dynamics verification requirement or that it traces through navigation references to a downstream requirement.,2861
Which flight dynamics verification requirement traces through navigation references to the downstream navigation requirement governing the related guidance behavior?,graphrag,1,3+-hop,2026-08-20,True,"All requirement IDs, quoted details, and traceability paths mentioned in the answer are accurately grounded in the provided contexts, with explicit caveats where direct trace links are absent.",3026
Which flight dynamics verification requirement traces through navigation references to the downstream navigation requirement governing the related guidance behavior?,agentic-graph,1,3+-hop,2026-08-20,True,All claims and requirement traces mentioned in the answer are directly supported by NBC3-FCC-004 and NBC3-NAV-001 in the retrieved contexts.,3425
Which flight dynamics verification requirement traces through navigation references to the downstream navigation requirement governing the related guidance behavior?,adaptive,1,3+-hop,2026-08-20,False,The answer fabricates a trace link between FMS-020 and FMS-012 that is not supported by the retrieved contexts.,2780
Which human-machine interface requirement ultimately traces back to the autonomous control behavior through the security and energy management requirements?,vanilla,1,3+-hop,2026-08-20,True,All statements and requirement analyses in the answer are fully supported by the retrieved contexts.,1449
Which human-machine interface requirement ultimately traces back to the autonomous control behavior through the security and energy management requirements?,agentic,1,3+-hop,2026-08-20,True,The answer accurately reflects the provided requirements and correctly notes that the complete trace described in the question cannot be fully established from the retrieved contexts.,2490
Which human-machine interface requirement ultimately traces back to the autonomous control behavior through the security and energy management requirements?,graphrag,1,3+-hop,2026-08-20,True,The answer accurately reflects the contents of the retrieved contexts and correctly concludes that no such complete trace exists within them.,2062
Which human-machine interface requirement ultimately traces back to the autonomous control behavior through the security and energy management requirements?,agentic-graph,1,3+-hop,2026-08-20,True,"All claims regarding HMI-120, ENG-008, and EMS-009 are directly supported by the retrieved contexts.",1505
Which human-machine interface requirement ultimately traces back to the autonomous control behavior through the security and energy management requirements?,adaptive,1,3+-hop,2026-08-20,True,The answer accurately reflects the content and trace limitations present in the retrieved requirements.,2528
"Which flight-control built-in test requirement traces through security constraints to the autopilot mode behavior, and what security requirement is referenced at both ends of that chain?",vanilla,1,3+-hop,2026-08-20,True,The answer accurately reflects the content of [AUTO-006] and correctly notes that the flight-control built-in test requirement is missing from the retrieved context.,1125
"Which flight-control built-in test requirement traces through security constraints to the autopilot mode behavior, and what security requirement is referenced at both ends of that chain?",agentic,1,3+-hop,2026-08-20,True,The answer accurately cites [AUTO-006] and correctly notes that the requested flight-control built-in test requirement is missing from the provided contexts.,1558
"Which flight-control built-in test requirement traces through security constraints to the autopilot mode behavior, and what security requirement is referenced at both ends of that chain?",graphrag,1,3+-hop,2026-08-20,True,The answer accurately reflects the contents of the retrieved requirements and correctly identifies that no BIT requirement in the context traces through SEC-010 to the autopilot requirements.,2392
"Which flight-control built-in test requirement traces through security constraints to the autopilot mode behavior, and what security requirement is referenced at both ends of that chain?",agentic-graph,1,3+-hop,2026-08-20,True,"The answer accurately states that no built-in test requirement tracing to security and autopilot mode behavior exists in the retrieved contexts, and all cited requirement details are fully supported.",2297
"Which flight-control built-in test requirement traces through security constraints to the autopilot mode behavior, and what security requirement is referenced at both ends of that chain?",adaptive,1,3+-hop,2026-08-20,True,"All statements accurately reflect the provided contexts, correctly noting the presence of specific requirements and the absence of an explicit link between the BIT requirements and SEC-010.",2212
"Which command-and-data handling requirement ultimately supports the ground control system need, through the intermediate command/data link allocations and lower-level decomposition?",vanilla,1,3+-hop,2026-08-20,True,The answer accurately reflects the provided contexts and correctly identifies that the ultimate command-and-data handling requirement is absent from the context.,1395
"Which command-and-data handling requirement ultimately supports the ground control system need, through the intermediate command/data link allocations and lower-level decomposition?",agentic,1,3+-hop,2026-08-20,True,All claims accurately reflect the retrieved requirements and correctly note the absence of a specific lower-level command-and-data handling requirement.,1676
"Which command-and-data handling requirement ultimately supports the ground control system need, through the intermediate command/data link allocations and lower-level decomposition?",graphrag,1,3+-hop,2026-08-20,True,"All claims, requirement references, and trace details are fully supported by the retrieved contexts.",3113
"Which command-and-data handling requirement ultimately supports the ground control system need, through the intermediate command/data link allocations and lower-level decomposition?",agentic-graph,1,3+-hop,2026-08-20,True,"All requirements, field descriptions, and traceability claims mentioned in the answer are directly supported by the retrieved contexts.",2737
"Which command-and-data handling requirement ultimately supports the ground control system need, through the intermediate command/data link allocations and lower-level decomposition?",adaptive,1,3+-hop,2026-08-20,True,The answer accurately reflects the provided contexts and correctly notes the limitations of the retrieved information regarding full requirement tracing.,1655
"Which power-system verification evidence traces through the referenced power-management analysis to the flight design rationale, and what upstream electrical requirement does it ultimately substantiate?",vanilla,1,3+-hop,2026-08-20,True,"All factual statements in the answer are accurate reflections of the provided context, correctly identifying what information is present and acknowledging what is missing.",1723
