query,query_type,pipeline,embedder,reranker,repeat,latency_ms,prompt_tokens,completion_tokens,total_tokens,cited_ids,source_ids,n_sources,iter_count,verdict,intent,routed_to,route_reason,answer,judge_gpt5_faithful,judge_gpt5_reason,judge_gpt41_faithful,judge_gpt41_reason,judge_gemini_faithful,judge_gemini_reason,judge_unanimous
"Which data-link requirement ultimately constrains the security and EMS references inherited by the automatic function, and how does that end-to-end trace propagate across those subsystems?",3+-hop,agentic,azure,none,0,23823,10427,995,11422,ICE-019;CDL-030;SEC-010;FCC-011;EMS-010;FCC-009;EMS-020;FCC-010,ADS-016;ADS-001;ADS-023;ADS-004;ADS-003;FCC-009;FCC-004;FCC-011;FCC-010;FCC-043;NAV-004;NAV-028;NAV-002;NBC3-NAV-001;NAV-010;ADS-024;ADS-020;ADS-026;ADS-017;ADS-022;FCC-023;FCC-002;FCC-050;FCC-030;FCC-047;FCC-036;ICE-019;ICE-004;ICE-017;ICE-015;ICE-008;ICE-016;ICE-012;ICE-005;ICE-020;ICE-006,36,3,continue,semantic,,,"The retrieved context does not contain an **AUTO** subsystem requirement, so I cannot fully trace what is “inherited by the automatic function” from source requirements without inventing missing links.

From the available requirements, the likely end-to-end chain is:

1. **Data-link origin of authenticated operator commands**  
   The only retrieved data-link-facing requirement is **ICE-019**, which says ICE accepts operator commands from the GCS per **##CDL.CDL-030** *with authentication* [ICE-019].

2. **Security constraint on mode changes at the FCC**  
   The FCC constrains external mode-change requests to those that are cryptographically authenticated per **##SEC.SEC-010** and have a non-reused valid sequence number [FCC-011].

3. **EMS interaction on emergency transitions**  
   The FCC must autonomously transition to EMERGENCY under listed fault conditions and notify the GCS per **##EMS.EMS-010** [FCC-009].  
   Once in EMERGENCY, FCC commands a safe attitude/altitude hold until valid GCS command or flight termination per **##EMS.EMS-020** [FCC-010].

So, based on retrieved text only, the **underlying data-link requirement appears to be `##CDL.CDL-030`**, because it is the explicit source for operator commands entering a subsystem from GCS [ICE-019]. The propagated trace visible in this context is:

**CDL.CDL-030 → ICE command acceptance with authentication [ICE-019] → security-authenticated external mode changes at FCC via SEC.SEC-010 [FCC-011] → FCC emergency notification/handling via EMS.EMS-010 and EMS.EMS-020 [FCC-009][FCC-010].**

However, I cannot prove from the retrieved requirements alone that this is the requirement that “ultimately constrains” the **automatic function**, because:
- no **AUTO** requirement is present,
- **CDL.CDL-030**, **SEC.SEC-010**, **EMS.EMS-010**, and **EMS.EMS-020** are only referenced, not defined here,
- no direct AUTO-to-CDL or AUTO-to-FCC trace is included.",False,The answer adds an unsupported trace and identifies CDL.CDL-030 as the ultimate constraining data-link requirement without context proving that link to the automatic function.,True,"All claims are explicitly or cautiously inferred from the retrieved contexts, with uncertainties clearly attributed to missing requirements and no invented details.",,skipped,False
How is the flight data recorder’s operator-action logging requirement satisfied by the ground control station’s audit trail and retention provisions?,1-hop,graphrag,azure,none,0,6760,1485,344,1829,GCS-010;FDR-012;FDR-002;FDR-015;GCS-018;FDR-035;FDR-022;FCC-012;AUTO-010;FCC-037;FDR-008;FDR-045;FMS-022;LDG-026;NBC3-GPS-002,GCS-010;FDR-012;FDR-002;FDR-015;GCS-018;FDR-035;FDR-022;FCC-012;AUTO-010;FCC-037;FDR-008;FDR-045;FMS-022;LDG-026;NBC3-GPS-002,15,0,,,,,"The linkage is explicit:

- The GCS must **record every operator action** with **timestamp, operator-ID, command details, and command outcome (ACK/NACK from aircraft)**, and retain it for **the lifetime of the mission plus 90 days minimum** [GCS-010].
- The FDR must **record operator actions per GCS-010** [FDR-045].
- The FDR scope says aircraft-side recording includes **synchronisation with GCS recording per GCS-018**, while excluding the GCS mission-level recording itself [FDR-002].
- The GCS mission-recording function captures **all telemetry, video, operator actions, and audio with timestamp**, with per-telemetry-stream native rate retained for reconstruction [GCS-018].

So, the FDR operator-action logging requirement is satisfied by having the **authoritative operator-action audit trail created on the GCS side** under [GCS-010], then referenced/incorporated by the FDR requirement in [FDR-045]. The retention provision comes from the GCS audit trail: **mission lifetime + 90 days minimum** [GCS-010]. The architectural relationship is that the **GCS owns mission-level operator-action recording**, while the **FDR synchronises with that recording** rather than replacing it [FDR-002], [GCS-018].

What the retrieved requirements do **not** state is the exact transfer/mechanism by which GCS operator-action records are mirrored into aircraft-side FDR storage; only the requirement relationship and synchronisation intent are present [FDR-002], [FDR-045], [GCS-018].",True,All claims are supported by the cited requirements or clearly identified as not stated in the retrieved contexts.,True,"All claims are supported by the retrieved contexts, referencing correct requirement IDs and accurately describing their contents and relationships.",,skipped,True
"Which operator command categories must the fuel subsystem accept via the command/data link interface, and how are those commands routed?",1-hop,agentic-graph,azure,none,0,11053,2272,540,2812,FUEL-025;CDL-030;SEC-010;CDL-035,FUEL-025;CDL-035;CDL-030;ICE-019;GCS-034,5,0,sufficient,semantic,,,"The FUEL subsystem must accept these operator command categories via the command/data link interface:

- cross-feed
- boost-pump manual override
- jettison authorisation (STR7)
- APU-fuel valve [FUEL-025]

Those commands are accepted from the CDL, specifically from `##CDL.CDL-030`, and must be authenticated per `##SEC.SEC-010` [FUEL-025].

For routing:

- The CDL receives operator command frames from the GCS at up to 20 Hz [CDL-030].
- The CDL then dispatches commands according to the `Command_Routing` table in `CDL-035` [CDL-030][CDL-035].

However, the retrieved requirements do not define a routing entry for the FUEL subsystem in the `Command_Routing` table. The table lists only:

- FCC: `0x0100 - 0x01FF` via `1553B RT 5 / ARINC 429`, `20 Hz`
- FMS: `0x0200 - 0x02FF` via `same`, `5 Hz`
- AUTO: `0x0300 - 0x03FF` via `same`, `20 Hz`
- PLD: `0x0400 - 0x04FF` via `payload bus`, `10 Hz`
- EMS: `0x0500 - 0x05FF` via `direct`, `5 Hz`
- SEC: `0x0600 - 0x06FF` via `secure partition`, `2 Hz` [CDL-035]

So, based on the retrieved context, the command categories for FUEL are defined, but the specific routing path/bus/range for FUEL commands is not provided. There is also a requirements interaction issue: `FUEL-025` says FUEL accepts commands from `CDL-030`, but `CDL-030` only states dispatch to FCC, FMS, Autopilot, and Payload Manager [FUEL-025][CDL-030].",False,The answer adds an unsupported 'requirements interaction issue' interpretation and routing conclusion not explicitly established by the retrieved contexts.,True,"All claims about accepted command categories, authentication, and the lack of FUEL subsystem routing in the Command_Routing table are directly supported by the retrieved requirements.",,skipped,False
"Which essential-bus LRUs, including the data link, must continue operating through a 50 ms Category Z interruption, and how is that verified?",2-hop,graphrag,azure,none,0,9015,1275,533,1808,PWR-035;FCC-055;COMM-016;STR-027;TCS-020;FCC-036;ICE-018;CDL-025;PWR-013;PWR-018;STR-007;EMS-029;GPS-026;INS-035;NAV-026,PWR-035;FCC-055;COMM-016;STR-027;TCS-020;FCC-036;ICE-018;CDL-025;PWR-013;PWR-018;STR-007;EMS-029;GPS-026;INS-035;NAV-026,15,0,,,,,"The retrieved requirements identify these essential-bus LRUs/functions as requiring 50 ms Category Z ride-through:

- FCC / flight-control computer: shall sustain uninterrupted inner-loop execution through a primary power interruption of up to 50 ms per MIL-STD-704F and DO-160G §16 Category Z, using hold-up energy from PWR [FCC-036], [PWR-018].
- INS: shall operate under the DO-160G §16 Category Z power input profile including 50 ms primary-power interruption, drawing hold-up from PWR [INS-035], [PWR-018].
- NAV Fusion: shall sustain uninterrupted output through the 50 ms primary-power interruption profile per DO-160G §16 Category Z [NAV-026], [PWR-018].
- CDL / data link: shall sustain the 50 ms primary-power interruption profile per DO-160G §16 Category Z, using hold-up energy from PWR [CDL-025], [PWR-018].
- GPS / GNSS receiver: shall provide 50 ms power-interruption ride-through via hold-up capacitor energy [GPS-026], [PWR-018].

The power source for these is the essential-bus hold-up energy requirement: PWR shall deliver hold-up energy at the essential-bus ≥ 50 J continuously available per MIL-STD-704F Category Z 50 ms interruption for the FCC, INS, NAV, CDL, and GPS [PWR-018]. There is also a complementary downstream requirement to provide hold-up capacitor energy at each essential-bus LRU equivalent to sustaining the LRU's nameplate power for 50 ms [PWR-013].

Verification in the retrieved set is by DO-160G §16 Category Z interruption testing:
- System/power verification: each essential-bus LRU is tested with 10, 25, 50, and 75 ms interruptions, confirming all LRUs continue operation through the 50 ms point [PWR-035].
- FCC-specific verification: the FCC 50 ms ride-through requirement is verified on flight-configuration hardware with the same DO-160G §16 Category Z test durations of 10, 25, 50, and 75 ms [FCC-055].

So, for the essential-bus set explicitly named in the context, the LRUs are FCC, INS, NAV, CDL/data link, and GPS, and verification is by DO-160G §16 Category Z interruption test demonstrating continued operation through 50 ms [PWR-018], [PWR-035], [FCC-055].",False,It adds unsupported details including citing PWR-013 as a downstream hold-up requirement for each LRU and calling GPS an essential-bus LRU/function beyond what is explicitly verified in the answer’s p,True,"All listed LRUs are named in PWR-018 as requiring 50 ms Category Z ride-through, and verification methods are supported by PWR-035 and FCC-055.",,skipped,False
"When generator loss is induced on the iron-bird, which loads must drop during the transition to single-generator operation while flight-critical buses stay powered within limits?",2-hop,agentic,azure,none,0,21486,3765,858,4623,EPS-012;EPS-004;EPS-005;EPS-015;EPS-024,EPS-012;EPS-004;EPS-015;EPS-005;EPS-024,5,3,continue,semantic,,,"From the retrieved EPS requirements, I can only answer the power-mode/load-shed part partially; the context does **not** include any requirement that defines “single-generator operation,” “flight-critical buses,” or the phrase “stay powered within limits.”

What the retrieved requirements do say:

- On generator fault with battery SoC < 60 %, the EPS shall **open the DC-TIE between essential and secondary buses within 50 ms**, isolating the secondary bus to preserve battery for essential loads [EPS-012].
- The EPS supports automatic load-shed modes:
  - **LOAD_SHED_1**: non-essential loads shed
  - **LOAD_SHED_2**: payload loads shed
  - **LOAD_SHED_3**: deep-shed, only P1+P2 loads remain [EPS-004].
- If transitioning to **APU_BACKUP**, the EPS shall **close the APU-to-essential-bus tie within 100 ms of APU ready-signal** and open the generator-to-essential-bus tie [EPS-005].
- Returning from **BATT_ONLY** to **APU_BACKUP** or **NORMAL**, shed **P3-P6 loads shall not reconnect automatically**; they require explicit operator command [EPS-015].
- These transition behaviors are verified by iron-bird/power-rig fault injection for generator failure, APU failure, APU start failure, and battery depletion [EPS-024].

So, based strictly on the retrieved requirements, the loads that must drop are only identified at the level of shed categories:
- **non-essential loads** in LOAD_SHED_1 [EPS-004]
- **payload loads** in LOAD_SHED_2 [EPS-004]
- in deep-shed, **only P1+P2 remain**, implying **P3-P6 drop** in LOAD_SHED_3 [EPS-004]

But I cannot determine from this context:
- which specific loads must drop for **single-generator operation**
- which buses are considered **flight-critical**
- what “within limits” means electrically

If you can provide the relevant load-priority/bus-voltage requirements, I can tie the generator-loss transition to the exact dropped loads and powered buses.",False,The answer adds unsupported details such as equating the test rig to an iron-bird and inferring P3-P6 drop from LOAD_SHED_3 beyond what the contexts explicitly support.,True,Every factual claim in the answer is directly supported or explicitly acknowledged as not being present in the retrieved contexts.,,skipped,False
Which INIT-mode navigation database loading requirement fulfills the security requirement for signed load authentication and rejection of invalid or expired data?,1-hop,adaptive,azure,none,1,14436,3603,388,3991,NAV-005;NAV-007;NAV-009;NAV-035;NAV-008,NAV-005;NAV-007;NAV-009;NAV-035;NAV-008,5,3,continue,semantic,agentic,"default: agentic ReAct exploration (no specific signal; ids=0, mods=0, trace_kw=False, chain_ind=False, numeric=False)","The retrieved NAV context does not contain any INIT-mode navigation database loading requirement, nor any security requirement about signed load authentication or rejection of invalid/expired data.

What the context does contain is only NAV mode behavior:
- supported modes, including `INIT` [NAV-005]
- HYBRID→INS_ONLY transition on GPS loss [NAV-007]
- BARO_ONLY behavior [NAV-009]
- test for NAV-007 [NAV-035]
- transition to AHRS on INS position invalid [NAV-008]

So, based on the provided requirements, I cannot identify which INIT-mode database loading requirement fulfills that security requirement. Please provide the relevant INIT/database-loading/security requirements export.",True,"The answer only states that the provided NAV contexts lack any INIT-mode database-loading or security requirement, which is supported by the retrieved contexts.",True,The answer accurately reflects that the retrieved contexts do not include any INIT-mode navigation database loading or security requirements.,,skipped,True
"For high-altitude operation to 44,000 ft, what GPS-aided NAV position accuracy limit must the INS still meet?",1-hop,agentic,azure,none,2,14973,3595,443,4038,NAV-001,SKT1-NAV-001;NAV-016;NAV-007;NAV-008;NAV-015,5,3,continue,semantic,,,"The retrieved context does not contain a requirement for **high-altitude operation to 44,000 ft** or an **INS GPS-aided NAV position accuracy limit** at that altitude.

The only explicit GPS/INS position-accuracy requirement in the provided set is:

- **HYBRID mode position accuracy ≤ 25 m CEP** on **Skyrunner-T1** with the simplified commercial-grade MEMS INS [SKT1-NAV-001].

So, based on the retrieved requirements, the only supported answer is:

- **NAV Fusion HYBRID mode accuracy: ≤ 25 m CEP** [SKT1-NAV-001].

If you want the **44,000 ft-specific** limit, it is **not present in the provided context**.",True,"The answer only states that no 44,000 ft-specific requirement is present and correctly cites the sole provided accuracy limit of HYBRID mode ≤ 25 m CEP from SKT1-NAV-001.",True,"All claims in the answer are explicitly supported by the retrieved requirements; only a 25 m CEP HYBRID mode limit is stated, and it notes the absence of altitude-specific details.",,skipped,True
"Which power-system verification evidence traces through the referenced power-management analysis to the flight design rationale, and what upstream electrical requirement does it ultimately substantiate?",3+-hop,agentic,azure,none,2,18737,4529,663,5192,EPS-006;PWR-032;EPS-024;EPS-005;EPS-011,EPS-025;EPS-024;EPS-001;EPS-002;EPS-023;EPS-003;EPS-006;EPS-008;EPS-017;EPS-004,10,3,continue,semantic,,,"From the provided EPS context, the only explicit trace to an upstream electrical requirement is:

- **[EPS-006]**: in **BATT_ONLY**, the EPS shall open non-essential bus ties, close the battery-to-emergency-bus tie, and retain only **P1+P2 loads per `##PWR.PWR-032`** [EPS-006].

The verification evidence tied to that behavior is:

- **[EPS-024]**: **fault-injection test on the power rig** verifying **mode-transition logic** for **[EPS-005], [EPS-006], [EPS-011]**, including generator failure, APU failure, APU start failure, and battery depletion, with correct mode and contactor transitions demonstrated [EPS-024].

So, based on the retrieved requirements, the trace is:

**power-management / mode-transition analysis and rationale → verified by fault-injection test evidence [EPS-024] → design behavior in BATT_ONLY [EPS-006] → ultimately substantiates upstream electrical requirement `##PWR.PWR-032` [EPS-006].**

I do **not** see any requirement in the retrieved context explicitly named “flight design rationale” or a separate “referenced power-management analysis,” so I cannot identify a more specific intermediate artifact than the mode-transition logic and its verification [EPS-024].",False,The answer adds unsupported references to a 'power-management analysis' and 'flight design rationale' not present in the retrieved contexts.,True,"Every claim is directly supported: EPS-006 traces to ##PWR.PWR-032, and EPS-024 verifies EPS-006 by fault-injection test as described in the contexts.",,skipped,False
"Which power requirement traces through the built-in test and security controls to satisfy the instrumentation requirement, and what security constraint is referenced at both ends of that path?",3+-hop,agentic,azure,none,2,22975,8286,742,9028,PWR-032;ADS-019;ICE-008;ICE-015;EPS-006;EPS-024;EPS-018;SEC-010;CDL-030;ICE-019,EPS-006;EPS-024;EPS-018;EPS-003;EPS-025;EPS-023;EPS-002;EPS-001;EPS-015;EPS-005;ICE-008;ICE-019;ICE-006;ICE-011;ICE-015;ICE-007;ICE-003;ICE-014;ICE-013;ICE-001;ADS-026;ADS-004;STR7-ADS-001;ADS-025;ADS-014;ADS-005;ADS-019;ADS-016;NBC3-ADS-001;ADS-027,30,3,continue,semantic,,,"The traceable power requirement is **##PWR.PWR-032**.

Path through the retrieved requirements:
- **Instrumentation requirement:** ADS heated pitot/static support is required by [ADS-019].
- **Implemented by instrumentation-side power/heating subsystem:** ICE provides pitot/static heating per [ICE-008], which explicitly satisfies [ADS-019].
- **Power/load-management linkage:** ICE defers non-critical heater zones to preserve electrical budget per **##PWR.PWR-032** in [ICE-015].
- **EPS realization of that power requirement:** in **BATT_ONLY**, EPS retains only **P1+P2 loads per ##PWR.PWR-032** in [EPS-006].
- **Built-in test of that EPS behavior:** fault-injection verification of the mode-transition logic, including [EPS-006], is required by [EPS-024].
- **Security control on operator-initiated power switching:** EPS enforces command authentication on bus-tie commands in [EPS-018], satisfying **##SEC.SEC-010**.

So the requirement that traces through the power behavior and its test/security controls back to the instrumentation-support chain is **##PWR.PWR-032** [ICE-015] [EPS-006] [EPS-024] [ADS-019] [ICE-008].

The security constraint referenced at the EPS end of that path is **##SEC.SEC-010** via [EPS-018].

I do **not** see the same security constraint referenced at the instrumentation end of this path in the retrieved context. The only other authentication reference shown is **##CDL.CDL-030** for ICE operator commands in [ICE-019], which is **not** ##SEC.SEC-010.",False,The answer adds an unsupported multi-hop trace from ADS/ICE instrumentation to PWR-032 and states a conclusion about both ends of the path that is not fully evidenced by the retrieved contexts.,True,"All claims in the answer are directly traceable and supported by the retrieved contexts, with each referenced requirement and security constraint matching the content provided.",,skipped,False
Which flight control computer requirement is ultimately implicated by the flight data recorder verification path through navigation and GPS references?,3+-hop,vanilla,azure,none,2,5293,584,255,839,FDR-022;FMS-004;SEC-035;AUTO-004;NAV-002,FDR-022;FMS-004;SEC-035;AUTO-004;NAV-002,5,0,,,,,"From the provided context alone, the ultimately implicated **flight control computer requirement cannot be identified**.

What can be grounded:

- The **FDR** records the GPS raw-measurement datastream per **##GPS.NBC3-GPS-002** at **1 Hz** [FDR-022].
- The **NAV** module uses **GPS (##GPS.GPS-030)** as one of its inputs and provides unified aircraft state to **FCC, FMS, AUTO, and GCS** consumers [NAV-002].

So there is a partial trace path:

**FDR-022 → GPS reference (##GPS.NBC3-GPS-002)** [FDR-022]  
and separately  
**NAV-002 → GPS input (##GPS.GPS-030) → FCC consumer relationship** [NAV-002]

However, the retrieved requirements do **not** include:
- any **FCC requirement ID**, or
- any trace linking **##GPS.NBC3-GPS-002** to **##GPS.GPS-030**, or
- any requirement showing which specific **FCC** requirement consumes that navigation output.

Therefore, based on the retrieved context, the specific flight control computer requirement is **not available**.",True,The answer correctly states that no specific FCC requirement can be identified from the provided contexts alone.,True,The answer strictly stays within the information present in the retrieved contexts and does not introduce unsupported requirements or claims.,,skipped,True
"Which command-frame definition governs the GCS operator command interface, and what fields must that message include?",1-hop,adaptive,azure,none,2,15871,3788,425,4213,ADS-022;ADS-020;ADS-021;ADS-015;ADS-023,ADS-022;ADS-020;ADS-021;ADS-015;ADS-023,5,3,continue,semantic,agentic,"default: agentic ReAct exploration (no specific signal; ids=0, mods=1, trace_kw=False, chain_ind=False, numeric=False)","The retrieved ADS requirements do not contain a GCS operator command interface or any command-frame definition for it.

They only define ADS output interfaces/messages such as:
- `ADS_MSG` formatting and fields [ADS-022]
- `ADS_MSG` publish rate and bus [ADS-020]
- platform-specific 1553B / ARINC 429 publication details [ADS-021]
- `BARO_ALT_MSG` to the INS [ADS-015]
- `valid_flags` bit meanings via `ADS_Valid_Flags` [ADS-023]

From the provided context, the only explicitly defined message fields are for `ADS_MSG`, which includes:
`cas`, `tas`, `mach`, `alt_pressure`, `alt_rate`, `sat`, `tat`, `aoa`, `beta`, `qnh`, and `valid_flags` [ADS-022].

So: the governing command-frame definition for the GCS operator command interface is not present in the retrieved requirements, and the required fields for that command message cannot be determined from this context.",True,The answer accurately states that no GCS operator command interface or command-frame definition appears in the retrieved contexts and correctly lists the ADS_MSG fields from ADS-022.,True,All statements are supported and show only what is present or absent from the retrieved contexts.,,skipped,True
Which application module requirement provides the 1 Hz battery state-of-charge data that the power subsystem uses to inhibit NORMAL mode entry below 85%?,1-hop,graphrag,azure,none,2,4304,1364,130,1494,PWR-028;APM-015;EPS-007;APM-002;APM-006;GCS-015;APM-008;APM-026;BIT-025;BIT-028;EMS-016;EPS-001;PWR-002;PWR-015;TCS-012,PWR-028;APM-015;EPS-007;APM-002;APM-006;GCS-015;APM-008;APM-026;BIT-025;BIT-028;EMS-016;EPS-001;PWR-002;PWR-015;TCS-012,15,0,,,,,"The source requirement is **[APM-015]**. It states that **the BMS shall estimate State of Charge (SoC) at 1 Hz** with **accuracy ±3 %** and **publish it to the PWR subsystem per [PWR-028]** [APM-015].

That data is used by **[PWR-028]**, which says the **PWR subsystem shall monitor battery state-of-charge from [APM-015] at 1 Hz and shall refuse entry to NORMAL mode if battery SoC < 85 % during ground operations** [PWR-028].",True,All claims are directly supported by APM-015 and PWR-028 in the retrieved contexts.,True,All claims are directly supported by the retrieved context requirements [APM-015] and [PWR-028].,,skipped,True
Which communications links must demonstrate DO-160G Category Y EMC coexistence without mutual interference with the radar altimeter and GPS?,1-hop,agentic,azure,none,1,17510,3708,589,4297,CDL-024;COMM-018;RADAR-009,RADAR-009;CDL-024;COMM-018;RADAR-024;SAR-017,5,3,continue,semantic,,,"The retrieved requirements identify these communications links/subsystems as needing DO-160G §20 Category Y EMC coexistence without mutual interference with the radar altimeter and GPS:

- **CDL** — must operate within DO-160G §20 Category Y EMC without degrading or being degraded by the radar altimeter and GPS [CDL-024].
- **COMM subsystem** — must enforce DO-160G §20 Category Y EMC and coexist with GPS and radar altimeter without mutual interference [COMM-018].

Related requirement:
- The **radar altimeter** itself must coexist without mutual interference with the **CDL** and any onboard GPS receiver [RADAR-009], which complements the CDL-side requirement [CDL-024].

Not supported by the retrieved context:
- **SATCOM comms** is mentioned in CDL coexistence scope [CDL-024], but there is no standalone SATCOM requirement in the provided context explicitly stating coexistence with the radar altimeter and GPS.",False,The answer adds unsupported commentary about SATCOM and narrows/labels the result beyond what the contexts explicitly state.,True,"All listed claims about CDL, COMM subsystem, and radar altimeter requirements for DO-160G §20 Category Y EMC coexistence are directly supported by the retrieved contexts; unsupported status of SATCOM ",,skipped,False
How is the EOIR geolocation accuracy flight test tied to the navigation solution’s WGS-84 position output and synchronized MGRS display representation?,2-hop,graphrag,azure,none,2,14032,1286,374,1660,EOIR-014;EOIR-029;NAV-020;SAR-024;INS-022;SAR-009;INS-026;EOIR-010;EOIR-028;FCC-043;FMS-034;GPS-011;GPS-015;INS-020;INS-036,EOIR-014;EOIR-029;NAV-020;SAR-024;INS-022;SAR-009;INS-026;EOIR-010;EOIR-028;FCC-043;FMS-034;GPS-011;GPS-015;INS-020;INS-036,15,0,,,,,"The tie is explicit through the geolocation computation chain:

- EOIR geolocation uses **sensor LoS + platform position + ranging data** to compute target geo-coordinates, and it specifically depends on **NAV-020** for the platform position input [EOIR-014].
- **NAV-020** defines that navigation publishes **position in WGS-84 geodetic coordinates at 50 Hz** and maintains an **MGRS-grid position representation synchronised at 1 Hz** for ground-operator display [NAV-020].
- The EOIR flight test verifies the resulting geolocation performance by comparing reported target coordinates to known ground truth at **1 km, 5 km, and 10 km**, requiring **CEP ≤ 10 m at ≤ 15 km range** [EOIR-029].

So, the flight test in [EOIR-029] is tied to the navigation solution because the EOIR’s tested geolocation output is computed using the NAV-provided platform position mandated by [NAV-020] and referenced directly by [EOIR-014]. The **WGS-84 output at 50 Hz** is the defined navigation position source for the geolocation calculation [NAV-020][EOIR-014].

For the **MGRS representation**, the retrieved requirements only state that NAV maintains an **MGRS-grid position representation synchronised at 1 Hz for ground-operator display** [NAV-020]. There is **no retrieved requirement stating that EOIR-029 verifies the MGRS display path** or that the EOIR flight-test acceptance is performed against the synchronized MGRS representation. Based on the provided context, the MGRS element is a display-format/output requirement associated with NAV/HMI, not an explicitly verified part of the EOIR geolocation flight test [NAV-020].",True,"All claims are supported by the cited EOIR-014, EOIR-029, and NAV-020 contexts or are careful statements of absence in the retrieved requirements.",True,"All claims are clearly supported by the retrieved requirements, with explicit citations and accurate limitations on MGRS verification.",,skipped,True
"During a 50 ms Category Z primary-power interruption, what essential-bus hold-up energy provision ensures both navigation output continuity and uninterrupted FCC inner-loop execution?",2-hop,adaptive,azure,none,1,5322,572,239,811,FCC-036;PWR-018;CDL-025;NAV-026;PWR-013,FCC-036;PWR-018;CDL-025;NAV-026;PWR-013,5,0,,,vanilla,R5: numeric_hint + single_module (FCC) → top-K,"The ensuring provision is **[PWR-018]**: the PWR subsystem shall provide **hold-up energy at the essential-bus ≥ 50 J continuously available** for a **MIL-STD-704F Category Z 50 ms interruption**, explicitly covering both the **FCC** and **NAV** functions [PWR-018].

The relationship is:

- **FCC inner-loop execution continuity** during a primary power interruption of up to **50 ms** is required by **[FCC-036]**, and it is sustained using the hold-up energy specified in **[PWR-018]** [FCC-036][PWR-018].
- **NAV Fusion uninterrupted output** through the **50 ms primary-power interruption profile** is required by **[NAV-026]**, also using hold-up energy from **[PWR-018]** [NAV-026][PWR-018].

Related sizing language also appears in **[PWR-013]**, which requires hold-up capacitor energy at each essential-bus downstream LRU sufficient to sustain the LRU’s nameplate power for **50 ms** during the interruption [PWR-013].",True,"All claims are supported by the cited contexts, including PWR-018’s ≥50 J essential-bus hold-up energy and its linkage to FCC-036 and NAV-026 for 50 ms Category Z continuity.",True,"All claims about hold-up energy provision, coverage of FCC and NAV, and requirement IDs are supported by the retrieved contexts.",,skipped,True
"For the Nimbus-C3 external cargo pod interface, what FCC lane architecture is the PMC’s MIL-STD-1760 umbilical implementation referencing?",1-hop,vanilla,azure,none,0,4034,599,191,790,PLD-026;PLD-030;ENG-033;NBC3-FCC-003;PLD-031,PLD-026;PLD-030;ENG-033;NBC3-FCC-003;PLD-031,5,0,,,,,"The retrieved requirements do not specify any FCC lane architecture for the Nimbus-C3 external cargo pod interface.

What they do say is:

- The PMC manages the external-pod interface via a MIL-STD-1760-compatible umbilical, providing pod-power enable, data, and jettison interlock per FCC requirement [PLD-026], [NBC3-FCC-003].
- The FCC supports pod jettison and applies transient attitude compensation within 100 ms of jettison command execution [NBC3-FCC-003].
- The PMC supports the operator-commanded emergency jettison sequence with 2 s confirmation dialog and pre-configured attitude compensation per the FCC requirement [PLD-030], [NBC3-FCC-003].

However, no retrieved requirement identifies an FCC lane architecture, lane count, lane allocation, or which FCC lane(s) the PMC’s MIL-STD-1760 implementation references.",False,"The answer adds unsupported details, including citations to PLD-026 and NBC3-FCC-003 for claims not stated there and mentions lane count/allocation not discussed in the contexts.",True,"No claim about FCC lane architecture is made, and all specific claims are explicitly supported by the retrieved contexts.",,skipped,False
