query,pipeline,repeat,query_type,judged_on,gpt41_faithful,gpt41_reason,gpt41_tokens
"Which GPS requirement fulfills the security control that references the EMS constraint and ultimately satisfies the INS requirement, and what end-to-end traceability justifies that linkage?",adaptive,1,3+-hop,2026-08-16,True,Every traceability and requirement satisfaction linkage cited in the answer is directly supported by the retrieved contexts.,2157
Which flight control computer function ultimately fulfills the security-driven navigation requirement chain through GPS and inertial sensing dependencies?,vanilla,1,3+-hop,2026-08-16,True,"The answer only draws conclusions directly from the retrieved context and clearly states the limitations based on lack of information about FCC functions, matching the supported requirements and struc",1102
Which flight control computer function ultimately fulfills the security-driven navigation requirement chain through GPS and inertial sensing dependencies?,agentic,1,3+-hop,2026-08-16,True,"All claims in the answer are directly supported by the retrieved contexts, and no unsupported function names or requirement IDs are introduced.",2078
Which flight control computer function ultimately fulfills the security-driven navigation requirement chain through GPS and inertial sensing dependencies?,graphrag,1,3+-hop,2026-08-16,True,"All claims about INS integration, GPS aiding, NAV fusion, and FCC inner loop execution are explicitly supported by the retrieved contexts.",1975
Which flight control computer function ultimately fulfills the security-driven navigation requirement chain through GPS and inertial sensing dependencies?,agentic-graph,1,3+-hop,2026-08-16,True,"All claims regarding NAV filtering, provision of reversionary AHRS, GNSS receiver security behaviors, and FCC's dependence on INS_READY and GPS_FIX_3D at takeoff are directly supported by the retrieve",2067
Which flight control computer function ultimately fulfills the security-driven navigation requirement chain through GPS and inertial sensing dependencies?,adaptive,1,3+-hop,2026-08-16,True,"Every claim in the answer is supported and directly grounded in the retrieved requirements, notably NAV-015, NAV-028, GPS-021, and GPS-023.",1990
Which communications requirement is ultimately fulfilled by the automatic control requirement through the referenced security and command/data link requirements?,vanilla,1,3+-hop,2026-08-16,True,"All claims are grounded in the retrieved contexts, and the answer correctly refrains from speculating about unspecified automatic control requirements.",1005
Which communications requirement is ultimately fulfilled by the automatic control requirement through the referenced security and command/data link requirements?,agentic,1,3+-hop,2026-08-16,True,"[AUTO-006] cites [SEC-010], which cites [CDL-012]; all claims are supported or traced in the contexts.",1317
Which communications requirement is ultimately fulfilled by the automatic control requirement through the referenced security and command/data link requirements?,graphrag,1,3+-hop,2026-08-16,True,All claims are directly supported and all requirement IDs are present in the contexts.,1924
Which communications requirement is ultimately fulfilled by the automatic control requirement through the referenced security and command/data link requirements?,agentic-graph,1,3+-hop,2026-08-16,True,"All claims, including the satisfaction trace from AUTO-006 through SEC-010 to COMM-019, are supported explicitly in the contexts.",3522
Which communications requirement is ultimately fulfilled by the automatic control requirement through the referenced security and command/data link requirements?,adaptive,1,3+-hop,2026-08-16,True,"The answer correctly traces AUTO-006 to SEC-010, which explicitly states it satisfies CDL-012, and all referenced IDs and claims are supported in the retrieved contexts.",1258
Which autonomous tracking requirement ultimately depends on the EO/IR target characterization specification through the radar detection and handoff chain?,vanilla,1,3+-hop,2026-08-16,True,"Every claim in the answer is directly supported or entailed by the retrieved contexts, and the answer correctly notes the absence of supporting evidence for dependency and handoff.",909
Which autonomous tracking requirement ultimately depends on the EO/IR target characterization specification through the radar detection and handoff chain?,agentic,1,3+-hop,2026-08-16,True,"The answer correctly limits itself to the provided contexts, noting the absence of relevant requirements for EO/IR, radar detection/handoff, or autonomous tracking.",1672
Which autonomous tracking requirement ultimately depends on the EO/IR target characterization specification through the radar detection and handoff chain?,graphrag,1,3+-hop,2026-08-16,True,All claims in the answer are directly supported by the retrieved contexts and clearly explain that the dependency chain is not established therein.,1641
Which autonomous tracking requirement ultimately depends on the EO/IR target characterization specification through the radar detection and handoff chain?,agentic-graph,1,3+-hop,2026-08-16,True,"All claims in the answer are carefully grounded in the retrieved contexts, and unsupported dependencies are explicitly stated as not present.",2217
Which autonomous tracking requirement ultimately depends on the EO/IR target characterization specification through the radar detection and handoff chain?,adaptive,1,3+-hop,2026-08-16,True,All claims are supported; the answer stays within the retrieved requirements and does not infer unsupported dependencies.,1651
"Which communications requirement, linked through the security constraint referenced by the fuel requirement, ultimately traces to the EMS requirement, and what end-to-end dependency does that establish?",vanilla,1,3+-hop,2026-08-16,True,The answer correctly states that the communications requirement and dependency chain asked for cannot be traced or identified from the supplied contexts.,908
"Which communications requirement, linked through the security constraint referenced by the fuel requirement, ultimately traces to the EMS requirement, and what end-to-end dependency does that establish?",agentic,1,3+-hop,2026-08-16,False,"The answer references [SEC-010], which is not present in the retrieved contexts, and draws a linkage through it, which cannot be validated from provided material.",3564
"Which communications requirement, linked through the security constraint referenced by the fuel requirement, ultimately traces to the EMS requirement, and what end-to-end dependency does that establish?",graphrag,1,3+-hop,2026-08-16,False,The answer adds detailed analysis and inferences not literally supported in the retrieved contexts and introduces process explanations and IDs not cited together by the contexts.,2069
"Which communications requirement, linked through the security constraint referenced by the fuel requirement, ultimately traces to the EMS requirement, and what end-to-end dependency does that establish?",agentic-graph,1,3+-hop,2026-08-16,True,The answer only makes claims directly supported by the retrieved contexts and notes when context is missing for the trace asked by the question.,2235
"Which communications requirement, linked through the security constraint referenced by the fuel requirement, ultimately traces to the EMS requirement, and what end-to-end dependency does that establish?",adaptive,1,3+-hop,2026-08-16,False,The answer introduces details and trace chains not directly stated or traceable from the retrieved contexts.,2066
"How does the power requirement for the GPS path flow through the intermediate power and inertial references back to the originating power constraint, and what end-to-end obligation results?",vanilla,1,3+-hop,2026-08-16,True,"Every claim in the answer is supported: the contexts do not contain GPS power or intermediate power requirements, and the behavioral dependencies and cited requirement IDs align exactly with the retri",1167
"How does the power requirement for the GPS path flow through the intermediate power and inertial references back to the originating power constraint, and what end-to-end obligation results?",agentic,1,3+-hop,2026-08-16,True,Every claim in the answer is supported by the retrieved contexts and recognizes the lack of chainable power/intermediate requirement detail.,2064
"How does the power requirement for the GPS path flow through the intermediate power and inertial references back to the originating power constraint, and what end-to-end obligation results?",graphrag,1,3+-hop,2026-08-16,True,"Every claim in the answer is directly supported by the retrieved requirement contexts, with cited requirement IDs and obligations matching the context content.",2049
"How does the power requirement for the GPS path flow through the intermediate power and inertial references back to the originating power constraint, and what end-to-end obligation results?",agentic-graph,1,3+-hop,2026-08-16,True,All claims state only what is present or missing in the retrieved requirements and avoid unsupported specifics.,2234
"How does the power requirement for the GPS path flow through the intermediate power and inertial references back to the originating power constraint, and what end-to-end obligation results?",adaptive,1,3+-hop,2026-08-16,True,All claims in the answer are directly supported or lightly inferred from the retrieved contexts.,2150
Which autonomy requirement is ultimately traced from the referenced security control through the data link requirement and subsequent security/autonomy satisfaction links?,vanilla,1,3+-hop,2026-08-16,True,All claims in the answer accurately reflect the retrieved contexts and do not introduce unsupported details.,933
Which autonomy requirement is ultimately traced from the referenced security control through the data link requirement and subsequent security/autonomy satisfaction links?,agentic,1,3+-hop,2026-08-16,True,"The answer accurately states that the required trace and requirement IDs are not identifiable from the retrieved context, which only contains reference and glossary entries.",1296
Which autonomy requirement is ultimately traced from the referenced security control through the data link requirement and subsequent security/autonomy satisfaction links?,graphrag,1,3+-hop,2026-08-16,True,[AUTO-006] is traced from SEC.SEC-010 and is linked via data link routing in CDL-030 and DLNK-009 per the retrieved contexts.,1849
Which autonomy requirement is ultimately traced from the referenced security control through the data link requirement and subsequent security/autonomy satisfaction links?,agentic-graph,1,3+-hop,2026-08-16,True,"The answer accurately traces SEC-010 to AUTO-006 via DLNK-013 as stated in the context, and does not assert details beyond what is retrieved.",1638
Which autonomy requirement is ultimately traced from the referenced security control through the data link requirement and subsequent security/autonomy satisfaction links?,adaptive,1,3+-hop,2026-08-16,True,"[AUTO-006] is explicitly cited as satisfied/linked by data link ([CDL-030], [DLNK-009]) and security context, and no additional unsupported claims are present.",1872
"Which security requirement referenced by the navigation function ultimately traces to the GPS requirement it satisfies, and how does that navigation requirement connect the two?",vanilla,1,3+-hop,2026-08-16,True,"All claims are directly supported by NAV-028, which details the linkage between SEC-028, GPS-022, and NAV-028.",961
"Which security requirement referenced by the navigation function ultimately traces to the GPS requirement it satisfies, and how does that navigation requirement connect the two?",agentic,1,3+-hop,2026-08-16,True,"Every claim is directly supported by the requirement texts in NAV-028 and GPS-023, and the answer correctly avoids speculating about SEC-028 itself.",1478
"Which security requirement referenced by the navigation function ultimately traces to the GPS requirement it satisfies, and how does that navigation requirement connect the two?",graphrag,1,3+-hop,2026-08-16,False,"The claim that NAV-028 references a GPS spoof indicator per GPS-022 is unsupported and inconsistent with the retrieved context, as GPS-022 concerns jamming detection, not spoof detection.",1722
"Which security requirement referenced by the navigation function ultimately traces to the GPS requirement it satisfies, and how does that navigation requirement connect the two?",agentic-graph,1,3+-hop,2026-08-16,False,"[NAV-028] references a GPS spoof indicator per INS.INS-028, not GPS-022; the claim that NAV-028 references GPS-022 for spoofing is unsupported.",1123
"Which security requirement referenced by the navigation function ultimately traces to the GPS requirement it satisfies, and how does that navigation requirement connect the two?",adaptive,1,3+-hop,2026-08-16,True,"All claims are directly supported by the requirements; NAV-028 references GPS-022 as 'spoof indicator' and mandates notification per SEC-028, GPS-022 satisfies SEC-028, and the caveat about mismatch i",1710
"Which flight-control requirement, traced from the built-in test function through the environmental monitoring requirement it satisfies, ultimately references the final EMS requirement?",vanilla,1,3+-hop,2026-08-16,True,The answer correctly states that the retrieved contexts do not provide the trace links required to answer the question completely and accurately points to what can and cannot be established from the c,841
"Which flight-control requirement, traced from the built-in test function through the environmental monitoring requirement it satisfies, ultimately references the final EMS requirement?",agentic,1,3+-hop,2026-08-16,True,"The answer only uses information from the contexts, accurately notes FCC-030 references EMS, and correctly states traceability is not present to answer the full chain.",1497
"Which flight-control requirement, traced from the built-in test function through the environmental monitoring requirement it satisfies, ultimately references the final EMS requirement?",graphrag,1,3+-hop,2026-08-16,False,The answer makes claims about chains of satisfaction involving BIT and an environmental monitoring requirement that are not fully supported by the retrieved contexts.,1645
"Which flight-control requirement, traced from the built-in test function through the environmental monitoring requirement it satisfies, ultimately references the final EMS requirement?",agentic-graph,1,3+-hop,2026-08-16,True,"All claims are supported: FCC-006 contains PBIT, satisfies EMS.EMS-004, and there is no context linking EMS.EMS-004 to any further final EMS requirement.",2065
"Which flight-control requirement, traced from the built-in test function through the environmental monitoring requirement it satisfies, ultimately references the final EMS requirement?",adaptive,1,3+-hop,2026-08-16,True,All claims in the answer are supported by the retrieved requirements and the answer correctly notes the lack of evidence for a longer trace.,1678
"Which flight control requirement ultimately traces through the GPS subsystem to an inertial navigation requirement, and what end-to-end behavior or dependency does that chain establish?",vanilla,1,3+-hop,2026-08-16,True,All summary claims are traceable to the retrieved contexts without adding unsupported details or citing requirements not present.,1101
"Which flight control requirement ultimately traces through the GPS subsystem to an inertial navigation requirement, and what end-to-end behavior or dependency does that chain establish?",agentic,1,3+-hop,2026-08-16,True,"All claims about requirement content and chain are directly supported by the retrieved contexts, with explicit requirement references and no added external details.",2320
"Which flight control requirement ultimately traces through the GPS subsystem to an inertial navigation requirement, and what end-to-end behavior or dependency does that chain establish?",graphrag,1,3+-hop,2026-08-16,True,"The answer accurately reflects the contexts: FCC requirements are not traced to GPS or INS, and only the GPS→INS aiding chain with corresponding behaviors is supported by the requirements.",1880
"Which flight control requirement ultimately traces through the GPS subsystem to an inertial navigation requirement, and what end-to-end behavior or dependency does that chain establish?",agentic-graph,1,3+-hop,2026-08-16,False,"The answer infers a trace chain across [STR7-FCC-004], [GPS-006], and [NAV-008], but no retrieved context explicitly establishes this end-to-end trace or dependency; the inference goes beyond what is ",2334
"Which flight control requirement ultimately traces through the GPS subsystem to an inertial navigation requirement, and what end-to-end behavior or dependency does that chain establish?",adaptive,1,3+-hop,2026-08-16,True,All claims in the answer are strictly supported by the retrieved contexts and correctly identify the lack of a traceable flight-control (FCC) requirement involving the GPS-to-INS chain.,1930
Which cockpit display requirement cited by the ice-protection specification links through the flight-control computer safety requirement to the security requirement that references the display data-link requirement?,vanilla,1,3+-hop,2026-08-16,True,"All claims are grounded in the retrieved contexts, which lack the cited cross-references and requirements.",973
Which cockpit display requirement cited by the ice-protection specification links through the flight-control computer safety requirement to the security requirement that references the display data-link requirement?,agentic,1,3+-hop,2026-08-16,True,All claims are grounded in the provided contexts and correctly state the absence of necessary information for the requested requirement chain.,3233
Which cockpit display requirement cited by the ice-protection specification links through the flight-control computer safety requirement to the security requirement that references the display data-link requirement?,graphrag,1,3+-hop,2026-08-16,True,The answer only makes claims that can be directly verified from the retrieved contexts and correctly states the missing links required to answer the question.,1802
Which cockpit display requirement cited by the ice-protection specification links through the flight-control computer safety requirement to the security requirement that references the display data-link requirement?,agentic-graph,1,3+-hop,2026-08-16,True,"All claims in the answer are directly reflected in the retrieved contexts, and absence of evidence is correctly noted.",4197
Which cockpit display requirement cited by the ice-protection specification links through the flight-control computer safety requirement to the security requirement that references the display data-link requirement?,adaptive,1,3+-hop,2026-08-16,True,The answer accurately states that the required links and requirement IDs for the chaining specified in the question are not present in the retrieved context.,1805
"What flight data recorder requirement ultimately depends on inertial sensor provisions through navigation and GPS traceability, and how does that dependency chain affect recorded positioning data?",vanilla,1,3+-hop,2026-08-16,True,"Every claim in the answer is directly supported by the retrieved contexts or explicitly flagged as inference/speculation, with requirement IDs and their content accurately described and not exceeded.",1149
"What flight data recorder requirement ultimately depends on inertial sensor provisions through navigation and GPS traceability, and how does that dependency chain affect recorded positioning data?",agentic,1,3+-hop,2026-08-16,False,"The answer makes several claims about the dependency chain of recorded positioning data, supported by the contexts, but it asserts the existence of an FDR recording requirement without any FDR require",2316
"What flight data recorder requirement ultimately depends on inertial sensor provisions through navigation and GPS traceability, and how does that dependency chain affect recorded positioning data?",graphrag,1,3+-hop,2026-08-16,True,All claims are supported by the retrieved contexts with accurate traceability and conservative statements where explicit requirements are not stated.,2048
"What flight data recorder requirement ultimately depends on inertial sensor provisions through navigation and GPS traceability, and how does that dependency chain affect recorded positioning data?",agentic-graph,1,3+-hop,2026-08-16,True,"Every claim in the answer is grounded directly in retrieved contexts, with the dependency chain clearly specified and with explicit caveats about data not present.",3584
"What flight data recorder requirement ultimately depends on inertial sensor provisions through navigation and GPS traceability, and how does that dependency chain affect recorded positioning data?",adaptive,1,3+-hop,2026-08-16,True,All claims are supported by the retrieved contexts and use only information present in those contexts or by light inference.,2126
"How does the control data link requirement propagate through flight control and flight management into the pilot interface, and what end-to-end behavior must the cockpit display present?",vanilla,1,3+-hop,2026-08-16,True,Every claim in the answer is directly supported by the requirements and the answer explicitly states the limitations based on the retrieved contexts.,1188
"How does the control data link requirement propagate through flight control and flight management into the pilot interface, and what end-to-end behavior must the cockpit display present?",agentic,1,3+-hop,2026-08-16,True,"All claims are faithful; the answer only references and summarizes context content, explicitly stating that necessary information is missing from the retrieved requirements.",2331
"How does the control data link requirement propagate through flight control and flight management into the pilot interface, and what end-to-end behavior must the cockpit display present?",graphrag,1,3+-hop,2026-08-16,True,"All claims about the propagation path, limits, automation behavior, and HMI display content are supported or identified as unsupported by the retrieved contexts.",2110
"How does the control data link requirement propagate through flight control and flight management into the pilot interface, and what end-to-end behavior must the cockpit display present?",agentic-graph,1,3+-hop,2026-08-16,True,Every claim is supported or appropriately limited by the retrieved requirements; no additional or unsupported detail is introduced.,2418
"How does the control data link requirement propagate through flight control and flight management into the pilot interface, and what end-to-end behavior must the cockpit display present?",adaptive,1,3+-hop,2026-08-16,True,"Every claim in the answer is directly based on or explicitly limited to the retrieved contexts, and unsupported claims are clearly noted as impossible to validate from the provided requirements.",2986
"Which engineering constraint is ultimately traced from the test case’s referenced flight dynamics requirement through its verification link and subsequent references, and how does that end-to-end chain justify compliance?",vanilla,1,3+-hop,2026-08-16,True,"The answer is strictly based on the contexts, correctly noting what is and isn't recoverable from the provided requirements.",1058
"Which engineering constraint is ultimately traced from the test case’s referenced flight dynamics requirement through its verification link and subsequent references, and how does that end-to-end chain justify compliance?",agentic,1,3+-hop,2026-08-16,True,"All factual claims are supported and grounded in the retrieved requirements, tracing the power-interruption ride-through constraint from FCC-036 via FCC-055, DO-160G, MIL-STD-704F, and the FCC develop",2572
"Which engineering constraint is ultimately traced from the test case’s referenced flight dynamics requirement through its verification link and subsequent references, and how does that end-to-end chain justify compliance?",graphrag,1,3+-hop,2026-08-16,True,Every claim is verifiable from the chain: CDL-038 verifies CDL-011; COMM-006 derives from CDL-011; justification matches context and limitations are acknowledged.,2043
"Which engineering constraint is ultimately traced from the test case’s referenced flight dynamics requirement through its verification link and subsequent references, and how does that end-to-end chain justify compliance?",agentic-graph,1,3+-hop,2026-08-16,True,"All claims are careful paraphrases or direct references to the retrieved contexts, and the answer explicitly notes which artifacts are not provided.",1580
"Which engineering constraint is ultimately traced from the test case’s referenced flight dynamics requirement through its verification link and subsequent references, and how does that end-to-end chain justify compliance?",adaptive,1,3+-hop,2026-08-16,True,"All factual claims about tracing, verification links, requirements IDs, and stated timing criteria are directly supported by the retrieved contexts.",1953
"What top-level built-in test objective ultimately traces through the software requirement and logic design into the command/data link implementation, and what downstream design obligation does it impose?",vanilla,1,3+-hop,2026-08-16,True,Every claim is directly tied to the contexts and avoids unsupported inference about specific BIT objectives or trace requirements.,1127
"What top-level built-in test objective ultimately traces through the software requirement and logic design into the command/data link implementation, and what downstream design obligation does it impose?",agentic,1,3+-hop,2026-08-16,True,"All claims are supported or reasonably inferred from BIT-039, BIT-001, BIT-012, BIT-023, and CDL-019; requirement trace limitations are noted.",2939
"What top-level built-in test objective ultimately traces through the software requirement and logic design into the command/data link implementation, and what downstream design obligation does it impose?",graphrag,1,3+-hop,2026-08-16,True,"All claims in the answer are explicitly supported by the contexts, and missing details are correctly acknowledged as unsupported.",1881
"What top-level built-in test objective ultimately traces through the software requirement and logic design into the command/data link implementation, and what downstream design obligation does it impose?",agentic-graph,1,3+-hop,2026-08-16,True,All claims in the answer are directly supported by BIT-001 and BIT-039 without adding unstated details.,1512
"What top-level built-in test objective ultimately traces through the software requirement and logic design into the command/data link implementation, and what downstream design obligation does it impose?",adaptive,1,3+-hop,2026-08-16,True,The answer only makes claims directly grounded in the contexts and explicitly notes what is missing.,1932
How does the application process requirement trace through security and built-in test constraints to the ground control station capability it ultimately depends on?,vanilla,1,3+-hop,2026-08-16,False,"The answer references the application process requirement, SEC-015, and discusses a dependency path not directly present or supported in the retrieved contexts.",924
How does the application process requirement trace through security and built-in test constraints to the ground control station capability it ultimately depends on?,agentic,1,3+-hop,2026-08-16,True,Every claim in the answer is literal or reasonable summary of requirement language found in the retrieved contexts; missing links are explicitly called out as not in context.,2421
How does the application process requirement trace through security and built-in test constraints to the ground control station capability it ultimately depends on?,graphrag,1,3+-hop,2026-08-16,True,All claims are explicitly supported by the retrieved requirement IDs and their contents.,1712
How does the application process requirement trace through security and built-in test constraints to the ground control station capability it ultimately depends on?,agentic-graph,1,3+-hop,2026-08-16,True,All claims and requirement trace links are supported and directly referenced in the retrieved contexts with cited requirement IDs and literal connections.,2280
How does the application process requirement trace through security and built-in test constraints to the ground control station capability it ultimately depends on?,adaptive,1,3+-hop,2026-08-16,True,All claims are supported by the provided requirement IDs and explicit text; the answer accurately notes the absence of SEC-015 wording.,1817
"Which automatic control requirement satisfies the security need, and what emergency management reference chain does it depend on to fully justify compliance?",vanilla,1,3+-hop,2026-08-16,True,"All claims are grounded in the retrieved contexts, matching requirement IDs, references, and chain logic without unsupported security linkage.",1243
"Which automatic control requirement satisfies the security need, and what emergency management reference chain does it depend on to fully justify compliance?",agentic,1,3+-hop,2026-08-16,True,The answer accurately grounds all claims in the provided contexts without making unsupported inferences or citing requirements not present.,1761
"Which automatic control requirement satisfies the security need, and what emergency management reference chain does it depend on to fully justify compliance?",graphrag,1,3+-hop,2026-08-16,True,"All claims about the requirement dependency chain are supported by the retrived contexts, and it correctly notes the lack of direct support for AUTO-009 satisfying a security requirement.",2120
"Which automatic control requirement satisfies the security need, and what emergency management reference chain does it depend on to fully justify compliance?",agentic-graph,1,3+-hop,2026-08-16,True,"All claims in the answer are directly supported by the retrieved contexts; no additional details are introduced, and requirement references match the contexts.",2328
"Which automatic control requirement satisfies the security need, and what emergency management reference chain does it depend on to fully justify compliance?",adaptive,1,3+-hop,2026-08-16,True,"All requirement links and claims are supported by the retrieved contexts, and the answer appropriately notes the absence of a direct security satisfaction claim for AUTO-009.",2055
"When the power module detects an APU exceedance and commands shutdown, what flight data recording rates and fault-window capture are required?",vanilla,2,1-hop,2026-08-16,True,"All claims regarding recording rates, fault window duration, and subsystem responsibilities are directly supported by the retrieved requirements.",1067
"When the power module detects an APU exceedance and commands shutdown, what flight data recording rates and fault-window capture are required?",agentic,2,1-hop,2026-08-16,True,"All claims in the answer are explicitly supported or logically inferred from the provided requirements, with no invented details.",1052
"When the power module detects an APU exceedance and commands shutdown, what flight data recording rates and fault-window capture are required?",graphrag,2,1-hop,2026-08-16,True,"All factual claims about shutdown, logging, criteria, recording rates, and capture window are directly supported by the retrieved contexts.",2242
"When the power module detects an APU exceedance and commands shutdown, what flight data recording rates and fault-window capture are required?",agentic-graph,2,1-hop,2026-08-16,True,All claims in the answer are directly supported: the rate of EPS_STATUS_MSG (5 Hz) and absence of data recording/fault-window requirements are stated in the contexts.,1066
"When the power module detects an APU exceedance and commands shutdown, what flight data recording rates and fault-window capture are required?",adaptive,2,1-hop,2026-08-16,True,"The answer only makes claims that are explicitly supported by the retrieved contexts, avoids unsupported details, and correctly notes that flight data recording and fault-window capture requirements a",1438
"In INIT mode, what signed-manifest and signature-validation checks must the FMS apply before accepting a navigation database revision?",vanilla,2,1-hop,2026-08-16,True,"All claims about CRC, signed manifest, AIRAC expiry, signature invalidity, and mode transitions are supported by the retrieved contexts.",1193
"In INIT mode, what signed-manifest and signature-validation checks must the FMS apply before accepting a navigation database revision?",agentic,2,1-hop,2026-08-16,True,The answer accurately states that the retrieved requirements do not mention signed-manifest or signature validation checks for navigation database revisions in INIT mode.,790
"In INIT mode, what signed-manifest and signature-validation checks must the FMS apply before accepting a navigation database revision?",graphrag,2,1-hop,2026-08-16,True,"All claims about CRC check, AIRAC expiry, signature validation requirements, and their sources are supported by the retrieved contexts.",2344
"In INIT mode, what signed-manifest and signature-validation checks must the FMS apply before accepting a navigation database revision?",agentic-graph,2,1-hop,2026-08-16,True,"The answer only uses information from the retrieved contexts, correctly stating that requirements for signed-manifest and signature-validation checks are not present, and references only supported NAV",793
"In INIT mode, what signed-manifest and signature-validation checks must the FMS apply before accepting a navigation database revision?",adaptive,2,1-hop,2026-08-16,True,"All factual claims about checks, timing, and lack of details on signature verification are supported by the retrieved contexts.",1222
Which fuel-totaling requirement feeds the flight management function that computes destination and alternate fuel predictions and minimum-fuel alerts?,vanilla,2,1-hop,2026-08-16,False,"The claim that FUEL-010 is the fuel-totaling requirement feeding the FMS is not supported, as FUEL-010's content is not present in the contexts.",906
Which fuel-totaling requirement feeds the flight management function that computes destination and alternate fuel predictions and minimum-fuel alerts?,agentic,2,1-hop,2026-08-16,True,"All claims are supported or qualified accurately by the retrieved contexts, including the absence of a specific 'fuel-totaling' requirement and references to relevant IDs present.",954
Which fuel-totaling requirement feeds the flight management function that computes destination and alternate fuel predictions and minimum-fuel alerts?,graphrag,2,1-hop,2026-08-16,True,[FUEL-011] states that the FUEL subsystem computes total fuel remaining and provides it to the FMS for FMS-018 fuel-prediction; supporting context for [FUEL-010] and [FMS-018] is also correctly cited.,1643
Which fuel-totaling requirement feeds the flight management function that computes destination and alternate fuel predictions and minimum-fuel alerts?,agentic-graph,2,1-hop,2026-08-16,True,"All claims are directly supported by FUEL-011, FMS-018, and FUEL-024 in the retrieved contexts.",1268
Which fuel-totaling requirement feeds the flight management function that computes destination and alternate fuel predictions and minimum-fuel alerts?,adaptive,2,1-hop,2026-08-16,True,"[FUEL-014] explicitly defines minimum-fuel alert thresholds, and [FMS-018] describes the FMS using this data for predictions and alerts, as the answer states.",1028
How is the landing weight-on-wheels dual-sensor/voting architecture verified to ensure correct discrete output under a single-sensor fault?,vanilla,2,1-hop,2026-08-16,True,"All claims about dual-sensor fault injection, voting confirmation, DAL-A platforms, and WoW discrete output are supported by LDG-031 and LDG-015.",837
How is the landing weight-on-wheels dual-sensor/voting architecture verified to ensure correct discrete output under a single-sensor fault?,agentic,2,1-hop,2026-08-16,True,"All claims are supported by the retrieved contexts, including test verification steps, sensor/voting architecture, and FCC interaction details.",965
How is the landing weight-on-wheels dual-sensor/voting architecture verified to ensure correct discrete output under a single-sensor fault?,graphrag,2,1-hop,2026-08-16,True,"All claims are directly supported by requirements LDG-031, LDG-015, and FCC-048 from the retrieved contexts.",1468
How is the landing weight-on-wheels dual-sensor/voting architecture verified to ensure correct discrete output under a single-sensor fault?,agentic-graph,2,1-hop,2026-08-16,False,"The claim about dual-redundant sensors per strut and 2-out-of-3 voting where feasible is supported; however, the claim that the FCC applies a 100 ms debounce period in the context of verification is n",1017
How is the landing weight-on-wheels dual-sensor/voting architecture verified to ensure correct discrete output under a single-sensor fault?,adaptive,2,1-hop,2026-08-16,True,"All details regarding test method (fault injection), voting architecture, and expected output under a single sensor fault are directly supported by the retrieved contexts.",957
What hardware-protected mechanism and software-extraction constraint apply to the AES-256 key-wrapping storage method specified in the crypto selection table?,vanilla,2,1-hop,2026-08-16,True,All claims about hardware-protection (HSM or secure-element) and non-extractability by software are directly supported in SEC-017 and SEC-005.,1119
What hardware-protected mechanism and software-extraction constraint apply to the AES-256 key-wrapping storage method specified in the crypto selection table?,agentic,2,1-hop,2026-08-16,True,The answer correctly states that no information can be verified due to lack of retrieved contexts.,324
What hardware-protected mechanism and software-extraction constraint apply to the AES-256 key-wrapping storage method specified in the crypto selection table?,graphrag,2,1-hop,2026-08-16,True,"All claims about hardware-protection, software-extraction constraint, and control by authenticated role are directly supported by SEC-005 and the Crypto_Selections table in SEC-017.",2019
What hardware-protected mechanism and software-extraction constraint apply to the AES-256 key-wrapping storage method specified in the crypto selection table?,agentic-graph,2,1-hop,2026-08-16,True,The answer does not make any unsupported claims and explicitly states that no requirements were retrieved.,309
What hardware-protected mechanism and software-extraction constraint apply to the AES-256 key-wrapping storage method specified in the crypto selection table?,adaptive,2,1-hop,2026-08-16,True,"All claims are directly supported by SEC-017 and SEC-005 regarding hardware protection, non-extractability, and role-based access control for AES-256 key storage.",1161
Which published inertial navigation state data and timing are required to support SAR motion compensation and absolute geolocation accuracy?,vanilla,2,1-hop,2026-08-16,True,"All factual claims are directly supported by SAR-013 and SAR-009, and the answer clearly limits itself when detail is absent.",786
Which published inertial navigation state data and timing are required to support SAR motion compensation and absolute geolocation accuracy?,agentic,2,1-hop,2026-08-16,True,"All claims about published state data, timing, and absence of additional details are directly supported by the retrieved requirements.",859
Which published inertial navigation state data and timing are required to support SAR motion compensation and absolute geolocation accuracy?,graphrag,2,1-hop,2026-08-16,True,"All claims about INS_STATE_MSG content, publication rate, timing, SAR motion compensation requirements, absolute geolocation accuracy, and GPS aiding are directly supported by INS-020, SAR-013, SAR-00",1666
Which published inertial navigation state data and timing are required to support SAR motion compensation and absolute geolocation accuracy?,agentic-graph,2,1-hop,2026-08-16,True,"All stated claims about published data and timing are directly supported by NAV-010, and the answer correctly notes the absence of SAR/geolocation-specific requirements in the retrieved contexts.",739
Which published inertial navigation state data and timing are required to support SAR motion compensation and absolute geolocation accuracy?,adaptive,2,1-hop,2026-08-16,True,"All claims in the answer are supported by the retrieved contexts regarding INS-derived position and attitude updates at ≥ 100 Hz, INS/GPS aiding, and geolocation accuracy requirements; no unsupported ",817
Which flight-control runaway-actuator fault response satisfies the emergency-management requirement for coordinated emergency mode entry?,vanilla,2,1-hop,2026-08-16,True,"All claims about FCC-023's actuator runaway response, its satisfaction of EMS-006, and EMS mode/coordination are supported by the contexts.",885
