query,query_type,pipeline,embedder,reranker,repeat,latency_ms,prompt_tokens,completion_tokens,total_tokens,cited_ids,source_ids,n_sources,iter_count,verdict,intent,routed_to,route_reason,citation_precision,citation_recall,citation_f1,retrieval_recall,n_cited,n_gold,hop_count,stratum,is_cross_module
"How does the flight control computer’s referenced requirement propagate through flight data recording and navigation logic to the underlying GPS requirement, and what end-to-end behavior is mandated?",3+-hop,agentic,azure,none,1,31134,5950,1449,7399,NAV-015;FCC-017;NAV-005;NAV-008;NAV-002;GPS-006;GPS-008;FDR-022;GPS-002,FCC-001;FCC-007;FCC-004;FCC-024;FCC-C5;NAV-008;NAV-002;NAV-015;NAV-005;NAV-028;GPS-003;GPS-006;NBC3-GPS-002;GPS-008;GPS-029,15,3,continue,semantic,,,0.0,0.0,0.0,0.0,9,5,4,3+-hop,True
"How does the flight control computer’s referenced requirement propagate through flight data recording and navigation logic to the underlying GPS requirement, and what end-to-end behavior is mandated?",3+-hop,graphrag,azure,none,1,9493,1641,387,2028,FDR-022;FMS-004;GPS-003;AUTO-004;FCC-007;GCS-011;COMM-018;AUTO-025;AUTO-001;CDL-024;COMM-029;ENG-022;FCC-005;FCC-013;FCC-038,FDR-022;FMS-004;GPS-003;AUTO-004;FCC-007;GCS-011;COMM-018;AUTO-025;AUTO-001;CDL-024;COMM-029;ENG-022;FCC-005;FCC-013;FCC-038,15,0,,,,,0.0667,0.2,0.1,0.2,15,5,4,3+-hop,True
"How does the flight control computer’s referenced requirement propagate through flight data recording and navigation logic to the underlying GPS requirement, and what end-to-end behavior is mandated?",3+-hop,agentic-graph,azure,none,1,27880,6529,1211,7740,GPS-002;FDR-022;NAV-030;NAV-002;NAV-008;NAV-015;FCC-009;GPS-006;GPS-007;GPS-004,FCC-007;FCC-001;FCC-032;FCC-C5;FCC-009;NAV-015;NAV-002;NBC3-NAV-001;NAV-008;NAV-030;GPS-006;GPS-007;GPS-028;NBC3-GPS-002;GPS-004,15,3,continue,semantic,,,0.0,0.0,0.0,0.0,10,5,4,3+-hop,True
"How does the flight control computer’s referenced requirement propagate through flight data recording and navigation logic to the underlying GPS requirement, and what end-to-end behavior is mandated?",3+-hop,adaptive,azure,none,1,30962,5758,1094,6852,FCC-017;NAV-015;NAV-008;NAV-010;NAV-002;GPS-006;GPS-028,FCC-007;FCC-001;FCC-032;FCC-020;FCC-024;NAV-015;NAV-002;NBC3-NAV-001;NAV-008;NAV-010;GPS-003;GPS-009;GPS-028;GPS-001;GPS-006,15,3,continue,semantic,agentic,"default: agentic ReAct exploration (no specific signal; ids=0, mods=1, trace_kw=False, chain_ind=True, numeric=False)",0.0,0.0,0.0,0.0,7,5,4,3+-hop,True
How do the navigation power allocation constraints propagate through the command/data link back into power management and ultimately affect the flight control computer interface requirements?,3+-hop,vanilla,azure,none,1,8012,727,426,1153,CDL-030;FCC-038;CDL-027;GCS-011;FMS-004,CDL-030;FCC-038;CDL-027;GCS-011;FMS-004,5,0,,,,,0.0,0.0,0.0,0.0,5,4,4,3+-hop,True
How do the navigation power allocation constraints propagate through the command/data link back into power management and ultimately affect the flight control computer interface requirements?,3+-hop,agentic,azure,none,1,26401,5939,943,6882,NAV-002;NAV-010;NAV-030;EPS-008;EPS-015;FCC-007;FCC-038,NAV-004;NAV-002;NAV-010;NAV-030;NAV-006;EPS-015;EPS-002;EPS-001;EPS-003;EPS-008;FCC-007;FCC-038;FCC-001;FCC-004;FCC-C5,15,3,continue,semantic,,,0.0,0.0,0.0,0.0,7,4,4,3+-hop,True
How do the navigation power allocation constraints propagate through the command/data link back into power management and ultimately affect the flight control computer interface requirements?,3+-hop,graphrag,azure,none,1,13218,1882,645,2527,CDL-030;FCC-038;CDL-027;GCS-011;FMS-004;ENG-010;AUTO-025;FCC-029;ALX2-FCC-004;AUTO-006;AUTO-028;AUTO-033;CDL-035;COMM-023;ENG-021,CDL-030;FCC-038;CDL-027;GCS-011;FMS-004;ENG-010;AUTO-025;FCC-029;ALX2-FCC-004;AUTO-006;AUTO-028;AUTO-033;CDL-035;COMM-023;ENG-021,15,0,,,,,0.0,0.0,0.0,0.0,15,4,4,3+-hop,True
How do the navigation power allocation constraints propagate through the command/data link back into power management and ultimately affect the flight control computer interface requirements?,3+-hop,agentic-graph,azure,none,1,30331,6743,1207,7950,NAV-002;NAV-030;NAV-010;EPS-002;EPS-008;EPS-004;EPS-006;EPS-015;FCC-001;FCC-038;FCC-007,NAV-004;NAV-002;NAV-010;NAV-030;NAV-006;FCC-001;FCC-038;FCC-007;FCC-004;FCC-C5;EPS-015;EPS-008;EPS-002;EPS-006;EPS-004,15,3,continue,semantic,,,0.0,0.0,0.0,0.0,11,4,4,3+-hop,True
How do the navigation power allocation constraints propagate through the command/data link back into power management and ultimately affect the flight control computer interface requirements?,3+-hop,adaptive,azure,none,1,26962,6555,1235,7790,NAV-002;NAV-010;CDL-031;CDL-030;EPS-008;EPS-021;EPS-006;EPS-015;FCC-038;FCC-029;FCC-007,NAV-004;NAV-002;NAV-010;NAV-030;NAV-006;CDL-027;CDL-031;CDL-036;CDL-030;CDL-005;FCC-007;FCC-038;FCC-001;FCC-029;FCC-020;EPS-015;EPS-002;EPS-008;EPS-006;EPS-021,20,1,sufficient,semantic,agentic,"default: agentic ReAct exploration (no specific signal; ids=0, mods=0, trace_kw=False, chain_ind=True, numeric=False)",0.0,0.0,0.0,0.0,11,4,4,3+-hop,True
Which flight control computer requirement ultimately traces the EMS command/data link interface constraint back to the originating EMS behavior requirement?,3+-hop,vanilla,azure,none,1,5300,541,179,720,EMS-030;EMS-032;COMM-022;FCC-010;EMS-021,EMS-030;EMS-032;COMM-022;FCC-010;EMS-021,5,0,,,,,0.0,0.0,0.0,0.0,5,4,3,3+-hop,True
Which flight control computer requirement ultimately traces the EMS command/data link interface constraint back to the originating EMS behavior requirement?,3+-hop,agentic,azure,none,1,20796,4701,710,5411,FCC-009;EMS-010;EMS-001;FCC-010;EMS-020;FCC-030;EMS-007;FCC-006;EMS-030;ICE-019;CDL-030,FCC-010;FCC-009;FCC-006;FCC-030;STR7-FCC-006;ICE-019;ICE-008;ICE-012;ICE-015;ICE-017,10,3,continue,semantic,,,0.1818,0.5,0.2667,0.25,11,4,3,3+-hop,True
Which flight control computer requirement ultimately traces the EMS command/data link interface constraint back to the originating EMS behavior requirement?,3+-hop,graphrag,azure,none,1,9318,1503,239,1742,EMS-030;EMS-032;COMM-022;FCC-010;EMS-021;EMS-018;AUTO-009;EMS-031;APM-004;BIT-040;CDL-005;EMS-006;EMS-020;ENG-040;FCC-009,EMS-030;EMS-032;COMM-022;FCC-010;EMS-021;EMS-018;AUTO-009;EMS-031;APM-004;BIT-040;CDL-005;EMS-006;EMS-020;ENG-040;FCC-009,15,0,,,,,0.0667,0.25,0.1053,0.25,15,4,3,3+-hop,True
Which flight control computer requirement ultimately traces the EMS command/data link interface constraint back to the originating EMS behavior requirement?,3+-hop,agentic-graph,azure,none,1,24550,5564,694,6258,FCC-009;EMS-010;EMS-001;FCC-010;EMS-020;FCC-030;EMS-007;FCC-023;EMS-006;FCC-006;EMS-030,FCC-010;FCC-009;FCC-030;FCC-023;FCC-006;STR7-FCC-006;FCC-038;FCC-007;FCC-040;FCC-001,10,3,continue,semantic,,,0.1818,0.5,0.2667,0.25,11,4,3,3+-hop,True
Which flight control computer requirement ultimately traces the EMS command/data link interface constraint back to the originating EMS behavior requirement?,3+-hop,adaptive,azure,none,1,5650,1503,195,1698,EMS-030;EMS-032;COMM-022;FCC-010;EMS-021;EMS-018;AUTO-009;EMS-031;APM-004;BIT-040;CDL-005;EMS-006;EMS-020;ENG-040;FCC-009,EMS-030;EMS-032;COMM-022;FCC-010;EMS-021;EMS-018;AUTO-009;EMS-031;APM-004;BIT-040;CDL-005;EMS-006;EMS-020;ENG-040;FCC-009,15,0,,,graphrag,R4: traceability_kw + no_explicit_id → structural retrieval,0.0667,0.25,0.1053,0.25,15,4,3,3+-hop,True
Which security requirement is ultimately traceable from the initial CDL requirement through the referenced FMS and downstream CDL verification chain?,3+-hop,vanilla,azure,none,1,7058,573,284,857,FMS-022;FDR-012;SEC-010;COMM-018;CDL-003,FMS-022;FDR-012;SEC-010;COMM-018;CDL-003,5,0,,,,,0.2,0.2,0.2,0.2,5,5,4,3+-hop,True
Which security requirement is ultimately traceable from the initial CDL requirement through the referenced FMS and downstream CDL verification chain?,3+-hop,agentic,azure,none,1,19355,4555,643,5198,SEC-008;CDL-013;FMS-022;CDL-040;CDL-003;SHA-256;SEC-010;AES-256;SEC-009;SEC-028,FMS-022;CDL-003;FDR-012;SEC-010;CDL-013;HMI-100;SEC-022;SEC-009;SEC-028;SEC-020,10,3,continue,semantic,,,0.2,0.4,0.2667,0.2,10,5,4,3+-hop,True
Which security requirement is ultimately traceable from the initial CDL requirement through the referenced FMS and downstream CDL verification chain?,3+-hop,graphrag,azure,none,1,7843,1598,302,1900,FMS-022;FDR-012;SEC-010;COMM-018;CDL-003;SEC-020;SEC-014;SEC-022;APM-033;AUTO-006;AUTO-034;BIT-033;CDL-012;CDL-024;CDL-030,FMS-022;FDR-012;SEC-010;COMM-018;CDL-003;SEC-020;SEC-014;SEC-022;APM-033;AUTO-006;AUTO-034;BIT-033;CDL-012;CDL-024;CDL-030,15,0,,,,,0.1333,0.4,0.2,0.4,15,5,4,3+-hop,True
Which security requirement is ultimately traceable from the initial CDL requirement through the referenced FMS and downstream CDL verification chain?,3+-hop,agentic-graph,azure,none,1,30862,5760,760,6520,SEC-008;FMS-022;CDL-040;HMI-037;FDR-012;CDL-030;CDL-013;SHA-256;CDL-039;SEC-019,FMS-022;FDR-012;CDL-003;SEC-010;CDL-013;STR7-CDL-002;CDL-030;CDL-040;GCS-011;HMI-037;CDL-033;CDL-039;SEC-008;SEC-019,14,1,sufficient,semantic,,,0.3,0.6,0.4,0.6,10,5,4,3+-hop,True
Which security requirement is ultimately traceable from the initial CDL requirement through the referenced FMS and downstream CDL verification chain?,3+-hop,adaptive,azure,none,1,5328,1598,229,1827,FMS-022;FDR-012;SEC-010;COMM-018;CDL-003;SEC-020;SEC-014;SEC-022;APM-033;AUTO-006;AUTO-034;BIT-033;CDL-012;CDL-024;CDL-030,FMS-022;FDR-012;SEC-010;COMM-018;CDL-003;SEC-020;SEC-014;SEC-022;APM-033;AUTO-006;AUTO-034;BIT-033;CDL-012;CDL-024;CDL-030,15,0,,,graphrag,R3: n_modules (2) ≥ 2 + chain_indicator → always-walk graph,0.1333,0.4,0.2,0.4,15,5,4,3+-hop,True
"Which structural requirement drives the payload allocation that ultimately traces to the downlink interface constraint, and how is that linkage justified across the structure, payload, and communications modules?",3+-hop,vanilla,azure,none,1,8081,535,397,932,CDL-027;STR-038;CDL-003;CDL-009;CDL-002,CDL-027;STR-038;CDL-003;CDL-009;CDL-002,5,0,,,,,0.2,0.3333,0.25,0.3333,5,3,3,3+-hop,True
"Which structural requirement drives the payload allocation that ultimately traces to the downlink interface constraint, and how is that linkage justified across the structure, payload, and communications modules?",3+-hop,agentic,azure,none,1,28780,5936,1066,7002,ICE-008;ICE-019;GPS-028;GPS-020,ICE-013;ICE-019;ICE-008;ICE-003;ICE-012;EPS-003;EPS-009;EPS-007;EPS-020;EPS-017;GPS-029;GPS-030;GPS-028;GPS-020;GPS-027,15,3,continue,semantic,,,0.0,0.0,0.0,0.0,4,3,3,3+-hop,True
"Which structural requirement drives the payload allocation that ultimately traces to the downlink interface constraint, and how is that linkage justified across the structure, payload, and communications modules?",3+-hop,graphrag,azure,none,1,12081,1748,582,2330,CDL-027;STR-038;CDL-003;CDL-009;CDL-002;CDL-030;CDL-034;FCC-004;AUTO-006;AUTO-033;CDL-015;CDL-020;CDL-024;CDL-028;CDL-035,CDL-027;STR-038;CDL-003;CDL-009;CDL-002;CDL-030;CDL-034;FCC-004;AUTO-006;AUTO-033;CDL-015;CDL-020;CDL-024;CDL-028;CDL-035,15,0,,,,,0.0667,0.3333,0.1111,0.3333,15,3,3,3+-hop,True
"Which structural requirement drives the payload allocation that ultimately traces to the downlink interface constraint, and how is that linkage justified across the structure, payload, and communications modules?",3+-hop,agentic-graph,azure,none,1,29080,7418,1094,8512,STR-038;PLD-031;DLNK-017;CDL-024;EOIR-025;SAR-021;CDL-027;CDL-020;CDL-034;CDL-003,STR-038;CDL-034;CDL-027;CDL-009;DLNK-002;FCC-004;CDL-003;PLD-031;DLNK-015;CDL-033;EOIR-025;SAR-021;CDL-015;CDL-020;GCS-034,15,3,continue,semantic,,,0.2,0.6667,0.3077,0.3333,10,3,3,3+-hop,True
"Which structural requirement drives the payload allocation that ultimately traces to the downlink interface constraint, and how is that linkage justified across the structure, payload, and communications modules?",3+-hop,adaptive,azure,none,1,11678,1748,622,2370,CDL-027;STR-038;CDL-003;CDL-009;CDL-002;CDL-030;CDL-034;FCC-004;AUTO-006;AUTO-033;CDL-015;CDL-020;CDL-024;CDL-028;CDL-035,CDL-027;STR-038;CDL-003;CDL-009;CDL-002;CDL-030;CDL-034;FCC-004;AUTO-006;AUTO-033;CDL-015;CDL-020;CDL-024;CDL-028;CDL-035,15,0,,,graphrag,R4: traceability_kw + no_explicit_id → structural retrieval,0.0667,0.3333,0.1111,0.3333,15,3,3,3+-hop,True
"How does the flight control requirement trace through the data link and flight management functions to the crew interface, and what flight management behavior closes the loop?",3+-hop,vanilla,azure,none,1,8685,545,484,1029,HMI-009;FMS-022;FDR-055;CDL-030;HMI-037,HMI-009;FMS-022;FDR-055;CDL-030;HMI-037,5,0,,,,,0.6,0.75,0.6667,0.75,5,4,4,3+-hop,True
"How does the flight control requirement trace through the data link and flight management functions to the crew interface, and what flight management behavior closes the loop?",3+-hop,agentic,azure,none,1,25807,4945,968,5913,FMS-022;FMS-003;FCC-044;FMS-035;FMS-024,FCC-001;FCC-007;FCC-048;FCC-C5;FCC-024;FMS-003;FMS-022;FMS-035;FMS-024;FMS-010,10,3,continue,semantic,,,0.2,0.25,0.2222,0.25,5,4,4,3+-hop,True
"How does the flight control requirement trace through the data link and flight management functions to the crew interface, and what flight management behavior closes the loop?",3+-hop,graphrag,azure,none,1,11874,1705,600,2305,HMI-009;FMS-022;FDR-055;CDL-030;HMI-037;FMS-003;COMM-024;CDL-031;AUTO-006;AUTO-033;CDL-035;CDL-040;COMM-023;EMS-010;ENG-021,HMI-009;FMS-022;FDR-055;CDL-030;HMI-037;FMS-003;COMM-024;CDL-031;AUTO-006;AUTO-033;CDL-035;CDL-040;COMM-023;EMS-010;ENG-021,15,0,,,,,0.2,0.75,0.3158,0.75,15,4,4,3+-hop,True
"How does the flight control requirement trace through the data link and flight management functions to the crew interface, and what flight management behavior closes the loop?",3+-hop,agentic-graph,azure,none,1,626634,6298,1009,7307,NAV-001;FCC-004;NAV-002;NAV-029,FCC-001;FCC-007;FCC-048;FCC-C5;FCC-024;NAV-002;NBC3-NAV-001;NAV-006;NAV-017;NAV-029;ICE-019;ICE-012;ICE-003;ICE-001;ICE-008,15,3,continue,semantic,,,0.0,0.0,0.0,0.0,4,4,4,3+-hop,True
"How does the flight control requirement trace through the data link and flight management functions to the crew interface, and what flight management behavior closes the loop?",3+-hop,adaptive,azure,none,1,9817,1705,520,2225,HMI-009;FMS-022;FDR-055;CDL-030;HMI-037;FMS-003;COMM-024;CDL-031;AUTO-006;AUTO-033;CDL-035;CDL-040;COMM-023;EMS-010;ENG-021,HMI-009;FMS-022;FDR-055;CDL-030;HMI-037;FMS-003;COMM-024;CDL-031;AUTO-006;AUTO-033;CDL-035;CDL-040;COMM-023;EMS-010;ENG-021,15,0,,,graphrag,R4: traceability_kw + no_explicit_id → structural retrieval,0.2,0.75,0.3158,0.75,15,4,4,3+-hop,True
"Which flight-control requirement, via the pilot interface logic, ultimately traces to the navigation constraint on lateral guidance behavior?",3+-hop,vanilla,azure,none,1,5234,639,243,882,FCC-007;AUTO-025;FMS-012;AUTO-007;AUTO-002,FCC-007;AUTO-025;FMS-012;AUTO-007;AUTO-002,5,0,,,,,0.0,0.0,0.0,0.0,5,3,3,3+-hop,True
"Which flight-control requirement, via the pilot interface logic, ultimately traces to the navigation constraint on lateral guidance behavior?",3+-hop,agentic,azure,none,1,18111,5867,603,6470,FCC-032;NAV-002;NAV-006;NAV-009;NAV-013;NAV-001,FCC-007;FCC-032;FCC-001;FCC-024;FCC-038;NAV-006;NAV-009;NBC3-NAV-001;NAV-013;NAV-002;FCC-048;FCC-001;FCC-C5;FCC-006;FCC-020,14,3,continue,semantic,,,0.0,0.0,0.0,0.0,6,3,3,3+-hop,True
"Which flight-control requirement, via the pilot interface logic, ultimately traces to the navigation constraint on lateral guidance behavior?",3+-hop,graphrag,azure,none,1,7860,1580,367,1947,FCC-007;AUTO-025;FMS-012;AUTO-007;AUTO-002;AUTO-017;FCC-032;FMS-030;ALX2-FMS-001;AUTO-001;AUTO-005;AUTO-010;ENG-022;FCC-005;FCC-013,FCC-007;AUTO-025;FMS-012;AUTO-007;AUTO-002;AUTO-017;FCC-032;FMS-030;ALX2-FMS-001;AUTO-001;AUTO-005;AUTO-010;ENG-022;FCC-005;FCC-013,15,0,,,,,0.0,0.0,0.0,0.0,15,3,3,3+-hop,True
"Which flight-control requirement, via the pilot interface logic, ultimately traces to the navigation constraint on lateral guidance behavior?",3+-hop,agentic-graph,azure,none,1,30368,6871,550,7421,AUTO-017;AUTO-025;AUTO-002;FMS-002;FCC-013,FCC-007;AUTO-002;AUTO-025;FMS-002;AUTO-017;AUTO-001;FCC-005;GCS-022,8,3,continue,semantic,,,0.0,0.0,0.0,0.0,5,3,3,3+-hop,True
"Which flight-control requirement, via the pilot interface logic, ultimately traces to the navigation constraint on lateral guidance behavior?",3+-hop,adaptive,azure,none,1,9188,1580,357,1937,FCC-007;AUTO-025;FMS-012;AUTO-007;AUTO-002;AUTO-017;FCC-032;FMS-030;ALX2-FMS-001;AUTO-001;AUTO-005;AUTO-010;ENG-022;FCC-005;FCC-013,FCC-007;AUTO-025;FMS-012;AUTO-007;AUTO-002;AUTO-017;FCC-032;FMS-030;ALX2-FMS-001;AUTO-001;AUTO-005;AUTO-010;ENG-022;FCC-005;FCC-013,15,0,,,graphrag,R4: traceability_kw + no_explicit_id → structural retrieval,0.0,0.0,0.0,0.0,15,3,3,3+-hop,True
Which flight control requirement ultimately depends on the upstream control architecture baseline through an intermediate derived requirement and successive referenced guidance constraints?,3+-hop,vanilla,azure,none,1,6165,605,291,896,AUTO-004;AUTO-025;SEC-035;FCC-007;FCC-001,AUTO-004;AUTO-025;SEC-035;FCC-007;FCC-001,5,0,,,,,0.0,0.0,0.0,0.0,5,4,3,3+-hop,False
Which flight control requirement ultimately depends on the upstream control architecture baseline through an intermediate derived requirement and successive referenced guidance constraints?,3+-hop,agentic,azure,none,1,20955,4663,504,5167,FCC-032;FCC-005;AUTO-010;FMS-030,FCC-001;FCC-004;FCC-032;FCC-007;FCC-C5;FCC-002;FCC-020;NBC3-FCC-004;FCC-038;FCC-003,10,3,continue,semantic,,,0.5,0.5,0.5,0.25,4,4,3,3+-hop,False
Which flight control requirement ultimately depends on the upstream control architecture baseline through an intermediate derived requirement and successive referenced guidance constraints?,3+-hop,graphrag,azure,none,1,10001,1606,501,2107,AUTO-004;AUTO-025;SEC-035;FCC-007;FCC-001;FCC-032;STR-017;HMI-037;AUTO-001;AUTO-010;ENG-022;ENG-037;FCC-005;FCC-013;FCC-038,AUTO-004;AUTO-025;SEC-035;FCC-007;FCC-001;FCC-032;STR-017;HMI-037;AUTO-001;AUTO-010;ENG-022;ENG-037;FCC-005;FCC-013;FCC-038,15,0,,,,,0.1333,0.5,0.2105,0.5,15,4,3,3+-hop,False
Which flight control requirement ultimately depends on the upstream control architecture baseline through an intermediate derived requirement and successive referenced guidance constraints?,3+-hop,agentic-graph,azure,none,1,21837,8375,654,9029,FCC-032;FCC-005;FCC-037;FMS-030,FCC-001;FCC-004;FCC-032;FCC-007;FCC-C5;FCC-002;FCC-020;NBC3-FCC-004;FCC-038;FCC-003;AUTO-010;FCC-005;FMS-030;FCC-037,14,3,continue,semantic,,,0.75,0.75,0.75,0.75,4,4,3,3+-hop,False
Which flight control requirement ultimately depends on the upstream control architecture baseline through an intermediate derived requirement and successive referenced guidance constraints?,3+-hop,adaptive,azure,none,1,6871,1606,314,1920,AUTO-004;AUTO-025;SEC-035;FCC-007;FCC-001;FCC-032;STR-017;HMI-037;AUTO-001;AUTO-010;ENG-022;ENG-037;FCC-005;FCC-013;FCC-038,AUTO-004;AUTO-025;SEC-035;FCC-007;FCC-001;FCC-032;STR-017;HMI-037;AUTO-001;AUTO-010;ENG-022;ENG-037;FCC-005;FCC-013;FCC-038,15,0,,,graphrag,R4: traceability_kw + no_explicit_id → structural retrieval,0.1333,0.5,0.2105,0.5,15,4,3,3+-hop,False
How does the APM guidance requirement trace through security and built-in test constraints into flight-control behavior and ultimately the landing subsystem requirement?,3+-hop,vanilla,azure,none,1,13538,583,745,1328,FCC-007;AUTO-025;AUTO-004;SEC-014;AUTO-002,FCC-007;AUTO-025;AUTO-004;SEC-014;AUTO-002,5,0,,,,,0.0,0.0,0.0,0.0,5,5,4,3+-hop,True
How does the APM guidance requirement trace through security and built-in test constraints into flight-control behavior and ultimately the landing subsystem requirement?,3+-hop,agentic,azure,none,1,26463,5773,1159,6932,SEC-014;BIT-040;AUTO-025;FCC-007;AUTO-029;FUEL-020;APM-001,APM-038;SEC-014;BIT-040;AUTO-029;NBC3-NAV-001;ADS-026;ADS-025;STR7-ADS-001;SKT1-ADS-001;ADS-014;AUTO-025;FCC-007;APM-001;AUTO-001;FUEL-020,15,3,continue,semantic,,,0.0,0.0,0.0,0.0,7,5,4,3+-hop,True
How does the APM guidance requirement trace through security and built-in test constraints into flight-control behavior and ultimately the landing subsystem requirement?,3+-hop,graphrag,azure,none,1,22034,1595,1226,2821,FCC-007;AUTO-025;AUTO-004;SEC-014;AUTO-002;AUTO-029;SEC-035;NBC3-AUTO-001;AUTO-001;AUTO-040;ENG-022;ENG-037;FCC-005;FCC-013;FCC-038,FCC-007;AUTO-025;AUTO-004;SEC-014;AUTO-002;AUTO-029;SEC-035;NBC3-AUTO-001;AUTO-001;AUTO-040;ENG-022;ENG-037;FCC-005;FCC-013;FCC-038,15,0,,,,,0.0,0.0,0.0,0.0,15,5,4,3+-hop,True
How does the APM guidance requirement trace through security and built-in test constraints into flight-control behavior and ultimately the landing subsystem requirement?,3+-hop,agentic-graph,azure,none,1,21393,6079,701,6780,ADS-026;ADS-014;ADS-019;ICE-008;ADS-001;FCC-004,ADS-026;SKT1-ADS-001;ADS-004;STR7-ADS-001;NBC3-ADS-001;NBC3-FCC-004;FCC-004;ALX2-FCC-003;FCC-054;NBC3-FCC-002;ICE-006;ICE-003;ICE-012;ICE-001;ICE-008,15,3,continue,semantic,,,0.0,0.0,0.0,0.0,6,5,4,3+-hop,True
How does the APM guidance requirement trace through security and built-in test constraints into flight-control behavior and ultimately the landing subsystem requirement?,3+-hop,adaptive,azure,none,1,19150,1595,1134,2729,FCC-007;AUTO-025;AUTO-004;SEC-014;AUTO-002;AUTO-029;SEC-035;NBC3-AUTO-001;AUTO-001;AUTO-040;ENG-022;ENG-037;FCC-005;FCC-013;FCC-038,FCC-007;AUTO-025;AUTO-004;SEC-014;AUTO-002;AUTO-029;SEC-035;NBC3-AUTO-001;AUTO-001;AUTO-040;ENG-022;ENG-037;FCC-005;FCC-013;FCC-038,15,0,,,graphrag,R4: traceability_kw + no_explicit_id → structural retrieval,0.0,0.0,0.0,0.0,15,5,4,3+-hop,True
"Through the flight control and command/data link chain into autonomy, what security requirement ultimately constrains the referenced function, and how is that trace propagated end-to-end?",3+-hop,vanilla,azure,none,1,11525,525,540,1065,SEC-014;CDL-003;SEC-012;SEC-003_1;AUTO-004,SEC-014;CDL-003;SEC-012;SEC-003_1;AUTO-004,5,0,,,,,0.0,0.0,0.0,0.0,5,4,4,3+-hop,True
"Through the flight control and command/data link chain into autonomy, what security requirement ultimately constrains the referenced function, and how is that trace propagated end-to-end?",3+-hop,agentic,azure,none,1,27405,6190,1123,7313,SEC-010;FCC-011;SEC-003;FCC-002;NAV-009;NAV-002,FCC-004;FCC-002;FCC-001;FCC-C5;FCC-011;ADS-004;ADS-003;ADS-001;ADS-017;ADS-023;NAV-004;NAV-002;NBC3-NAV-001;NAV-009;NAV-006,15,3,continue,semantic,,,0.1667,0.25,0.2,0.0,6,4,4,3+-hop,True
"Through the flight control and command/data link chain into autonomy, what security requirement ultimately constrains the referenced function, and how is that trace propagated end-to-end?",3+-hop,graphrag,azure,none,1,17937,1279,828,2107,SEC-014;CDL-003;SEC-012;SEC-003_1;AUTO-004;GCS-004;GCS-009;EMS-025;FCC-011;GCS-039;SEC-005;STR7-CDL-002;EMS-030;PWR-025;SEC-003,SEC-014;CDL-003;SEC-012;SEC-003_1;AUTO-004;GCS-004;GCS-009;EMS-025;FCC-011;GCS-039;SEC-005;STR7-CDL-002;EMS-030;PWR-025;SEC-003,15,0,,,,,0.0,0.0,0.0,0.0,15,4,4,3+-hop,True
"Through the flight control and command/data link chain into autonomy, what security requirement ultimately constrains the referenced function, and how is that trace propagated end-to-end?",3+-hop,agentic-graph,azure,none,1,34450,6711,1350,8061,SHA-256;CDL-003;CDL-030;FCC-011;SEC-014,CDL-004;SEC-014;DLNK-003;CDL-001;CDL-003;CDL-030;SEC-003_1;AUTO-004;DLNK-002;FDR-055,10,3,continue,semantic,,,0.2,0.25,0.2222,0.25,5,4,4,3+-hop,True
"Through the flight control and command/data link chain into autonomy, what security requirement ultimately constrains the referenced function, and how is that trace propagated end-to-end?",3+-hop,adaptive,azure,none,1,14482,1279,813,2092,SEC-014;CDL-003;SEC-012;SEC-003_1;AUTO-004;GCS-004;GCS-009;EMS-025;FCC-011;GCS-039;SEC-005;STR7-CDL-002;EMS-030;PWR-025;SEC-003,SEC-014;CDL-003;SEC-012;SEC-003_1;AUTO-004;GCS-004;GCS-009;EMS-025;FCC-011;GCS-039;SEC-005;STR7-CDL-002;EMS-030;PWR-025;SEC-003,15,0,,,graphrag,R4: traceability_kw + no_explicit_id → structural retrieval,0.0,0.0,0.0,0.0,15,4,4,3+-hop,True
"Which display-level operator need ultimately traces through SAR processing and payload design to both EO/IR and radar sensing constraints, and what subsystem dependencies drive that allocation?",3+-hop,vanilla,azure,none,1,12143,623,600,1223,SAR-017;EOIR-004;SAR-002;PLD-010;PLD-011,SAR-017;EOIR-004;SAR-002;PLD-010;PLD-011,5,0,,,,,0.2,0.2,0.2,0.2,5,5,4,3+-hop,True
"Which display-level operator need ultimately traces through SAR processing and payload design to both EO/IR and radar sensing constraints, and what subsystem dependencies drive that allocation?",3+-hop,agentic,azure,none,1,36378,8812,1030,9842,NAV-002;NAV-030;ADS-015;FCC-009;FCC-016;ADS-019;ICE-008,ADS-016;ADS-004;ADS-017;ADS-021;SKT1-ADS-001;ICE-008;ICE-002;ICE-001;ICE-012;ICE-019;NAV-002;NAV-014;NAV-028;ALX2-NAV-001;NAV-030;ICE-011;ADS-005;ADS-002;ADS-015;FCC-009;NBC3-FCC-004;FCC-016;FCC-006;FCC-027,24,3,continue,semantic,,,0.0,0.0,0.0,0.0,7,5,4,3+-hop,True
